法人番号,申請者1,申請者2,,申請-住所1,申請-住所2,申請-住所3,申請-住所4,申請-マンション名,申請-電話番号1,,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,,許可年月日,許可期間開始日,許可期間終了日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人番号（申請・届出者）,氏名（法人の場合は法人名）（申請・届出者）,法人の代表者の氏名（申請・届出者）,郵便番号（申請・届出者）,都道府県（申請・届出者）,市区町村（申請・届出者）,町域（申請・届出者）,番地等（申請・届出者）,マンション名等（申請・届出者）,電話番号（申請・届出者）,ファクシミリ番号（申請・届出者）,営業施設名称、屋号又は商号,郵便番号（営業施設）,都道府県（営業施設）,市区町村（営業施設）,町域（営業施設）,番地等（営業施設）,マンション名等（営業施設）,電話番号（営業施設）,営業の種類,廃業年月日,許可年月日,許可開始日,許可満了日,許可条件,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
,八谷俊博,,,,,,,,,,光月,8410056,佐賀県,鳥栖市,蔵上４丁目,120,,,① 飲食店営業,,2021/9/2,2021/9/2,2027/11/30,　,,409,光月,0942,,,,,佐賀県　鳥栖市　蔵上４丁目　120,佐賀県鳥栖市蔵上４丁目１２０,,205269,41,41203,蔵上４,,,2021/09/02,2021/09/02,2027/11/30,,八谷俊博 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,光月20526941203,e00972a1-a262-4cc9-a834-f4ec73069088,,personal,f5e86f12-41e0-4ee7-ba52-f803baa61ffd,2021/09/02,光月,光月,
9430001001078,株式会社アレフ,庄司大,0038515,北海道,札幌市白石区,菊水六条,3丁目1番26号,,011-823-8301,011-823-8192,びっくりドンキー佐賀北バイパス店,8490933,佐賀県,佐賀市,卸本町,５番地３１,,0952-34-4855,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,びっくりドンキー佐賀北バイパス店,0952,0952-34-4855,,,,佐賀県　佐賀市　卸本町　５番地３１,佐賀県佐賀市卸本町５番地３１,,204687,41,41201,卸本町,,,2021/12/01,2021/12/01,2027/11/30,株式会社アレフ,庄司大,011-823-8301,北海道　札幌市白石区　菊水六条　3丁目1番26号,北海道札幌市白石区菊水六条３丁目１番２６号,,3301,北海道,札幌市白石区,菊水六条３,,,飲食店営業,,　,9430001001078,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,びっくりドンキ佐賀北バイパス店0952-34-485520468741201,4165b885-6bc8-4f75-9f84-aac8f4fc8960,株式会社アレフ3301,8e8810a2-d499-48b1-8b4f-8d6bb27e88c8,72493130-1b54-4bc3-8b3b-65ef284ca78f,2021/12/01,びっくりドンキー佐賀北バイパス店,びっくりドンキ佐賀北バイパス店,株式会社アレフ
,吉田俊介,,,,,,,,,,カジュアルバーＷＳ,8470044,佐賀県,唐津市,木綿町,１９８８　,第２Mビル３F３０１号,,① 飲食店営業,,2021/9/2,2021/9/2,2028/8/31,　　　　,,410,カジュアルバーＷＳ,0955,,,,,佐賀県　唐津市　木綿町　１９８８　,佐賀県唐津市木綿町１９８８,第２Mビル３F３０１号,204954,41,41202,木綿町,,,2021/09/02,2021/09/02,2028/08/31,,吉田俊介 ,,　　　,,,,,,,,,飲食店営業,,　　　　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,カジュアルバＷＳ20495441202,19f7027a-8190-42be-a76a-ca6d2e7f9a9b,,personal,1ba6f6f0-5796-4d96-8787-8a2deb9978bc,2021/09/02,カジュアルバーＷＳ,カジュアルバＷＳ,
,吉村正則,,,,,,,,,,白玉饅頭　元祖　𠮷野屋,8400203,佐賀県,佐賀市,大和町梅野,173,,0952-62-0235,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,白玉饅頭　元祖　𠮷野屋,0952,0952-62-0235,,,,佐賀県　佐賀市　大和町梅野　173,佐賀県佐賀市大和町梅野１７３,,204902,41,41201,大和町梅野,,,2021/09/01,2021/09/01,2027/08/31,,吉村正則 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,白玉饅頭元祖𠮷野屋0952-62-023520490241201,3466e62a-65da-4319-a917-121a6b949538,,personal,306cf945-9a17-49eb-b25c-2964f67d0b95,2021/09/01,白玉饅頭　元祖　𠮷野屋,白玉饅頭元祖𠮷野屋,
3290001071406,株式会社イートルズ,宮本謙,,福岡県,小郡市,祇園１丁目７番地２,,,094-264-9335,,住宅型有料老人ホームかわそえ,8402205,佐賀県,佐賀市,川副町南里,367-1,,,① 飲食店営業,,2021/10/27,2021/10/27,2027/11/30,　,,408,住宅型有料老人ホームかわそえ,0952,,,,,佐賀県　佐賀市　川副町南里　367-1,佐賀県佐賀市川副町南里３６７－１,,204915,41,41201,川副町南里,,,2021/10/27,2021/10/27,2027/11/30,株式会社イートルズ,宮本謙,094-264-9335,福岡県　小郡市　祇園１丁目７番地２　,福岡県小郡市祇園１丁目７番地２,,202163,福岡県,小郡市,祇園１,,,飲食店営業,,　,3290001071406,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,住宅型有料老人ホムかわそえ20491541201,ba3cf0c5-3ff7-48c8-9990-4c80170e908a,株式会社イートルズ202163,7b867def-6d70-44bb-b0a2-ab6318e5b474,ebeaa770-a803-46e2-aa76-41f7cd892638,2021/10/27,住宅型有料老人ホームかわそえ,住宅型有料老人ホムかわそえ,株式会社イートルズ
,吉村正則,,,,,,,,,,白玉饅頭　元祖　𠮷野屋,8400203,佐賀県,佐賀市,大和町梅野,173,,0952-62-0235,⑪ 菓子製造業,,2021/9/1,2021/9/1,2027/8/31,　,,408,白玉饅頭　元祖　𠮷野屋,0952,0952-62-0235,,,,佐賀県　佐賀市　大和町梅野　173,佐賀県佐賀市大和町梅野１７３,,204902,41,41201,大和町梅野,,,2021/09/01,2021/09/01,2027/08/31,,吉村正則 ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,白玉饅頭元祖𠮷野屋0952-62-023520490241201,3466e62a-65da-4319-a917-121a6b949538,,personal,57da8e31-92fc-478c-bbab-64ec6656b4b3,2021/09/01,白玉饅頭　元祖　𠮷野屋,白玉饅頭元祖𠮷野屋,
3290001071406,株式会社イートルズ,宮本謙,,福岡県,小郡市,祇園１丁目７番地２,,,094-264-9335,,住宅型有料老人ホーム円花,8400012,佐賀県,佐賀市,北川副町光法,943-6,,,① 飲食店営業,,2021/10/27,2021/10/27,2028/8/31,　,,408,住宅型有料老人ホーム円花,0952,,,,,佐賀県　佐賀市　北川副町光法　943-6,佐賀県佐賀市北川副町光法９４３－６,,204701,41,41201,北川副町光法,,,2021/10/27,2021/10/27,2028/08/31,株式会社イートルズ,宮本謙,094-264-9335,福岡県　小郡市　祇園１丁目７番地２　,福岡県小郡市祇園１丁目７番地２,,202163,福岡県,小郡市,祇園１,,,飲食店営業,,　,3290001071406,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,住宅型有料老人ホム円花20470141201,c7f1fdb1-3ad2-4b16-b135-bbb178c04233,株式会社イートルズ202163,7b867def-6d70-44bb-b0a2-ab6318e5b474,553b1d5d-b6bf-4212-b060-28d0fdaf9c82,2021/10/27,住宅型有料老人ホーム円花,住宅型有料老人ホム円花,株式会社イートルズ
,北方愛子,,,,,,,,,,北方商店,8470012,佐賀県,唐津市,大名小路,3-1,県内一円,,① 飲食店営業,,2021/9/1,2021/9/1,2026/8/31,供食前十分加熱処理されたものに限る,,410,北方商店,0955,,,,,佐賀県　唐津市　大名小路　3-1,佐賀県唐津市大名小路３－１,県内一円,204982,41,41202,大名小路,,,2021/09/01,2021/09/01,2026/08/31,,北方愛子 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,北方商店20498241202,19b6f744-fe6e-4853-b0cd-6a1012946002,,personal,bb90c3a9-ca3c-4b60-927e-ad67826ed4f6,2021/09/01,北方商店,北方商店,
,村山博基,,,,,,,,,,村山ミルクプラント,8470012,佐賀県,唐津市,大名小路,3-1,県内一円,,① 飲食店営業,,2021/9/1,2021/9/1,2026/8/31,供食前十分加熱処理されたものに限る,,410,村山ミルクプラント,0955,,,,,佐賀県　唐津市　大名小路　3-1,佐賀県唐津市大名小路３－１,県内一円,204982,41,41202,大名小路,,,2021/09/01,2021/09/01,2026/08/31,,村山博基 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,村山ミルクプラント20498241202,326c1346-9bb4-4586-b213-fd2a7424f77f,,personal,958e92d7-a1bd-4a47-8b06-ce8ad9f60f70,2021/09/01,村山ミルクプラント,村山ミルクプラント,
,福岡孝,,,,,,,,,,大福軒,8400202,佐賀県,佐賀市,大和町久池井,１６４６－５,,0952-62-4531,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,大福軒,0952,0952-62-4531,,,,佐賀県　佐賀市　大和町久池井　１６４６－５,佐賀県佐賀市大和町久池井１６４６－５,,204904,41,41201,大和町久池井,,,2021/09/01,2021/09/01,2027/08/31,,福岡孝 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,大福軒0952-62-453120490441201,fb1f4e63-3c08-4377-b0cd-31e67b932b9f,,personal,64d4f48e-05c9-404f-a654-80f49e87f138,2021/09/01,大福軒,大福軒,
,江頭美佐子,,,,,,,,,,みな重,8400201,佐賀県,佐賀市,大和町尼寺,3614－1,,0952-62-4710,㉙ 漬物製造業,,2021/9/27,2021/9/27,2028/8/31,　,,408,みな重,0952,0952-62-4710,,,,佐賀県　佐賀市　大和町尼寺　3614－1,佐賀県佐賀市大和町尼寺３６１４－１,,204907,41,41201,大和町尼寺,,,2021/09/27,2021/09/27,2028/08/31,,江頭美佐子 ,,　　　,,,,,,,,,漬物製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,みな重0952-62-471020490741201,1177b1a2-12be-407a-b00a-0dc2001641b2,,personal,a3d766fe-de8c-45aa-b8f2-8086de749f29,2021/09/27,みな重,みな重,
,岸川美紀子,,,,,,,,,,古湯キッチン１０,8400501,佐賀県,佐賀市,富士町古湯,855,,0952-58-2075,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,古湯キッチン１０,0952,0952-58-2075,,,,佐賀県　佐賀市　富士町古湯　855,佐賀県佐賀市富士町古湯８５５,,204889,41,41201,富士町古湯,,,2021/09/01,2021/09/01,2027/08/31,,岸川美紀子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,古湯キッチン１０0952-58-207520488941201,bb123e4d-2a1a-452b-a7d4-7c8842d08478,,personal,86c02a80-4724-43ec-920f-e02674f749a6,2021/09/01,古湯キッチン１０,古湯キッチン１０,
,岸川美紀子,,,,,,,,,,古湯キッチン１０,8400501,佐賀県,佐賀市,富士町古湯,855,,0952-58-2075,㉕ そうざい製造業,,2021/9/1,2021/9/1,2027/8/31,　,,408,古湯キッチン１０,0952,0952-58-2075,,,,佐賀県　佐賀市　富士町古湯　855,佐賀県佐賀市富士町古湯８５５,,204889,41,41201,富士町古湯,,,2021/09/01,2021/09/01,2027/08/31,,岸川美紀子 ,,　　　,,,,,,,,,そうざい製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,古湯キッチン１０0952-58-207520488941201,bb123e4d-2a1a-452b-a7d4-7c8842d08478,,personal,8455ddac-13a4-47dc-ab5e-404b2ee29221,2021/09/01,古湯キッチン１０,古湯キッチン１０,
,木塚喜久夫,,,,,,,,,,喜隆ラーメン,8400201,佐賀県,佐賀市,大和町尼寺,２７２８－６,,0952-62-6686,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,喜隆ラーメン,0952,0952-62-6686,,,,佐賀県　佐賀市　大和町尼寺　２７２８－６,佐賀県佐賀市大和町尼寺２７２８－６,,204907,41,41201,大和町尼寺,,,2021/09/01,2021/09/01,2027/08/31,,木塚喜久夫 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,喜隆ラメン0952-62-668620490741201,c0044a70-ee44-46da-aed5-858032d6d9d7,,personal,c19cf2c0-5bd9-44f5-b54b-0734dd58f29b,2021/09/01,喜隆ラーメン,喜隆ラメン,
,加藤悟朗,,,,,,,,,,ぎょうざ屋　大和店,8400201,佐賀県,佐賀市,大和町尼寺,１５２２－４,,0952-62-8338,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　　　　,,408,ぎょうざ屋　大和店,0952,0952-62-8338,,,,佐賀県　佐賀市　大和町尼寺　１５２２－４,佐賀県佐賀市大和町尼寺１５２２－４,,204907,41,41201,大和町尼寺,,,2021/09/01,2021/09/01,2027/08/31,,加藤悟朗 ,,　　　,,,,,,,,,飲食店営業,,　　　　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ぎょうざ屋大和店0952-62-833820490741201,a7473556-5772-4667-ac46-3426a0463825,,personal,5cb2ab53-fc16-4c7f-87d8-7aa3086727ac,2021/09/01,ぎょうざ屋　大和店,ぎょうざ屋大和店,
,西勝徳,,,,,,,,,,手打うどん　かつみ,8400203,佐賀県,佐賀市,大和町梅野,４０７－１,,0952-63-0186,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,手打うどん　かつみ,0952,0952-63-0186,,,,佐賀県　佐賀市　大和町梅野　４０７－１,佐賀県佐賀市大和町梅野４０７－１,,204902,41,41201,大和町梅野,,,2021/09/01,2021/09/01,2027/08/31,,西勝徳 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,手打うどんかつみ0952-63-018620490241201,7b19defd-5070-4ee5-bef3-71309d34ec73,,personal,41fcd450-7471-4fb3-b1aa-320585b0b792,2021/09/01,手打うどん　かつみ,手打うどんかつみ,
9010601039989,チムニー株式会社,和泉學,1300014,東京都,墨田区,亀沢一丁目,１－１５,,03-5839-2617,03-5839-2628,さかなや道場　佐賀南口店,8400801,佐賀県,佐賀市,駅前中央,１－４－１,ＭＩビル,0952-27-8811,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,さかなや道場　佐賀南口店,0952,0952-27-8811,,,,佐賀県　佐賀市　駅前中央　１－４－１,佐賀県佐賀市駅前中央１－４－１,ＭＩビル,204812,41,41201,駅前中央１,,,2021/12/01,2021/12/01,2027/11/30,チムニー株式会社,和泉學,03-5839-2617,東京都　墨田区　亀沢一丁目　１－１５,東京都墨田区亀沢１丁目１－１５,,73503,東京都,墨田区,亀沢１,,,飲食店営業,,　,9010601039989,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,さかなや道場佐賀南口店0952-27-881120481241201,e62810fc-a8e4-4f19-9123-c0120fdda61e,チムニー株式会社73503,8e7f3ccb-d63a-47cb-975d-c721d68fff7f,d406234f-af3a-4e32-b65d-a36fda8b65c5,2021/12/01,さかなや道場　佐賀南口店,さかなや道場佐賀南口店,チムニー株式会社
,竹本豊,,,,,,,,,,肉処　千里庵,8420122,佐賀県,神埼市,神埼町城原,３６８３－５,,0952-65-1167,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,肉処　千里庵,0952,0952-65-1167,,,,佐賀県　神埼市　神埼町城原　３６８３－５,佐賀県神埼市神埼町城原３６８３－５,,205503,41,41210,神埼町城原,,,2021/12/01,2021/12/01,2027/11/30,,竹本豊 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,肉処千里庵0952-65-116720550341210,4367cf89-60e2-46b2-ae27-7283239a6569,,personal,c46a8331-e0db-4963-b7a8-1767339b5788,2021/12/01,肉処　千里庵,肉処千里庵,
,副島一夫,,,,,,,,,,そば処　いち,8400201,佐賀県,佐賀市,大和町尼寺,３０７１－１,,0952-65-4662,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　　,,408,そば処　いち,0952,0952-65-4662,,,,佐賀県　佐賀市　大和町尼寺　３０７１－１,佐賀県佐賀市大和町尼寺３０７１－１,,204907,41,41201,大和町尼寺,,,2021/09/01,2021/09/01,2027/08/31,,副島一夫 ,,　　　,,,,,,,,,飲食店営業,,　　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,そば処いち0952-65-466220490741201,a7eb7012-0d8f-4463-b7b7-c57af16ca5a5,,personal,d0b9e309-34ff-4647-ba0f-43bf4c9de339,2021/09/01,そば処　いち,そば処いち,
4300002006242,有限会社すゑ廣,前田シマエ,8430304,佐賀県,嬉野市,嬉野町岩屋川内,甲473,,0954-43-1928,,すゑ廣,8430304,佐賀県,嬉野市,嬉野町岩屋川内,甲473,,0954-43-1928,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,412,すゑ廣,0954,0954-43-1928,,,,佐賀県　嬉野市　嬉野町岩屋川内　甲473,佐賀県嬉野市嬉野町岩屋川内甲４７３,,205464,41,41209,嬉野町岩屋川内甲,,,2021/12/01,2021/12/01,2027/11/30,有限会社すゑ廣,前田シマエ,0954-43-1928,佐賀県　嬉野市　嬉野町岩屋川内　甲473,佐賀県嬉野市嬉野町岩屋川内甲４７３,,205464,佐賀県,嬉野市,嬉野町岩屋川内甲,,,飲食店営業,,　,4300002006242,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,すゑ廣0954-43-192820546441209,ef87064f-e8ab-4ea4-b87b-e53a73a2621a,有限会社すゑ廣205464,191abb88-e336-4397-8c05-90e64c7000a7,bd05e7f9-f02b-4637-8f3f-e124cb8e8abd,2021/12/01,すゑ廣,すゑ廣,有限会社すゑ廣
8300002006321,有限会社旅館くじゃく,山口恵子,8430304,佐賀県,嬉野市,嬉野町岩屋川内,甲３１０－３,,095-443-2100,,お宿　紅舎宮,8430304,佐賀県,嬉野市,嬉野町岩屋川内,甲３１０－３,,0954-43-2100,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,412,お宿　紅舎宮,0954,0954-43-2100,,,,佐賀県　嬉野市　嬉野町岩屋川内　甲３１０－３,佐賀県嬉野市嬉野町岩屋川内甲３１０－３,,205464,41,41209,嬉野町岩屋川内甲,,,2021/12/01,2021/12/01,2027/11/30,有限会社旅館くじゃく,山口恵子,095-443-2100,佐賀県　嬉野市　嬉野町岩屋川内　甲３１０－３,佐賀県嬉野市嬉野町岩屋川内甲３１０－３,,205464,佐賀県,嬉野市,嬉野町岩屋川内甲,,,飲食店営業,,　,8300002006321,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,お宿紅舎宮0954-43-210020546441209,00953c6b-32b6-44d6-9aac-7f2c9b91a6ea,有限会社旅館くじゃく205464,a48dad82-5bfa-4339-ba3c-aa3efde64d02,c5d46806-eab0-4db4-95d9-d4c19006a719,2021/12/01,お宿　紅舎宮,お宿紅舎宮,有限会社旅館くじゃく
,田中利明,,,,,,,,,,円庵,8400531,佐賀県,佐賀市,富士町栗並,２８３０－１,,,⑪ 菓子製造業,,2021/9/1,2021/9/1,2027/8/31,　,,408,円庵,0952,,,,,佐賀県　佐賀市　富士町栗並　２８３０－１,佐賀県佐賀市富士町栗並２８３０－１,,204878,41,41201,富士町栗並,,,2021/09/01,2021/09/01,2027/08/31,,田中利明 ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,円庵20487841201,e5c07e99-379a-4fd8-afe6-e3f7070259d7,,personal,39d01bda-309b-4de5-925e-5d891fa7a118,2021/09/01,円庵,円庵,
,中山直美,,,,,,,,,,スナック　なみ,,佐賀県,唐津市,木綿町,1994,牧原ビル１Ｆ,,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　　　　,,410,スナック　なみ,0955,,,,,佐賀県　唐津市　木綿町　1994,佐賀県唐津市木綿町１９９４,牧原ビル１Ｆ,204954,41,41202,木綿町,,,2021/09/01,2021/09/01,2027/08/31,,中山直美 ,,　　　,,,,,,,,,飲食店営業,,　　　　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,スナックなみ20495441202,fb57b0cb-93ec-4e00-b4c7-dc3776926a34,,personal,54f4e39a-e616-4446-8a05-b404f9e71fd6,2021/09/01,スナック　なみ,スナックなみ,
,井上松江,,,,,,,,,,与作,,佐賀県,唐津市,木綿町,1994-1,牧原ビル１Ｆ,,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　　　　,,410,与作,0955,,,,,佐賀県　唐津市　木綿町　1994-1,佐賀県唐津市木綿町１９９４－１,牧原ビル１Ｆ,204954,41,41202,木綿町,,,2021/09/01,2021/09/01,2027/08/31,,井上松江 ,,　　　,,,,,,,,,飲食店営業,,　　　　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,与作20495441202,b89eab4f-16e2-4055-8573-8ef5637abbcf,,personal,3dcb1aa2-3c82-403c-b8c6-15dc875247b3,2021/09/01,与作,与作,
,重松多江,,,,,,,,,,一天張,8470045,佐賀県,唐津市,京町,1727,,0955-73-2984,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,410,一天張,0955,0955-73-2984,,,,佐賀県　唐津市　京町　1727,佐賀県唐津市京町１７２７,,204953,41,41202,京町,,,2021/09/01,2021/09/01,2027/08/31,,重松多江 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,一天張0955-73-298420495341202,efcff65b-1c60-4d6d-b79b-ccebb837100b,,personal,7f674549-3e34-45d6-8ace-9c95f0c354b5,2021/09/01,一天張,一天張,
,藤巻理絵,,,,,,,,,,炭右衛門,8470045,佐賀県,唐津市,京町,1728-1,,,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,410,炭右衛門,0955,,,,,佐賀県　唐津市　京町　1728-1,佐賀県唐津市京町１７２８－１,,204953,41,41202,京町,,,2021/09/01,2021/09/01,2027/08/31,,藤巻理絵 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,炭右衛門20495341202,0aee9bce-c9e2-424f-9cc8-cca7be6c61a9,,personal,9c79951b-48de-43bb-9c89-bd200c859177,2021/09/01,炭右衛門,炭右衛門,
