https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,分割処理中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,つくも苑　厨房,福井県,福井市つくも２丁目５－５,福井市つくも２丁目５－５,,0776-33-5577(呼),飲食店営業,,スバル食品株式会社,園 幸雄,福井県福井市森行町２４－１,福井県福井市森行町２４－１,,0776-38-1111,2021年9月8日,2021年9月8日,福井市指令生衛第21-4-319,,221,つくも苑　厨房,0776,0776-33-5577,,,,福井県　福井市つくも２丁目５－５,福井県福井市つくも２丁目５－５,,97318,18,18201,つくも２,,2021/09/08,2021/09/08,,,スバル食品株式会社,園 幸雄,0776-38-1111,福井県福井市森行町２４－１,福井県福井市森行町２４－１,,97511,福井県,福井市,森行町,福井市指令生衛第21-4-319,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,つくも苑厨房0776-33-55779731818201,01f327a3-1524-4e3a-8fe7-621f759d98e2,スバル食品株式会社97511,967757a6-2d4c-4e44-a808-d26eb551c472,92e8710e-ebe8-4daf-adfc-667c07de59e6,2021/09/08,つくも苑　厨房,つくも苑厨房,スバル食品株式会社
3857,ハニー　麻生津店,福井県,福井市今市町１４－１１－１,福井市今市町１４－１１－１,,0776-38-6188,飲食店営業,,株式会社富士屋,湧口 満弘,福井県鯖江市本町２丁目２－２４,福井県鯖江市本町２丁目２－２４,,0778-51-6400,2021年9月7日,2021年9月7日,福井市指令生衛第21-4-313,,221,ハニー　麻生津店,0776,0776-38-6188,,,,福井県　福井市今市町１４－１１－１,福井県福井市今市町１４－１１－１,,97059,18,18201,今市町,,2021/09/07,2021/09/07,,,株式会社富士屋,湧口 満弘,0778-51-6400,福井県鯖江市本町２丁目２－２４,福井県鯖江市本町２丁目２－２４,,98511,福井県,鯖江市,本町２,福井市指令生衛第21-4-313,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ハニ麻生津店0776-38-61889705918201,32809447-b2f3-4047-ad49-2970d8163e24,株式会社富士屋98511,121bc066-9765-4a52-a0db-a876b31725f6,f7687841-52e4-498f-b824-d271c4a70812,2021/09/07,ハニー　麻生津店,ハニ麻生津店,株式会社富士屋
3858,レ・プレジュール,福井県,福井市江端町３－４－２,福井市江端町３－４－２,,0776-43-6063,菓子製造業,,株式会社プレジュール,織田 充,福井県福井市江端町３－４－２,福井県福井市江端町３－４－２,,0776-43-6063,2021年9月7日,2021年9月7日,福井市指令生衛第21-4-316,,221,レ・プレジュール,0776,0776-43-6063,,,,福井県　福井市江端町３－４－２,福井県福井市江端町３－４－２,,97078,18,18201,江端町,,2021/09/07,2021/09/07,,,株式会社プレジュール,織田 充,0776-43-6063,福井県福井市江端町３－４－２,福井県福井市江端町３－４－２,,97078,福井県,福井市,江端町,福井市指令生衛第21-4-316,,菓子製造業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,レプレジュル0776-43-60639707818201,0afc72ad-8d72-4711-b654-1cf7daf14a72,株式会社プレジュール97078,75f80166-b620-4a23-bc06-8964bc5de08e,3fedf605-20a8-41d4-a627-7a72519cd63c,2021/09/07,レ・プレジュール,レプレジュル,株式会社プレジュール
3859,ホテル　ルナ,福井県,福井市花堂南２丁目１３―６,福井市花堂南２丁目１３―６,,0776-36-0685,飲食店営業,,株式会社　ルナ,岩崎 徹,福井県福井市花堂南２丁目１３―６,福井県福井市花堂南２丁目１３―６,,0776-36-0685,2021年9月7日,2021年9月7日,福井市指令生衛第21-4-318,,221,ホテル　ルナ,0776,0776-36-0685,,,,福井県　福井市花堂南２丁目１３―６,福井県福井市花堂南２丁目１３―６,,97554,18,18201,花堂南２,,2021/09/07,2021/09/07,,,株式会社　ルナ,岩崎 徹,0776-36-0685,福井県福井市花堂南２丁目１３―６,福井県福井市花堂南２丁目１３―６,,97554,福井県,福井市,花堂南２,福井市指令生衛第21-4-318,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ホテルルナ0776-36-06859755418201,03e9a70e-862f-4c93-a6eb-1db162fd5d4d,株式会社ルナ97554,d6b412c0-a6c9-4a6a-b2c4-23204b1ea14a,109b48ab-6e89-44a8-8423-90552c0ca85f,2021/09/07,ホテル　ルナ,ホテルルナ,株式会社ルナ
3856,どがいし,,福井市順化１丁目１７－１１ウエノビル１Ｆ,福井市順化１丁目１７－１１,ウエノビル１Ｆ,0776-97-8377,菓子製造業,,,宮守 雄也,,,,,2021年9月6日,2021年9月6日,福井市指令生衛第21-3-105,,221,どがいし,0776,0776-97-8377,,,,　福井市順化１丁目１７－１１,福井県福井市順化１丁目１７－１１,ウエノビル１Ｆ,97261,18,18201,順化１,,2021/09/06,2021/09/06,,,,宮守 雄也,,,,,,,,,福井市指令生衛第21-3-105,,菓子製造業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,どがいし0776-97-83779726118201,ccda9b84-d5db-4c85-8003-6039d3b1306f,,personal,6a162892-4ace-43a5-8892-9bbd09bbb047,2021/09/06,どがいし,どがいし,
3853,イタリアンバルクオーレ,福井県,福井市文京４丁目２－８エリー本舗伊藤ビル１Ｆ,福井市文京４丁目２－８,エリー本舗伊藤ビル１Ｆ,0776-37-3306,飲食店営業,,株式会社ツールベストクオーレ,岩本 宗一郎,福井県福井市文京４丁目２－８,福井県福井市文京４丁目２－８,,0776-37-3306,2021年9月3日,2021年9月3日,福井市指令生衛第21-3-47,,221,イタリアンバルクオーレ,0776,0776-37-3306,,,,福井県　福井市文京４丁目２－８,福井県福井市文京４丁目２－８,エリー本舗伊藤ビル１Ｆ,97456,18,18201,文京４,,2021/09/03,2021/09/03,,,株式会社ツールベストクオーレ,岩本 宗一郎,0776-37-3306,福井県福井市文京４丁目２－８,福井県福井市文京４丁目２－８,,97456,福井県,福井市,文京４,福井市指令生衛第21-3-47,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,イタリアンバルクオレ0776-37-33069745618201,d7f2f8d6-5ef9-464a-8d98-1bff4f0724ca,株式会社ツールベストクオーレ97456,8b7af958-1c04-4ac6-b2c9-eaebcc5837e4,c4142018-8b3b-4e8b-b2f2-a9f5a37767e4,2021/09/03,イタリアンバルクオーレ,イタリアンバルクオレ,株式会社ツールベストクオーレ
3854,ＰＡＮＴＥＳ　第二工場,福井県,福井市松本４丁目１９－１２,福井市松本４丁目１９－１２,,0776-28-0365,菓子製造業,,株式会社ＰＡＮＴＥＳ３６５Ｊａｐａｎ,今井 薫,福井県福井市松本４丁目１２－１４,福井県福井市松本４丁目１２－１４,,0776-28-0365,2021年9月3日,2021年9月3日,福井市指令生衛第21-3-92,,221,ＰＡＮＴＥＳ　第二工場,0776,0776-28-0365,,,,福井県　福井市松本４丁目１９－１２,福井県福井市松本４丁目１９－１２,,97479,18,18201,松本４,,2021/09/03,2021/09/03,,,株式会社ＰＡＮＴＥＳ３６５Ｊａｐａｎ,今井 薫,0776-28-0365,福井県福井市松本４丁目１２－１４,福井県福井市松本４丁目１２－１４,,97479,福井県,福井市,松本４,福井市指令生衛第21-3-92,,菓子製造業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,ＰＡＮＴＥＳ第二工場0776-28-03659747918201,f8933500-baf6-41ce-828b-1ffa764f4a6b,株式会社ＰＡＮＴＥＳ３６５Ｊａｐａｎ97479,7b834f08-a6bf-4b09-9152-3e9babeedb62,62fafdab-6a61-479e-a9da-af1117d07ddd,2021/09/03,ＰＡＮＴＥＳ　第二工場,ＰＡＮＴＥＳ第二工場,株式会社ＰＡＮＴＥＳ３６５Ｊａｐａｎ
3855,ホルモン喜八やしろ,福井県,福井市種池２丁目６０７,福井市種池２丁目６０７,,0776-50-6636,飲食店営業,,有限会社ダイニングファーム,林 明良,福井県福井市大和田１丁目１５０５,福井県福井市大和田１丁目１５０５,,0776-43-1308,2021年9月3日,2021年9月3日,福井市指令生衛第21-3-102,,221,ホルモン喜八やしろ,0776,0776-50-6636,,,,福井県　福井市種池２丁目６０７,福井県福井市種池２丁目６０７,,97619,18,18201,種池２,,2021/09/03,2021/09/03,,,有限会社ダイニングファーム,林 明良,0776-43-1308,福井県福井市大和田１丁目１５０５,福井県福井市大和田１丁目１５０５,,97743,福井県,福井市,大和田１,福井市指令生衛第21-3-102,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ホルモン喜八やしろ0776-50-66369761918201,3e3d20d2-4846-4506-8832-dfa378672ae0,有限会社ダイニングファーム97743,198a61a4-3b33-4e50-bc9e-ab5786bdb8e9,5cc55de5-ae0a-4bf3-9e20-f816bd520d61,2021/09/03,ホルモン喜八やしろ,ホルモン喜八やしろ,有限会社ダイニングファーム
3850,つよし,,福井市板垣１丁目５２５サンパーラ板垣　１Ｆ,福井市板垣１丁目５２５,サンパーラ板垣１Ｆ,0776-36-6635,飲食店営業,,,白本 強志,,,,,2021年9月2日,2021年9月2日,福井市指令生衛第21-4-266,,221,つよし,0776,0776-36-6635,,,,　福井市板垣１丁目５２５,福井県福井市板垣１丁目５２５,サンパーラ板垣１Ｆ,97580,18,18201,板垣１,,2021/09/02,2021/09/02,,,,白本 強志,,,,,,,,,福井市指令生衛第21-4-266,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,つよし0776-36-66359758018201,b7a7053b-fc96-490c-9b37-b3edf7971e68,,personal,58662d54-d742-4636-9f38-0dabb097265c,2021/09/02,つよし,つよし,
3851,お多福,,福井市中荒井町４０５,福井市中荒井町４０５,,0776-38-3899,飲食店営業,,,西出 恵子,,,,,2021年9月2日,2021年9月2日,福井市指令生衛第21-4-302,,221,お多福,0776,0776-38-3899,,,,　福井市中荒井町４０５,福井県福井市中荒井町４０５,,97354,18,18201,中荒井町,,2021/09/02,2021/09/02,,,,西出 恵子,,,,,,,,,福井市指令生衛第21-4-302,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,お多福0776-38-38999735418201,3685df33-ae8b-4acb-80f1-ed0a4e6d50d2,,personal,6e0add3c-8ef5-45c0-92f3-c42671e448a8,2021/09/02,お多福,お多福,
3852,成田屋,,福井市春日２丁目９－２４,福井市春日２丁目９－２４,,0776-36-1453,飲食店営業,,,成田 宏,,,,,2021年9月2日,2021年9月2日,福井市指令生衛第21-4-323,,221,成田屋,0776,0776-36-1453,,,,　福井市春日２丁目９－２４,福井県福井市春日２丁目９－２４,,97127,18,18201,春日２,,2021/09/02,2021/09/02,,,,成田 宏,,,,,,,,,福井市指令生衛第21-4-323,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,成田屋0776-36-14539712718201,d7d658f9-713d-4983-a81b-78710cca8416,,personal,00ba93d6-6a0b-4a19-9a0a-5a895d51910a,2021/09/02,成田屋,成田屋,
3846,割烹　磯膳,,福井市下荒井町４―７４―５,福井市下荒井町４―７４―５,,0776-39-0323,飲食店営業,,,絹谷 元司,,,,,2021年9月1日,2021年9月1日,福井市指令生衛第21-4-298,,221,割烹　磯膳,0776,0776-39-0323,,,,　福井市下荒井町４―７４―５,福井県福井市下荒井町４―７４―５,,97233,18,18201,下荒井町,,2021/09/01,2021/09/01,,,,絹谷 元司,,,,,,,,,福井市指令生衛第21-4-298,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,割烹磯膳0776-39-03239723318201,4e8feed9-30d5-456b-8c9a-feb33bcb562e,,personal,b264eb7c-be7c-4100-9ec9-d28f26ca8255,2021/09/01,割烹　磯膳,割烹磯膳,
3847,ＧＲＥＥＮ　ＣＡＦＥ,福井県,福井市下馬２丁目１３０１,福井市下馬２丁目１３０１,,0776-43-9840,飲食店営業,,株式会社ＳＡＮＡＩ,前川 将隆,福井県福井市門前１丁目１７０６,福井県福井市門前１丁目１７０６,,0776-43-9840,2021年9月1日,2021年9月1日,福井市指令生衛第21-4-305,,221,ＧＲＥＥＮ　ＣＡＦＥ,0776,0776-43-9840,,,,福井県　福井市下馬２丁目１３０１,福井県福井市下馬２丁目１３０１,,97606,18,18201,下馬２,,2021/09/01,2021/09/01,,,株式会社ＳＡＮＡＩ,前川 将隆,0776-43-9840,福井県福井市門前１丁目１７０６,福井県福井市門前１丁目１７０６,,97627,福井県,福井市,門前１,福井市指令生衛第21-4-305,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ＧＲＥＥＮＣＡＦＥ0776-43-98409760618201,7d136506-cd96-48a5-a5db-aa2439efcd12,株式会社ＳＡＮＡＩ97627,2e8c0372-024d-463f-add4-e39177bbb633,a42238da-c753-4e50-a97f-60e218214141,2021/09/01,ＧＲＥＥＮ　ＣＡＦＥ,ＧＲＥＥＮＣＡＦＥ,株式会社ＳＡＮＡＩ
3848,ハニー　木田店,福井県,福井市木田３丁目２３０２,福井市木田３丁目２３０２,,0776-35-1182,飲食店営業,,株式会社富士屋,湧口 満弘,福井県鯖江市本町２丁目２―２４,福井県鯖江市本町２丁目２―２４,,0778-51-6400,2021年9月1日,2021年9月1日,福井市指令生衛第21-4-314,,221,ハニー　木田店,0776,0776-35-1182,,,,福井県　福井市木田３丁目２３０２,福井県福井市木田３丁目２３０２,,97587,18,18201,木田３,,2021/09/01,2021/09/01,,,株式会社富士屋,湧口 満弘,0778-51-6400,福井県鯖江市本町２丁目２―２４,福井県鯖江市本町２丁目２―２４,,98511,福井県,鯖江市,本町２,福井市指令生衛第21-4-314,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ハニ木田店0776-35-11829758718201,3aecc7ce-84d5-4f28-84e6-5f73490e0634,株式会社富士屋98511,121bc066-9765-4a52-a0db-a876b31725f6,d6e0395a-524d-4a48-94c0-286d76695757,2021/09/01,ハニー　木田店,ハニ木田店,株式会社富士屋
3849,ハニー　木田店,福井県,福井市木田３丁目２３０２,福井市木田３丁目２３０２,,0776-35-1182,魚介類販売業,,株式会社富士屋,湧口 満弘,福井県鯖江市本町２丁目２―２４,福井県鯖江市本町２丁目２―２４,,0778-51-6400,2021年9月1日,2021年9月1日,福井市指令生衛第21-4-315,,221,ハニー　木田店,0776,0776-35-1182,,,,福井県　福井市木田３丁目２３０２,福井県福井市木田３丁目２３０２,,97587,18,18201,木田３,,2021/09/01,2021/09/01,,,株式会社富士屋,湧口 満弘,0778-51-6400,福井県鯖江市本町２丁目２―２４,福井県鯖江市本町２丁目２―２４,,98511,福井県,鯖江市,本町２,福井市指令生衛第21-4-315,,魚介類販売業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,I,58,,,ハニ木田店0776-35-11829758718201,3aecc7ce-84d5-4f28-84e6-5f73490e0634,株式会社富士屋98511,121bc066-9765-4a52-a0db-a876b31725f6,2e3fe113-9122-4b4b-9cec-b2764edd1c04,2021/09/01,ハニー　木田店,ハニ木田店,株式会社富士屋
3841,花ことば,,福井市浅水町１３４－３－２,福井市浅水町１３４－３－２,,0776-38-3515,飲食店営業,,,中島 洋子,,,,,2021年8月31日,2021年8月31日,福井市指令生衛第21-4-261,,221,花ことば,0776,0776-38-3515,,,,　福井市浅水町１３４－３－２,福井県福井市浅水町１３４－３－２,,97025,18,18201,浅水町,,2021/08/31,2021/08/31,,,,中島 洋子,,,,,,,,,福井市指令生衛第21-4-261,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,花ことば0776-38-35159702518201,8b5a0f76-942f-4664-9f96-b73e774dab7a,,personal,a47d25a6-5e38-4528-82f8-75bee2fa6f9a,2021/08/31,花ことば,花ことば,
3842,かわせ餅,,福井市毛矢３丁目８―２０,福井市毛矢３丁目８―２０,,0776-36-1391,菓子製造業,,,川瀬 長,,,,,2021年8月31日,2021年8月31日,福井市指令生衛第21-4-287,,221,かわせ餅,0776,0776-36-1391,,,,　福井市毛矢３丁目８―２０,福井県福井市毛矢３丁目８―２０,,97189,18,18201,毛矢３,,2021/08/31,2021/08/31,,,,川瀬 長,,,,,,,,,福井市指令生衛第21-4-287,,菓子製造業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,かわせ餅0776-36-13919718918201,6a4b9dd5-b2d2-4a48-b073-04c2997beb4e,,personal,37fbd04f-f288-440a-80ae-7813de4d3565,2021/08/31,かわせ餅,かわせ餅,
3843,やっこ,,福井市足羽１丁目１４―２１,福井市足羽１丁目１４―２１,,0776-36-3730,飲食店営業,,,野村 勝治,,,,,2021年8月31日,2021年8月31日,福井市指令生衛第21-4-301,,221,やっこ,0776,0776-36-3730,,,,　福井市足羽１丁目１４―２１,福井県福井市足羽１丁目１４―２１,,97019,18,18201,足羽１,,2021/08/31,2021/08/31,,,,野村 勝治,,,,,,,,,福井市指令生衛第21-4-301,,飲食店営業,,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,やっこ0776-36-37309701918201,29792a26-56dd-433b-b641-55252ab5daae,,personal,d09385a2-b9aa-46bd-b654-9798e458aa9c,2021/08/31,やっこ,やっこ,
