https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
確認番号,業種,業態,施設名,施設-住所1,施設-マンション名,申請者1,申請-住所1,申請-マンション名,施設-電話番号1,申請-電話番号1,許可期間開始日,許可期間終了日,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可番号,営業の種類,細業種,施設の名称,施設所在地,施設所在地ビル名,営業者氏名,営業者住所,営業者住所ビル名,施設電話番号,営業者電話番号,有効期間始期,有効期間終期,施行年月日,初回施行日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
3衣保第3-42号,菓子製造業,一般,麦香奏 ＫＡＮＡＤＥ 刈谷店,刈谷市東新町６丁目１５－２,,株式会社 ｅｎｊ－ｉ,愛知県名古屋市瑞穂区白砂町五丁目５８番地,,0566-70-9683,052-753-3211,2021/12/03,2027/12/31,2021/12/03,2021/12/03,,260,麦香奏 ＫＡＮＡＤＥ 刈谷店,0566,0566-70-9683,,,,刈谷市東新町６丁目１５－２,愛知県刈谷市東新町６丁目１５－２,,122707,23,23210,東新町６,,2021/12/03,2021/12/03,2021/12/03,2027/12/31,株式会社 ｅｎｊ－ｉ,,052-753-3211,愛知県名古屋市瑞穂区白砂町五丁目５８番地,愛知県名古屋市瑞穂区白砂町５丁目５８番地,,115317,愛知県,名古屋市瑞穂区,白砂町５,3衣保第3-42号,,菓子製造業, 一般,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,麦香奏ＫＡＮＡＤＥ刈谷店0566-70-968312270723210,a852c7eb-1208-4807-a845-663993b07a74,株式会社ｅｎｊ－ｉ115317,747fae28-7262-4ad1-8933-919c68b38f39,2475bb3c-b774-4f60-9eb5-ba80727a532f,2021/12/03,麦香奏　ＫＡＮＡＤＥ　刈谷店,麦香奏ＫＡＮＡＤＥ刈谷店,株式会社ｅｎｊ－ｉ
3衣保第2-299号,飲食店営業,その他,モスバーガー R-１５５刈谷店,刈谷市稲場町６丁目８１４,,株式会社 フジケイ,愛知県額田郡幸田町大字深溝字中池田５３番地,,0566-28-5800,0564-62-8422,2022/03/01,2028/02/29,2021/12/23,2021/12/23,,260,モスバーガー R-１５５刈谷店,0566,0566-28-5800,,,,刈谷市稲場町６丁目８１４,愛知県刈谷市稲場町６丁目８１４,,122524,23,23210,稲場町６,,2021/12/23,2021/12/23,2022/03/01,2028/02/29,株式会社 フジケイ,,0564-62-8422,愛知県額田郡幸田町大字深溝字中池田５３番地,愛知県額田郡幸田町深溝字中池田５３番地,,134851,愛知県,額田郡幸田町,深溝,3衣保第2-299号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,モスバガＲ１５５刈谷店0566-28-580012252423210,618980a3-e5f3-4c66-a36c-e360db0a1515,株式会社フジケイ134851,45a9cff5-fe79-4dde-91b3-82e5c173d8e1,0683c624-629a-4cb2-b6ee-fc6482210f03,2021/12/23,モスバーガー　Ｒ－１５５刈谷店,モスバガＲ１５５刈谷店,株式会社フジケイ
3衣保第1-243号,飲食店営業,その他,マクドナルド 刈谷店,刈谷市日高町３丁目９１３番地,,株式会社Ｂラポール,愛知県刈谷市日高町３丁目９１３番地,,0566-21-4238,0566-21-4238,2021/12/14,2027/12/31,2021/12/14,2021/12/14,,260,マクドナルド 刈谷店,0566,0566-21-4238,,,,刈谷市日高町３丁目９１３番地,愛知県刈谷市日高町３丁目９１３番地,,122775,23,23210,日高町３,,2021/12/14,2021/12/14,2021/12/14,2027/12/31,株式会社Ｂラポール,,0566-21-4238,愛知県刈谷市日高町３丁目９１３番地,愛知県刈谷市日高町３丁目９１３番地,,122775,愛知県,刈谷市,日高町３,3衣保第1-243号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,マクドナルド刈谷店0566-21-423812277523210,3c16df9c-85fe-4836-8a68-cf762ef3550b,株式会社Ｂラポール122775,fd0db325-5b4c-45bb-ad0d-b8315113669d,ef3585e1-082f-4cf4-91b0-204e8bd9a16d,2021/12/14,マクドナルド　刈谷店,マクドナルド刈谷店,株式会社Ｂラポール
3衣保第2-283号,飲食店営業,一般食堂・レストラン等,洋食屋 ｐｅｒｏｒｉ,刈谷市新富町３－２０５,加藤マンション１０６号,仙波 啓介,,,0566-28-6060,,2022/02/01,2028/01/31,2021/12/23,2021/12/23,,260,洋食屋 ｐｅｒｏｒｉ,0566,0566-28-6060,,,,刈谷市新富町３－２０５,愛知県刈谷市新富町３－２０５,加藤マンション１０６号,122613,23,23210,新富町３,,2021/12/23,2021/12/23,2022/02/01,2028/01/31,,仙波 啓介,,,,,,,,,3衣保第2-283号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,洋食屋ｐｅｒｏｒｉ0566-28-606012261323210,0c4ae8e3-6a32-469e-a914-10aee428ae8b,,personal,1bafe88c-2343-44ee-b4e4-790b400f747c,2021/12/23,洋食屋　ｐｅｒｏｒｉ,洋食屋ｐｅｒｏｒｉ,
3衣保第1-247号,飲食店営業,その他,ラッキーミ,刈谷市高倉町１－２１３,高倉飲食街店舗NO.2,クロキ エビィリン,,,,,2021/12/06,2027/12/31,2021/12/06,2021/12/06,,260,ラッキーミ,0566,,,,,刈谷市高倉町１－２１３,愛知県刈谷市高倉町１－２１３,高倉飲食街店舗NO.2,122640,23,23210,高倉町１,,2021/12/06,2021/12/06,2021/12/06,2027/12/31,,クロキ エビィリン,,,,,,,,,3衣保第1-247号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ラッキミ12264023210,473660cc-213a-4d91-b60d-f4186fb94e1d,,personal,4f59e931-3869-4495-8718-afd68196ba26,2021/12/06,ラッキーミ,ラッキミ,
3衣保第2-291号,飲食店営業,仕出し屋・弁当屋,まごころ弁当 刈谷店,刈谷市高倉町１－２１３,,野村 保,,,0566-78-6255,,2022/03/01,2027/02/28,2021/12/21,2021/12/21,,260,まごころ弁当 刈谷店,0566,0566-78-6255,,,,刈谷市高倉町１－２１３,愛知県刈谷市高倉町１－２１３,,122640,23,23210,高倉町１,,2021/12/21,2021/12/21,2022/03/01,2027/02/28,,野村 保,,,,,,,,,3衣保第2-291号,,飲食店営業, 仕出し屋・弁当屋,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,まごころ弁当刈谷店0566-78-625512264023210,82bc24e9-9942-4ce1-84a0-0fbebf37cfdc,,personal,7bcc6ec9-5ab9-40e1-aa38-3d089361a711,2021/12/21,まごころ弁当　刈谷店,まごころ弁当刈谷店,
3衣保第9-7号,そうざい製造業,,インド料理 ガンダァーラ,刈谷市熊野町２丁目３－７,,タパラム バハドウ,,,0566-22-5878,,2021/12/13,2027/12/31,2021/12/13,2021/12/13,,260,インド料理 ガンダァーラ,0566,0566-22-5878,,,,刈谷市熊野町２丁目３－７,愛知県刈谷市熊野町２丁目３－７,,122559,23,23210,熊野町２,,2021/12/13,2021/12/13,2021/12/13,2027/12/31,,タパラム バハドウ,,,,,,,,,3衣保第9-7号,,そうざい製造業,,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,E,9,,,インド料理ガンダァラ0566-22-587812255923210,9d6d5543-75d0-49b0-9747-8738e3ea7040,,personal,8f9ea024-6675-4c7b-94ab-6946ef220eef,2021/12/13,インド料理　ガンダァーラ,インド料理ガンダァラ,
3衣保第1-258号,飲食店営業,その他,ＷＡＫＵＲＡＢＡ ＣＯＦＦＥＥ,刈谷市宝町三丁目３,メゾンベール１０１,河野 大輔,,,0566-66-8682,,2021/12/13,2026/12/31,2021/12/13,2021/12/13,,260,ＷＡＫＵＲＡＢＡ ＣＯＦＦＥＥ,0566,0566-66-8682,,,,刈谷市宝町三丁目３,愛知県刈谷市宝町３丁目３,メゾンベール１０１,122663,23,23210,宝町３,,2021/12/13,2021/12/13,2021/12/13,2026/12/31,,河野 大輔,,,,,,,,,3衣保第1-258号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＷＡＫＵＲＡＢＡＣＯＦＦＥＥ0566-66-868212266323210,3425cfad-c077-410f-8c35-263d99dac1e7,,personal,71b3fcf5-b6c9-4f9e-8e98-7ce1e6ee37b7,2021/12/13,ＷＡＫＵＲＡＢＡ　ＣＯＦＦＥＥ,ＷＡＫＵＲＡＢＡＣＯＦＦＥＥ,
3衣保第1-253号,飲食店営業,その他,シーシャバーＨＡＮＧＯＵＴ,刈谷市神明町１－３７,第２ユタカビル３０３,株式会社ＴＲＹＮＮＯ,愛知県豊田市曙町２－５８,ＳＣＲＯＯＭ Ａ－０１号,,,2021/12/24,2026/12/31,2021/12/24,2021/12/24,,260,シーシャバーＨＡＮＧＯＵＴ,0566,,,,,刈谷市神明町１－３７,愛知県刈谷市神明町１－３７,第２ユタカビル３０３,122616,23,23210,神明町１,,2021/12/24,2021/12/24,2021/12/24,2026/12/31,株式会社ＴＲＹＮＮＯ,,,愛知県豊田市曙町２－５８,愛知県豊田市曙町２－５８,ＳＣＲＯＯＭ Ａ－０１号,122902,愛知県,豊田市,曙町２,3衣保第1-253号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,シシャバＨＡＮＧＯＵＴ12261623210,0f08d15b-8392-43e3-9b2a-b9d0da5e0a3a,株式会社ＴＲＹＮＮＯ122902,49ad22de-0198-46a7-a0ef-b2aa468b41a8,a6855389-959e-4b38-9495-af51fbb23d4e,2021/12/24,シーシャバーＨＡＮＧＯＵＴ,シシャバＨＡＮＧＯＵＴ,株式会社ＴＲＹＮＮＯ
3衣保第1-231号,飲食店営業,一般食堂・レストラン等,Ｎｅｉｇｈｂｏｒｈｏｏｄ Ｃａｆｅ Ｎ,刈谷市神明町８－４１１,,西川 美紀子,,,,,2021/12/06,2026/12/31,2021/12/06,2021/12/06,,260,Ｎｅｉｇｈｂｏｒｈｏｏｄ Ｃａｆｅ Ｎ,0566,,,,,刈谷市神明町８－４１１,愛知県刈谷市神明町８－４１１,,122623,23,23210,神明町８,,2021/12/06,2021/12/06,2021/12/06,2026/12/31,,西川 美紀子,,,,,,,,,3衣保第1-231号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＮｅｉｇｈｂｏｒｈｏｏｄＣａｆｅＮ12262323210,fd85ca99-4fa3-4fc2-b141-75f33cf02279,,personal,c604b3cc-5628-456e-b0d2-97a2c82ca577,2021/12/06,Ｎｅｉｇｈｂｏｒｈｏｏｄ　Ｃａｆｅ　Ｎ,ＮｅｉｇｈｂｏｒｈｏｏｄＣａｆｅＮ,
3衣保第2-260号,飲食店営業,その他,居酒屋 おきまり,刈谷市幸町２－１－３,,青木 まり子,,,0566-21-9026,,2022/01/01,2027/12/31,2021/12/07,2021/12/07,,260,居酒屋 おきまり,0566,0566-21-9026,,,,刈谷市幸町２－１－３,愛知県刈谷市幸町２－１－３,,122573,23,23210,幸町２,,2021/12/07,2021/12/07,2022/01/01,2027/12/31,,青木 まり子,,,,,,,,,3衣保第2-260号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,居酒屋おきまり0566-21-902612257323210,40d04c78-957d-4ab8-9889-d10a98130e3e,,personal,a2bcf0eb-787b-42ae-b39e-320a44328df4,2021/12/07,居酒屋　おきまり,居酒屋おきまり,
3衣保第2-285号,飲食店営業,集団給食施設,三井住友銀行刈谷支店 シダックス店,刈谷市相生町１－１－１,三井住友銀行刈谷支店 ２F,シダックスコントラクトフードサービス株式会社,東京都調布市調布ケ丘３－６－３,,0566-21-0771,052-363-6771,2022/02/01,2028/01/31,2021/12/21,2021/12/21,,260,三井住友銀行刈谷支店 シダックス店,0566,0566-21-0771,,,,刈谷市相生町１－１－１,愛知県刈谷市相生町１－１－１,三井住友銀行刈谷支店 ２F,122484,23,23210,相生町１,,2021/12/21,2021/12/21,2022/02/01,2028/01/31,シダックスコントラクトフードサービス株式会社,,052-363-6771,東京都調布市調布ケ丘３－６－３,東京都調布市調布が丘３－６－３,,76805,東京都,調布市,調布が丘３,3衣保第2-285号,,飲食店営業, 集団給食施設,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,三井住友銀行刈谷支店シダックス店0566-21-077112248423210,8f687c4b-1f0a-4162-8a17-c57e49d8799c,シダックスコントラクトフードサービス株式会社76805,e8cabbbb-f2a5-41a8-9b65-9d4500b8762a,62f1c6cc-459c-4e17-bc75-ba431fa56948,2021/12/21,三井住友銀行刈谷支店　シダックス店,三井住友銀行刈谷支店シダックス店,シダックスコントラクトフードサービス株式会社
3衣保第2-267号,飲食店営業,集団給食施設,（株）美炎,刈谷市銀座４－２９,ＵＦＪ刈谷支店 ２階,株式会社 美炎,愛知県安城市和泉町郷前４６－５,,21-3011,92-5111,2022/03/01,2028/02/29,2021/12/09,2021/12/09,,260,（株）美炎,0566,0566-21-3011,,,,刈谷市銀座４－２９,愛知県刈谷市銀座４－２９,ＵＦＪ刈谷支店 ２階,122555,23,23210,銀座４,,2021/12/09,2021/12/09,2022/03/01,2028/02/29,株式会社 美炎,,0566-92-5111,愛知県安城市和泉町郷前４６－５,愛知県安城市和泉町郷前４６－５,,124689,愛知県,安城市,和泉町,3衣保第2-267号,,飲食店営業, 集団給食施設,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,株式会社美炎0566-21-301112255523210,9560a37e-86bd-4903-a3ca-9049177a1e8d,株式会社美炎124689,de4d1ed0-6515-4d39-b4da-e62fb848a796,add68ee4-c3da-4846-ab7f-0cde49ef4ea8,2021/12/09,株式会社美炎,株式会社美炎,株式会社美炎
3衣保第1-249号,飲食店営業,その他,麺や SO林,刈谷市桜町１－２２,アドバンススクエア刈谷桜町１０４－B,株式会社 RISE ON COMPANY,愛知県刈谷市相生町２丁目２７番地,,,,2021/12/03,2027/12/31,2021/12/03,2021/12/03,,260,麺や SO林,0566,,,,,刈谷市桜町１－２２,愛知県刈谷市桜町１－２２,アドバンススクエア刈谷桜町１０４－B,122576,23,23210,桜町１,,2021/12/03,2021/12/03,2021/12/03,2027/12/31,株式会社 RISE ON COMPANY,,,愛知県刈谷市相生町２丁目２７番地,愛知県刈谷市相生町２丁目２７番地,,122485,愛知県,刈谷市,相生町２,3衣保第1-249号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,麺やＳＯ林12257623210,552acfa6-97dc-44f5-ac15-6661357d1206,株式会社ＲＩＳＥ　ＯＮ　ＣＯＭＰＡＮＹ122485,9461e4fc-814c-4006-9743-da9d93e026d7,9042c7de-f602-45f2-8628-9928d507bf1b,2021/12/03,麺や　ＳＯ林,麺やＳＯ林,株式会社ＲＩＳＥ　ＯＮ　ＣＯＭＰＡＮＹ
3衣保第1-234号,飲食店営業,その他,串笑門 刈谷店,刈谷市桜町２丁目３２－１,,株式会社R.A.D,東京都渋谷区東２－２４－５,渋谷東ビル３階,0566-95-6677,03-6432-3531,2021/12/01,2027/11/30,2021/12/01,2021/12/01,,260,串笑門 刈谷店,0566,0566-95-6677,,,,刈谷市桜町２丁目３２－１,愛知県刈谷市桜町２丁目３２－１,,122577,23,23210,桜町２,,2021/12/01,2021/12/01,2021/12/01,2027/11/30,株式会社R.A.D,,03-6432-3531,東京都渋谷区東２－２４－５,東京都渋谷区東２－２４－５,渋谷東ビル３階,74530,東京都,渋谷区,東２,3衣保第1-234号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,串笑門刈谷店0566-95-667712257723210,2f178349-5855-4a76-8ac4-f599cb597b6b,株式会社Ｒ．Ａ．Ｄ74530,a1fa1804-80b7-42c9-86c3-7cd530f771c5,1e38712c-710b-4440-99b0-98a06f81fb37,2021/12/01,串笑門　刈谷店,串笑門刈谷店,株式会社Ｒ．Ａ．Ｄ
3衣保第2-276号,飲食店営業,仕出し屋・弁当屋,弁当の早川,刈谷市桜町４－１８,,有限会社 弁当の早川,愛知県刈谷市桜町４－１８,,21-2215,21-2215,2022/02/01,2028/01/31,2021/12/13,2021/12/13,,260,弁当の早川,0566,0566-21-2215,,,,刈谷市桜町４－１８,愛知県刈谷市桜町４－１８,,122579,23,23210,桜町４,,2021/12/13,2021/12/13,2022/02/01,2028/01/31,有限会社 弁当の早川,,0566-21-2215,愛知県刈谷市桜町４－１８,愛知県刈谷市桜町４－１８,,122579,愛知県,刈谷市,桜町４,3衣保第2-276号,,飲食店営業, 仕出し屋・弁当屋,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,弁当の早川0566-21-221512257923210,edb5d744-9d98-4705-b662-97d40113af17,有限会社弁当の早川122579,c3044db3-ffd9-406f-81e7-f3f2d722f172,dcc4138c-0fe7-4509-9d7e-89260add2652,2021/12/13,弁当の早川,弁当の早川,有限会社弁当の早川
3衣保第1-218号,飲食店営業,その他,Ｌｏｕｎｇｅ ＣＨＡ ＣＨＡ,刈谷市桜町一丁目４６番地４,二光実業ビル ２階Ｂ号室,ＣＨＡＮＰＨＩＲＯＭ ＡＰＨＩＴＳＡＤＡ,,,,,2021/12/14,2027/12/31,2021/12/14,2021/12/14,,260,Ｌｏｕｎｇｅ ＣＨＡ ＣＨＡ,0566,,,,,刈谷市桜町一丁目４６番地４,愛知県刈谷市桜町１丁目４６番地４,二光実業ビル ２階Ｂ号室,122576,23,23210,桜町１,,2021/12/14,2021/12/14,2021/12/14,2027/12/31,,ＣＨＡＮＰＨＩＲＯＭ ＡＰＨＩＴＳＡＤＡ,,,,,,,,,3衣保第1-218号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ＬｏｕｎｇｅＣＨＡＣＨＡ12257623210,5e8f2e59-8aee-4969-9151-6e28e7898b8a,,personal,bacd4d8a-9b98-4aaf-b8ae-a2b87277ef58,2021/12/14,Ｌｏｕｎｇｅ　ＣＨＡ　ＣＨＡ,ＬｏｕｎｇｅＣＨＡＣＨＡ,
3衣保第1-269号,飲食店営業,一般食堂・レストラン等,寿がきや ＺＥＮＴ刈谷店,刈谷市小垣江町亥新田３－１,ＺＥＮＴ刈谷 １Ｆ,スガキコシステムズ株式会社,愛知県名古屋市中区丸の内一丁目１６－２,,,052-209-9010,2021/12/20,2027/12/31,2021/12/20,2021/12/20,,260,寿がきや ＺＥＮＴ刈谷店,0566,,,,,刈谷市小垣江町亥新田３－１,愛知県刈谷市小垣江町亥新田３－１,ＺＥＮＴ刈谷 １Ｆ,122536,23,23210,小垣江町,,2021/12/20,2021/12/20,2021/12/20,2027/12/31,スガキコシステムズ株式会社,,052-209-9010,愛知県名古屋市中区丸の内一丁目１６－２,愛知県名古屋市中区丸ノ内１丁目１６－２,,114901,愛知県,名古屋市中区,丸の内１,3衣保第1-269号,,飲食店営業, 一般食堂・レストラン等,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,寿がきやＺＥＮＴ刈谷店12253623210,b4471b90-64e3-4db4-b9bc-9a6b14439aa5,スガキコシステムズ株式会社114901,63dc8cc6-4bf3-49fd-878a-d0224cc7de8a,6553e215-e859-44c1-bc7e-ee8711e73818,2021/12/20,寿がきや　ＺＥＮＴ刈谷店,寿がきやＺＥＮＴ刈谷店,スガキコシステムズ株式会社
3衣保第1-263号,飲食店営業,その他,ファミリーマート ＺＥＮＴ刈谷／Ｓ店,刈谷市小垣江町亥新田３番地１,,有限会社パーソナルサービスコーポレーション,愛知県刈谷市板倉町一丁目４番１,,,0566-27-1233,2021/12/23,2027/12/31,2021/12/23,2021/12/23,,260,ファミリーマート ＺＥＮＴ刈谷／Ｓ店,0566,,,,,刈谷市小垣江町亥新田３番地１,愛知県刈谷市小垣江町亥新田３番地１,,122536,23,23210,小垣江町,,2021/12/23,2021/12/23,2021/12/23,2027/12/31,有限会社パーソナルサービスコーポレーション,,0566-27-1233,愛知県刈谷市板倉町一丁目４番１,愛知県刈谷市板倉町１丁目４番１,,122509,愛知県,刈谷市,板倉町１,3衣保第1-263号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,ファミリマトＺＥＮＴ刈谷Ｓ店12253623210,29ae933c-9e15-43ce-ab55-b52a5fd8d67a,有限会社パーソナルサービスコーポレーション122509,dbf434ce-0163-494f-a8f4-aa2405dfdab2,907eb691-09ed-4bc2-8886-0fb1963dc51a,2021/12/23,ファミリーマート　ＺＥＮＴ刈谷／Ｓ店,ファミリマトＺＥＮＴ刈谷Ｓ店,有限会社パーソナルサービスコーポレーション
3衣保第2-277号,飲食店営業,その他,スーパーヤオスズ（株） アップティ店,刈谷市小垣江町蚰ケ坪５５－３,,スーパーヤオスズ株式会社,愛知県刈谷市高津波町４－５０４,,0566-23-5288,24-0387,2022/02/01,2028/01/31,2021/12/24,2021/12/24,,260,スーパーヤオスズ（株） アップティ店,0566,0566-23-5288,,,,刈谷市小垣江町蚰ケ坪５５－３,愛知県刈谷市小垣江町蚰が坪５５－３,,122536,23,23210,小垣江町,,2021/12/24,2021/12/24,2022/02/01,2028/01/31,スーパーヤオスズ株式会社,,0566-24-0387,愛知県刈谷市高津波町４－５０４,愛知県刈谷市高津波町４－５０４,,122652,愛知県,刈谷市,高津波町４,3衣保第2-277号,,飲食店営業, その他,,,250-260_愛知県_愛知県一括_食品衛生()_2021年11月-2021年12月_末日_新規,M,76,,,スパヤオスズ株式会社アップティ店0566-23-528812253623210,f6d05f83-1424-455e-ad35-7166b4d5a155,スーパーヤオスズ株式会社122652,817da8b2-dd24-4c36-9786-7fabd0acc8ea,56830d94-b04c-44dc-bd46-62a2e2e01b96,2021/12/24,スーパーヤオスズ株式会社アップティ店,スパヤオスズ株式会社アップティ店,スーパーヤオスズ株式会社
