https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,n処理終了,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,愛知県,岡崎市,味波 農遊館,アジナミ ノウユウカン,菓子製造業,,愛知県岡崎市東阿知和町字乗越12,,,,,株式会社 スマイルテイスト,,430-01-010-0070,2019/3/27,2019/3/27,2019/3/27,2025/3/31,,,,,,247,味波 農遊館,0564,,,,,愛知県岡崎市東阿知和町字乗越12,愛知県岡崎市東阿知和町字乗越１２,,118254,23,23202,東阿知和町,,2019/03/27,2019/03/27,2019/03/27,2025/03/31,株式会社 スマイルテイスト,,,,,,,,,,430-01-010-0070,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,味波農遊館11825423202,1d67d69b-1433-4072-b834-da118e8b6fbd,株式会社スマイルテイスト,0ea274ee-f63c-44c8-a7dd-fd26d73f22a5,b8f5372c-d117-4997-9558-f1720ecf9b7e,2019/03/27,味波　農遊館,味波農遊館,株式会社スマイルテイスト
232025,,愛知県,岡崎市,味波 農遊館,アジナミ ノウユウカン,アイスクリーム類製造業,,愛知県岡崎市東阿知和町字乗越12,,,,,株式会社 スマイルテイスト,,430-01-018-0009,2019/3/27,2019/3/27,2019/3/27,2025/3/31,,,ソフトアイスクリーム類の製造に限る,,,247,味波 農遊館,0564,,,,,愛知県岡崎市東阿知和町字乗越12,愛知県岡崎市東阿知和町字乗越１２,,118254,23,23202,東阿知和町,,2019/03/27,2019/03/27,2019/03/27,2025/03/31,株式会社 スマイルテイスト,,,,,,,,,,430-01-018-0009,,アイスクリーム類製造業,,ソフトアイスクリーム類の製造に限る,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,味波農遊館11825423202,1d67d69b-1433-4072-b834-da118e8b6fbd,株式会社スマイルテイスト,0ea274ee-f63c-44c8-a7dd-fd26d73f22a5,7b6aeb95-0cf3-4152-89c2-80eb9f9b6d27,2019/03/27,味波　農遊館,味波農遊館,株式会社スマイルテイスト
232025,,愛知県,岡崎市,ファミリーマート 岡崎稲熊一丁目店,ファミリーマート オカザキイナグマイチチョウメテン,飲食店営業,,愛知県岡崎市稲熊町字1-161-1,,,,(0564)65-5015,合同会社 ＣＶＳ西三河,,430-01-004-0115,2019/3/29,2019/3/29,2019/3/29,2025/3/31,,,,,,247,ファミリーマート 岡崎稲熊一丁目店,0564,0564-65-5015,,,,愛知県岡崎市稲熊町字1-161-1,愛知県岡崎市稲熊町字１－１６１－１,,118068,23,23202,稲熊町,,2019/03/29,2019/03/29,2019/03/29,2025/03/31,合同会社 ＣＶＳ西三河,,,,,,,,,,430-01-004-0115,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ファミリマト岡崎稲熊一丁目店0564-65-501511806823202,a3c0859e-97d3-41ce-9244-366336464df9,合同会社ＣＶＳ西三河,77a8e8af-8409-4c57-b93f-a442d32b3b1b,ff6ef3b6-b68a-452d-afab-fd366759c69a,2019/03/29,ファミリーマート　岡崎稲熊一丁目店,ファミリマト岡崎稲熊一丁目店,合同会社ＣＶＳ西三河
232025,,愛知県,岡崎市,ファミリーマート 岡崎稲熊一丁目店,ファミリーマート オカザキイナグマイチチョウメテン,菓子製造業,,愛知県岡崎市稲熊町字1-161-1,,,,(0564)65-5015,合同会社 ＣＶＳ西三河,,430-01-010-0071,2019/3/29,2019/3/29,2019/3/29,2025/3/31,,,,,,247,ファミリーマート 岡崎稲熊一丁目店,0564,0564-65-5015,,,,愛知県岡崎市稲熊町字1-161-1,愛知県岡崎市稲熊町字１－１６１－１,,118068,23,23202,稲熊町,,2019/03/29,2019/03/29,2019/03/29,2025/03/31,合同会社 ＣＶＳ西三河,,,,,,,,,,430-01-010-0071,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ファミリマト岡崎稲熊一丁目店0564-65-501511806823202,a3c0859e-97d3-41ce-9244-366336464df9,合同会社ＣＶＳ西三河,77a8e8af-8409-4c57-b93f-a442d32b3b1b,bf3b0a43-834a-400a-8e4a-2578257cc208,2019/03/29,ファミリーマート　岡崎稲熊一丁目店,ファミリマト岡崎稲熊一丁目店,合同会社ＣＶＳ西三河
232025,,愛知県,岡崎市,Ｒｉｎｄｏ,リンド,飲食店営業,,愛知県岡崎市錦町9-3,しばたビル２階,,,(0564)64-3338,有限会社 興建,,430-01-004-0116,2019/3/29,2019/3/29,2019/3/29,2024/3/31,,,,,,247,Ｒｉｎｄｏ,0564,0564-64-3338,,,,愛知県岡崎市錦町9-3,愛知県岡崎市錦町９－３,しばたビル２階,118223,23,23202,錦町,,2019/03/29,2019/03/29,2019/03/29,2024/03/31,有限会社 興建,,,,,,,,,,430-01-004-0116,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,Ｒｉｎｄｏ0564-64-333811822323202,a2024773-771f-49a0-81dd-6dc8b488d8e9,有限会社興建,e9a1530e-38c1-4ea2-8e2e-0f02d9733fd1,56de9a3b-c720-461c-a04e-f0661378edb8,2019/03/29,Ｒｉｎｄｏ,Ｒｉｎｄｏ,有限会社興建
232025,,愛知県,岡崎市,愛知県野外教育センター,アイチケンヤガイキョウイクセンター,飲食店営業,,愛知県岡崎市千万町町字大平田17-5,,,,(0564)83-2221,株式会社 Ｓｉｇｎ,,430-01-003-0002,2019/3/29,2019/3/29,2019/3/29,2025/3/31,,,,,,247,愛知県野外教育センター,0564,0564-83-2221,,,,愛知県岡崎市千万町町字大平田17-5,愛知県岡崎市千万町町字大平田１７－５,,118524,23,23202,千万町町,,2019/03/29,2019/03/29,2019/03/29,2025/03/31,株式会社 Ｓｉｇｎ,,,,,,,,,,430-01-003-0002,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,愛知県野外教育センタ0564-83-222111852423202,34dc1d0b-7ad1-42a5-9459-dea0b1235966,株式会社Ｓｉｇｎ,48e29f00-5fd5-46b3-b8c3-bc732a26a7af,365289b0-4ee5-4eb9-a248-238e4cab6c6a,2019/03/29,愛知県野外教育センター,愛知県野外教育センタ,株式会社Ｓｉｇｎ
232025,,愛知県,岡崎市,ｃａｆｅ＆ｄｉｎｅｒ ＢＬＡＮＣＯＬ′ＯＲ,カフェアンドダイナー ブランコール,飲食店営業,,愛知県岡崎市上里2-17-26,,,,,株式会社 プロサポート,,431-01-004-0003,2019/4/8,2019/4/8,2019/4/8,2025/4/30,,,,,,247,ｃａｆｅ＆ｄｉｎｅｒ ＢＬＡＮＣＯＬ′ＯＲ,0564,,,,,愛知県岡崎市上里2-17-26,愛知県岡崎市上里２－１７－２６,,118350,23,23202,上里２,,2019/04/08,2019/04/08,2019/04/08,2025/04/30,株式会社 プロサポート,,,,,,,,,,431-01-004-0003,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ｃａｆｅｄｉｎｅｒＢＬＡＮＣＯＬＯＲ11835023202,0eadafc0-2e72-4fb9-9fad-64a51cce82d4,株式会社プロサポート,1dbd64d4-f2b9-4140-9cfd-c77da83ba4d2,1d5c802a-fce4-46ec-8255-86a8e860c6bd,2019/04/08,ｃａｆｅ＆ｄｉｎｅｒ　ＢＬＡＮＣＯＬ′ＯＲ,ｃａｆｅｄｉｎｅｒＢＬＡＮＣＯＬＯＲ,株式会社プロサポート
232025,,愛知県,岡崎市,家族葬ホール喪安 羽根東,カゾクソウホールソウアン ハネヒガシ,飲食店営業,,愛知県岡崎市羽根東町2-6-4,,,,(0564)47-7412,株式会社 出雲殿,,431-01-004-0004,2019/4/10,2019/4/10,2019/4/10,2025/4/30,,,,,,247,家族葬ホール喪安 羽根東,0564,0564-47-7412,,,,愛知県岡崎市羽根東町2-6-4,愛知県岡崎市羽根東町２－６－４,,118394,23,23202,羽根東町２,,2019/04/10,2019/04/10,2019/04/10,2025/04/30,株式会社 出雲殿,,,,,,,,,,431-01-004-0004,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,家族葬ホル喪安羽根東0564-47-741211839423202,8b63cdd2-5f98-4e66-a434-429d40730b27,株式会社出雲殿,f296e31c-f73e-46eb-b1bf-26845715f325,a027675a-3d67-4ed2-aa2d-10db811e7252,2019/04/10,家族葬ホール喪安　羽根東,家族葬ホル喪安羽根東,株式会社出雲殿
232025,,愛知県,岡崎市,ドミノピザ 岡崎エルエルタウン店,ドミノピザ オカザキエルエルタウンテン,飲食店営業,,愛知県岡崎市法性寺町字猿待13-1,,,,(0564)57-2666,株式会社 ドミノ・ピザジャパン,,431-01-004-0001,2019/4/1,2019/4/1,2019/4/1,2025/3/31,,,,,,247,ドミノピザ 岡崎エルエルタウン店,0564,0564-57-2666,,,,愛知県岡崎市法性寺町字猿待13-1,愛知県岡崎市法性寺町字猿待１３－１,,118275,23,23202,法性寺町,,2019/04/01,2019/04/01,2019/04/01,2025/03/31,株式会社 ドミノ・ピザジャパン,,,,,,,,,,431-01-004-0001,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ドミノピザ岡崎エルエルタウン店0564-57-266611827523202,00247_175576eb-283a-4028-98c1-6e64580b7be1,株式会社ドミノ・ピザジャパン,7129800e-eb07-4baf-9c44-10a076726b27,691d6536-8876-4b79-93c5-a7bc1ea4bec7,2019/04/01,ドミノピザ　岡崎エルエルタウン店,ドミノピザ岡崎エルエルタウン店,株式会社ドミノ・ピザジャパン
232025,,愛知県,岡崎市,ドミノピザ 岡崎エルエルタウン店,ドミノピザ オカザキエルエルタウンテン,菓子製造業,,愛知県岡崎市法性寺町字猿待13-1,,,,(0564)57-2666,株式会社 ドミノ・ピザジャパン,,431-01-010-0001,2019/4/1,2019/4/1,2019/4/1,2025/3/31,,,,,,247,ドミノピザ 岡崎エルエルタウン店,0564,0564-57-2666,,,,愛知県岡崎市法性寺町字猿待13-1,愛知県岡崎市法性寺町字猿待１３－１,,118275,23,23202,法性寺町,,2019/04/01,2019/04/01,2019/04/01,2025/03/31,株式会社 ドミノ・ピザジャパン,,,,,,,,,,431-01-010-0001,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ドミノピザ岡崎エルエルタウン店0564-57-266611827523202,00247_175576eb-283a-4028-98c1-6e64580b7be1,株式会社ドミノ・ピザジャパン,7129800e-eb07-4baf-9c44-10a076726b27,1695556d-ba99-4c50-90bd-7097cb95b346,2019/04/01,ドミノピザ　岡崎エルエルタウン店,ドミノピザ岡崎エルエルタウン店,株式会社ドミノ・ピザジャパン
232025,,愛知県,岡崎市,株式会社 ジャパンビバレッジホールディングス,カブシキガイシャ ジャパンビバレッジホールディングス,喫茶店営業,,愛知県岡崎市戸崎町字牛転2,医療法人仁精会三河病院１Ｆ,,,(0564)51-1778,株式会社 ジャパンビバレッジホールディングス,,431-01-008-0004,2019/5/8,2019/5/8,2019/5/8,2024/5/31,,,自動販売機による営業に限る,,,247,株式会社 ジャパンビバレッジホールディングス,0564,0564-51-1778,,,,愛知県岡崎市戸崎町字牛転2,愛知県岡崎市戸崎町字牛転２,医療法人仁精会三河病院１Ｆ,118199,23,23202,戸崎町,,2019/05/08,2019/05/08,2019/05/08,2024/05/31,株式会社 ジャパンビバレッジホールディングス,,,,,,,,,,431-01-008-0004,,喫茶店営業,,自動販売機による営業に限る,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,株式会社ジャパンビバレッジホルディングス0564-51-177811819923202,5fc4b534-7fc5-48c1-a5a4-e0b317652418,株式会社ジャパンビバレッジホールディングス,e49cfbeb-bd9b-41a4-bd71-145b76cc11ed,c9079c3e-2743-43c1-ae9b-181c48b9ec8e,2019/05/08,株式会社ジャパンビバレッジホールディングス,株式会社ジャパンビバレッジホルディングス,株式会社ジャパンビバレッジホールディングス
232025,,愛知県,岡崎市,武田食堂,タケダショクドウ,飲食店営業,,愛知県岡崎市欠町字金谷3-1,,,,(0564)26-5130,武田機工株式会社,,431-01-002-0007,2019/5/8,2019/5/8,2019/5/8,2025/5/31,,,,,,247,武田食堂,0564,0564-26-5130,,,,愛知県岡崎市欠町字金谷3-1,愛知県岡崎市欠町字金谷３－１,,118110,23,23202,欠町,,2019/05/08,2019/05/08,2019/05/08,2025/05/31,武田機工株式会社,,,,,,,,,,431-01-002-0007,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,武田食堂0564-26-513011811023202,cff3f272-c247-4a06-a60b-94551f172a3a,武田機工株式会社,3465a0ed-ff0a-4460-b8ff-3d1fed8d410b,9203f5f3-0fef-4b6a-b1be-98939dfe34b1,2019/05/08,武田食堂,武田食堂,武田機工株式会社
232025,,愛知県,岡崎市,ｇｌａｍｏｒｏｕｓ,グラマラス,飲食店営業,,愛知県岡崎市明大寺町字寺東5-3,鈴熊ビル ２階２０２号,,,(0564)54-5505,株式会社 アーバニティー,,431-01-004-0018,2019/5/24,2019/5/24,2019/5/24,2025/5/31,,,,,,247,ｇｌａｍｏｒｏｕｓ,0564,0564-54-5505,,,,愛知県岡崎市明大寺町字寺東5-3,愛知県岡崎市明大寺町字寺東５－３,鈴熊ビル ２階２０２号,118291,23,23202,明大寺町,,2019/05/24,2019/05/24,2019/05/24,2025/05/31,株式会社 アーバニティー,,,,,,,,,,431-01-004-0018,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ｇｌａｍｏｒｏｕｓ0564-54-550511829123202,b2eeff57-04fe-4839-855a-d06f22a2d81d,株式会社アーバニティー,9978afd0-192d-449f-8893-e6d032aeb197,0c107155-6887-4fd5-bdc5-e7fd56e05dcf,2019/05/24,ｇｌａｍｏｒｏｕｓ,ｇｌａｍｏｒｏｕｓ,株式会社アーバニティー
232025,,愛知県,岡崎市,ローソン岡崎六名駅前店,ローソンオカザキムツナエキマエテン,飲食店営業,,愛知県岡崎市六名新町1-11,,,,(0564)71-4125,合資会社 北村カンパニー,,431-01-004-0031,2019/7/2,2019/7/2,2019/7/2,2025/7/31,,,,,,247,ローソン岡崎六名駅前店,0564,0564-71-4125,,,,愛知県岡崎市六名新町1-11,愛知県岡崎市六名新町１－１１,,118399,23,23202,六名新町,,2019/07/02,2019/07/02,2019/07/02,2025/07/31,合資会社 北村カンパニー,,,,,,,,,,431-01-004-0031,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ロソン岡崎六名駅前店0564-71-412511839923202,00247_55510af5-3806-4e1a-b18e-bd66a2ecf0cc,合資会社北村カンパニー,6e1f2688-b51e-4283-8de9-1170e91e77a8,86040d62-81b7-4d85-8308-7e21babfc737,2019/07/02,ローソン岡崎六名駅前店,ロソン岡崎六名駅前店,合資会社北村カンパニー
232025,,愛知県,岡崎市,ｃｌｕｂ ＳＥＣＲＥＴ,クラブ シークレット,飲食店営業,,愛知県岡崎市鴨田町字山ﾉ圦56-1,花笑ビルルシア２－４,,,,株式会社 シグナル,,431-01-004-0032,2019/6/27,2019/6/27,2019/6/27,2025/6/30,,,,,,247,ｃｌｕｂ ＳＥＣＲＥＴ,0564,,,,,愛知県岡崎市鴨田町字山ﾉ圦56-1,愛知県岡崎市鴨田町字山ノ圦５６－１,花笑ビルルシア２－４,118125,23,23202,鴨田町,,2019/06/27,2019/06/27,2019/06/27,2025/06/30,株式会社 シグナル,,,,,,,,,,431-01-004-0032,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ｃｌｕｂＳＥＣＲＥＴ11812523202,b8e54eca-eabe-4307-8b3a-cd58eb3833a1,株式会社シグナル,d1a85d3a-7cc0-4075-8de6-ebcefb306af8,ecc20553-7c32-446c-b534-886b9b88b6cf,2019/06/27,ｃｌｕｂ　ＳＥＣＲＥＴ,ｃｌｕｂＳＥＣＲＥＴ,株式会社シグナル
232025,,愛知県,岡崎市,ｐｅｒｉｐａｔｏｓ,ペリパトス,飲食店営業,,愛知県岡崎 ,800 さ 26-83 ﾙﾉｰ1000KG,,,,株式会社 旭テック,,431-01-004-0033,2019/6/27,2019/6/27,2019/6/27,2024/6/30,,,自動車による営業に限る（愛知県内有効）,,,247,ｐｅｒｉｐａｔｏｓ,0564,,,,,愛知県岡崎 ,愛知県岡崎市,800 さ 26-83 ﾙﾉｰ1000KG,118034,23,23202,,,2019/06/27,2019/06/27,2019/06/27,2024/06/30,株式会社 旭テック,,,,,,,,,,431-01-004-0033,,飲食店営業,,自動車による営業に限る（愛知県内有効）,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ｐｅｒｉｐａｔｏｓ11803423202,6dc3d7f2-8e10-445c-a465-3eaf5027a16f,株式会社旭テック,bb059c39-7c65-4481-975b-de710b79ba52,ec5779e2-90fe-445c-a1e0-a39bad093580,2019/06/27,ｐｅｒｉｐａｔｏｓ,ｐｅｒｉｐａｔｏｓ,株式会社旭テック
232025,,愛知県,岡崎市,コリアンキッチン ホシタムタム,コリアンキッチン ホシタムタム,飲食店営業,,愛知県岡崎市明大寺本町4-27,,,,(0564)73-0123,株式会社 ユニバーウエスト,,431-01-004-0034,2019/6/26,2019/6/26,2019/6/26,2025/6/30,,,,,,247,コリアンキッチン ホシタムタム,0564,0564-73-0123,,,,愛知県岡崎市明大寺本町4-27,愛知県岡崎市明大寺本町４－２７,,118295,23,23202,明大寺本町４,,2019/06/26,2019/06/26,2019/06/26,2025/06/30,株式会社 ユニバーウエスト,,,,,,,,,,431-01-004-0034,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,コリアンキッチンホシタムタム0564-73-012311829523202,e13e6b84-87ae-4b75-bd80-4e8c3d0c9408,株式会社ユニバーウエスト,cbccc866-2c7e-436e-8279-e7c73ac004d4,c0aeb0b4-5c92-4164-af87-ba9af2c345de,2019/06/26,コリアンキッチン　ホシタムタム,コリアンキッチンホシタムタム,株式会社ユニバーウエスト
232025,,愛知県,岡崎市,コカ・コーラボトラーズジャパン株式会社,コカ・コーラボトラーズジャパンカブシキガイシャ,喫茶店営業,,愛知県岡崎市矢作町字出口1,東レ岡崎工場内 岡崎殖産株式会社,,,(0564)34-4077,コカ・コーラボトラーズジャパン株式会社,,431-01-008-0006,2019/6/26,2019/6/26,2019/6/26,2024/6/30,,,自動販売機による営業に限る,,,247,コカ・コーラボトラーズジャパン株式会社,0564,0564-34-4077,,,,愛知県岡崎市矢作町字出口1,愛知県岡崎市矢作町字出口１,東レ岡崎工場内 岡崎殖産株式会社,118310,23,23202,矢作町,,2019/06/26,2019/06/26,2019/06/26,2024/06/30,コカ・コーラボトラーズジャパン株式会社,,,,,,,,,,431-01-008-0006,,喫茶店営業,,自動販売機による営業に限る,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,コカコラボトラズジャパン株式会社0564-34-407711831023202,b90d3301-2d3f-41be-b8d0-e50ed59ed30f,コカ・コーラボトラーズジャパン株式会社,5a22ba3a-c2f1-40a6-bdac-b27718f89f96,17f5551d-cf66-4cd0-b264-c1da4a33f660,2019/06/26,コカ・コーラボトラーズジャパン株式会社,コカコラボトラズジャパン株式会社,コカ・コーラボトラーズジャパン株式会社
232025,,愛知県,岡崎市,コカ・コーラボトラーズジャパン株式会社,コカ・コーラボトラーズジャパンカブシキガイシャ,喫茶店営業,,愛知県岡崎市久後崎町字本郷53,東邦ガス株式会社岡崎営業所２Ｆ,,,(0564)21-2231,コカ・コーラボトラーズジャパン株式会社,,502-01-008-0018,2020/11/30,2020/11/30,2020/11/30,2025/11/30,,,自動販売機による営業に限る,,,247,コカ・コーラボトラーズジャパン株式会社,0564,0564-21-2231,,,,愛知県岡崎市久後崎町字本郷53,愛知県岡崎市久後崎町字本郷５３,東邦ガス株式会社岡崎営業所２Ｆ,118135,23,23202,久後崎町,,2020/11/30,2020/11/30,2020/11/30,2025/11/30,コカ・コーラボトラーズジャパン株式会社,,,,,,,,,,502-01-008-0018,,喫茶店営業,,自動販売機による営業に限る,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,コカコラボトラズジャパン株式会社0564-21-223111813523202,97ebeea0-b2d0-49d4-82c3-2deddbb46097,コカ・コーラボトラーズジャパン株式会社,5a22ba3a-c2f1-40a6-bdac-b27718f89f96,ca294dff-715e-4678-bf76-019bb1f5fad5,2020/11/30,コカ・コーラボトラーズジャパン株式会社,コカコラボトラズジャパン株式会社,コカ・コーラボトラーズジャパン株式会社
