https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,申請年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業所名称,,営業所所在地,,,営業所電話番号,業種,営業者氏名（法人にあっては法人名）,営業者電話番号（法人のみ）,初回許可日,届出年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
サラダアンドキッチンチキ,神奈川県川崎市,中原区新丸子東１－８３０ ,中原区新丸子東１－８３０,,433-8902,①飲食店（一般食堂）,ティ・エイチ・ケー・チキ有限会社,433-1639,2022/1/21,,2022/1/21,2110515,,142,サラダアンドキッチンチキ,044,044-433-8902,,,,神奈川県川崎市　中原区新丸子東１－８３０,神奈川県川崎市中原区新丸子東１－８３０,,80163,14,14133,新丸子東１,,2022/01/21,2022/01/21,,,ティ・エイチ・ケー・チキ有限会社,,044-433-1639,,,,,,,,2110515,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,サラダアンドキッチンチキ044-433-89028016314133,d757c3ef-5466-40f2-9168-387119a7bb5a,ティ・エイチ・ケー・チキ有限会社,081a7bbc-e7fd-4fc7-b761-23749ca5561d,f88be534-a95c-4ceb-8e2d-d3448c70de1b,2022/01/21,サラダアンドキッチンチキ,サラダアンドキッチンチキ,ティ・エイチ・ケー・チキ有限会社
アミューズ,神奈川県川崎市,中原区新丸子東２－９２５東横小杉ビルＢ１ ,中原区新丸子東２－９２５,東横小杉ビルＢ１ ,,①飲食店（バー）,長谷川　剛,,2022/1/21,,2022/1/21,2110489,,142,アミューズ,044,,,,,神奈川県川崎市　中原区新丸子東２－９２５,神奈川県川崎市中原区新丸子東２－９２５,東横小杉ビルＢ１ ,80164,14,14133,新丸子東２,,2022/01/21,2022/01/21,,,,長谷川　剛,,,,,,,,,2110489,,飲食店営業,（バー）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,アミュズ8016414133,71ccdd07-2ac8-4826-8286-bd3533fc4ddf,,personal,ab07a6c9-afd9-45a2-b359-bfa4711da3a9,2022/01/21,アミューズ,アミュズ,
ＭＡＹＡ　ＲＥＳＴＡＵＲＡＮＴ,神奈川県川崎市,中原区新丸子東２－９２６－１５マノア武蔵小杉１階１０１号室 ,中原区新丸子東２－９２６－１５,マノア武蔵小杉１階１０１号室 ,455-0863,①飲食店（一般食堂）,ＫＩＲＡＮ株式会社,,2022/1/31,,2022/1/31,2110509,,142,ＭＡＹＡ　ＲＥＳＴＡＵＲＡＮＴ,044,044-455-0863,,,,神奈川県川崎市　中原区新丸子東２－９２６－１５,神奈川県川崎市中原区新丸子東２－９２６－１５,マノア武蔵小杉１階１０１号室 ,80164,14,14133,新丸子東２,,2022/01/31,2022/01/31,,,ＫＩＲＡＮ株式会社,,,,,,,,,,2110509,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,ＭＡＹＡＲＥＳＴＡＵＲＡＮＴ044-455-08638016414133,3cb113ba-8fe6-4d80-be87-bae27aef6d85,ＫＩＲＡＮ株式会社,2ec14487-7d90-49ef-869b-dcb78a18655c,5feeafbe-d898-45f2-a956-2b474c8f8cf8,2022/01/31,ＭＡＹＡ　ＲＥＳＴＡＵＲＡＮＴ,ＭＡＹＡＲＥＳＴＡＵＲＡＮＴ,ＫＩＲＡＮ株式会社
１００時間カレーＡＭＡＺＩＮＧ　グランツリー武蔵小杉店,神奈川県川崎市,中原区新丸子東３－１１３５－１グランツリー武蔵小杉１５７－２ ,中原区新丸子東３－１１３５－１,グランツリー武蔵小杉１５７－２,982-3612,①飲食店（一般食堂）,養老乃瀧株式会社,03-6327-2840,2022/1/31,,2022/1/31,2110533,,142,１００時間カレーＡＭＡＺＩＮＧ　グランツリー武蔵小杉店,044,044-982-3612,,,,神奈川県川崎市　中原区新丸子東３－１１３５－１,神奈川県川崎市中原区新丸子東３－１１３５－１,グランツリー武蔵小杉１５７－２,80165,14,14133,新丸子東３,,2022/01/31,2022/01/31,,,養老乃瀧株式会社,,03-6327-2840,,,,,,,,2110533,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,１００時間カレＡＭＡＺＩＮＧグランツリ武蔵小杉店044-982-36128016514133,3f98bada-7b74-48f3-8c19-a21c94617fc4,養老乃瀧株式会社,b48bce74-e07c-4c7f-82c5-ba77601d5a5e,78f06757-b2bb-4811-afe9-9ef57a84cf0c,2022/01/31,１００時間カレーＡＭＡＺＩＮＧ　グランツリー武蔵小杉店,１００時間カレＡＭＡＺＩＮＧグランツリ武蔵小杉店,養老乃瀧株式会社
くいものや菜,神奈川県川崎市,中原区新丸子町６４９ ,中原区新丸子町６４９,,711-1155,①飲食店（大衆酒場）,白井　絵馬,,2022/1/26,,2022/1/26,2110506,,142,くいものや菜,044,044-711-1155,,,,神奈川県川崎市　中原区新丸子町６４９,神奈川県川崎市中原区新丸子町６４９,,80162,14,14133,新丸子町,,2022/01/26,2022/01/26,,,,白井　絵馬,,,,,,,,,2110506,,飲食店営業,（大衆酒場）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,くいものや菜044-711-11558016214133,75fa7a57-a094-45f5-86bc-62c36b953c65,,personal,5f6b70c0-e8b9-4aa3-8d8b-1599fc2e88ac,2022/01/26,くいものや菜,くいものや菜,
炭火居酒屋　力ちゃん,神奈川県川崎市,中原区新丸子町７３９番地　シゲタ駅前ビル４０１ ,中原区新丸子町７３９番地,シゲタ駅前ビル４０１ ,733-6675,①飲食店（大衆酒場）,伊藤　力,,2022/1/17,,2022/1/17,2110481,,142,炭火居酒屋　力ちゃん,044,044-733-6675,,,,神奈川県川崎市　中原区新丸子町７３９番地,神奈川県川崎市中原区新丸子町７３９番地,シゲタ駅前ビル４０１ ,80162,14,14133,新丸子町,,2022/01/17,2022/01/17,,,,伊藤　力,,,,,,,,,2110481,,飲食店営業,（大衆酒場）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,炭火居酒屋力ちゃん044-733-66758016214133,558b83d9-dfe0-45df-9817-75ec526981f5,,personal,e7ee7a57-0925-4756-b7df-00dcf8eef439,2022/01/17,炭火居酒屋　力ちゃん,炭火居酒屋力ちゃん,
スナック梨花,神奈川県川崎市,中原区新丸子町７３９　シゲタ駅前ビル４０２ ,中原区新丸子町７３９,シゲタ駅前ビル４０２ ,722-0550,①飲食店（一般食堂）,李　華栄,,2022/1/17,,2022/1/17,2110486,,142,スナック梨花,044,044-722-0550,,,,神奈川県川崎市　中原区新丸子町７３９,神奈川県川崎市中原区新丸子町７３９,シゲタ駅前ビル４０２ ,80162,14,14133,新丸子町,,2022/01/17,2022/01/17,,,,李　華栄,,,,,,,,,2110486,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,スナック梨花044-722-05508016214133,a075dada-45de-4425-9115-3d88248f55cd,,personal,31696648-f3da-47a3-a21d-2c99dbb7604d,2022/01/17,スナック梨花,スナック梨花,
七面鳥,神奈川県川崎市,中原区新丸子町９１５ ,中原区新丸子町９１５,,711-8689,①飲食店（中華料理店）,鈴木　宏治,,2022/1/25,,2022/1/25,2110480,,142,七面鳥,044,044-711-8689,,,,神奈川県川崎市　中原区新丸子町９１５,神奈川県川崎市中原区新丸子町９１５,,80162,14,14133,新丸子町,,2022/01/25,2022/01/25,,,,鈴木　宏治,,,,,,,,,2110480,,飲食店営業,（中華料理店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,七面鳥044-711-86898016214133,392957e3-6246-44aa-879d-d17dfd7b5438,,personal,868ccc85-f1cf-4194-9cfe-0f26c26ee29f,2022/01/25,七面鳥,七面鳥,
新丸子東急ストア,神奈川県川崎市,中原区新丸子町９８９－２ ,中原区新丸子町９８９－２,,411-0109,⑪菓子製造業（パン類）,株式会社東急ストア,03-3714-2344,2022/1/17,,2022/1/17,2110494,,142,新丸子東急ストア,044,044-411-0109,,,,神奈川県川崎市　中原区新丸子町９８９－２,神奈川県川崎市中原区新丸子町９８９－２,,80162,14,14133,新丸子町,,2022/01/17,2022/01/17,,,株式会社東急ストア,,03-3714-2344,,,,,,,,2110494,,菓子製造業,（パン類）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,,,新丸子東急ストア044-411-01098016214133,6ee07c49-7166-4998-b35a-6de5591f0b89,株式会社東急ストア,9c85350e-c609-4791-b05a-0e727dc8e827,e5d71d10-dcfd-4953-acc1-3658814e41c8,2022/01/17,新丸子東急ストア,新丸子東急ストア,株式会社東急ストア
カンブチキン,神奈川県川崎市,中原区田尻町２０６７番地３保田アパート１０２ ,中原区田尻町２０６７番地３,保田アパート１０２,,①飲食店（弁当屋）,福源株式会社,,2022/1/24,,2022/1/24,2110453,,142,カンブチキン,044,,,,,神奈川県川崎市　中原区田尻町２０６７番地３,神奈川県川崎市中原区田尻町２０６７番地３,保田アパート１０２,80166,14,14133,田尻町,,2022/01/24,2022/01/24,,,福源株式会社,,,,,,,,,,2110453,,飲食店営業,（弁当屋）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,カンブチキン8016614133,70030f82-ba1f-4175-a0bc-1bf3a4c2a19a,福源株式会社,61a4fe16-c5a7-4ecc-a915-6e0eb50a03bc,cec999a8-6ccb-4503-bb04-e5b2ca6d6eff,2022/01/24,カンブチキン,カンブチキン,福源株式会社
京都ラーメン　森井　平間店,神奈川県川崎市,中原区田尻町２１ ,中原区田尻町２１,,201-8733,①飲食店（中華料理店）,株式会社Ｒａｙｓｔａｒｔ,455-6350,2022/1/24,,2022/1/24,2110464,,142,京都ラーメン　森井　平間店,044,044-201-8733,,,,神奈川県川崎市　中原区田尻町２１,神奈川県川崎市中原区田尻町２１,,80166,14,14133,田尻町,,2022/01/24,2022/01/24,,,株式会社Ｒａｙｓｔａｒｔ,,044-455-6350,,,,,,,,2110464,,飲食店営業,（中華料理店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,京都ラメン森井平間店044-201-87338016614133,275bbdf4-beca-413f-b90c-a5f08d60534e,株式会社Ｒａｙｓｔａｒｔ,c0986ea9-295d-4c54-b579-e6b4db96b19e,579c55da-067f-41e4-a4b1-ac70657ab148,2022/01/24,京都ラーメン　森井　平間店,京都ラメン森井平間店,株式会社Ｒａｙｓｔａｒｔ
おた福商店　川崎平間店,神奈川県川崎市,中原区田尻町２６銚子塚ビル１０３号室 ,中原区田尻町２６,銚子塚ビル１０３号室 ,589-4210,①飲食店（仕出し屋）,株式会社ＳＢＩＣ,052-253-5512,2022/1/4,,2022/1/4,2110461,,142,おた福商店　川崎平間店,044,044-589-4210,,,,神奈川県川崎市　中原区田尻町２６,神奈川県川崎市中原区田尻町２６,銚子塚ビル１０３号室 ,80166,14,14133,田尻町,,2022/01/04,2022/01/04,,,株式会社ＳＢＩＣ,,052-253-5512,,,,,,,,2110461,,飲食店営業,（仕出し屋）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,おた福商店川崎平間店044-589-42108016614133,5a04b9f4-ff0a-4e2a-9a0e-a59892000841,株式会社ＳＢＩＣ,aa94e3c8-8c93-4612-80d4-667b315a95bb,6b19eb24-c9b8-4f4b-a4ac-f95b4021a775,2022/01/04,おた福商店　川崎平間店,おた福商店川崎平間店,株式会社ＳＢＩＣ
なーじゅんえ,神奈川県川崎市,中原区中丸子５４４ ,中原区中丸子５４４,,,①飲食店（バー）,山本　一義,,2022/1/24,,2022/1/24,2110496,,142,なーじゅんえ,044,,,,,神奈川県川崎市　中原区中丸子５４４,神奈川県川崎市中原区中丸子５４４,,80168,14,14133,中丸子,,2022/01/24,2022/01/24,,,,山本　一義,,,,,,,,,2110496,,飲食店営業,（バー）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,なじゅんえ8016814133,d01c6f97-3947-4712-9320-a04be833cdf9,,personal,cbb63272-c6f5-46cf-bc69-f438c9c10409,2022/01/24,なーじゅんえ,なじゅんえ,
シルクロード寿々本,神奈川県川崎市,中原区中丸子５５６ ,中原区中丸子５５６,,434-4396,①飲食店（一般食堂）,有限会社シルクロード寿々本,422-3869,2022/1/24,,2022/1/24,2110493,,142,シルクロード寿々本,044,044-434-4396,,,,神奈川県川崎市　中原区中丸子５５６,神奈川県川崎市中原区中丸子５５６,,80168,14,14133,中丸子,,2022/01/24,2022/01/24,,,有限会社シルクロード寿々本,,044-422-3869,,,,,,,,2110493,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,シルクロド寿本044-434-43968016814133,40654b29-62b5-4614-b908-f093e451dfdb,有限会社シルクロード寿々本,dc0409c3-c2a1-407c-b7b8-aebbede06fa6,cbc7750e-0e44-4257-86ad-f9d27144137f,2022/01/24,シルクロード寿々本,シルクロド寿本,有限会社シルクロード寿々本
しょうじき屋旬,神奈川県川崎市,中原区木月伊勢町１０－３プチメゾン元住吉１Ｆ ,中原区木月伊勢町１０－３,プチメゾン元住吉１Ｆ ,433-8131,①飲食店（一般食堂）,有限会社ティージェイ企画,422-6754,2022/1/26,,2022/1/26,2110485,,142,しょうじき屋旬,044,044-433-8131,,,,神奈川県川崎市　中原区木月伊勢町１０－３,神奈川県川崎市中原区木月伊勢町１０－３,プチメゾン元住吉１Ｆ ,80138,14,14133,木月伊勢町,,2022/01/26,2022/01/26,,,有限会社ティージェイ企画,,044-422-6754,,,,,,,,2110485,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,しょうじき屋旬044-433-81318013814133,e8278826-7dde-4680-8a92-2c77a253082c,有限会社ティージェイ企画,a3e762c1-6ae5-40b0-8aee-3395f9b3f99d,9da643c7-6e71-42d1-95c5-48139e6dc26b,2022/01/26,しょうじき屋旬,しょうじき屋旬,有限会社ティージェイ企画
大衆酒場　亀勢,神奈川県川崎市,中原区木月１－３２－６ ,中原区木月１－３２－６,,422-2929,①飲食店（大衆酒場）,前澤　紀美子,,2022/1/28,,2022/1/28,2110520,,142,大衆酒場　亀勢,044,044-422-2929,,,,神奈川県川崎市　中原区木月１－３２－６,神奈川県川崎市中原区木月１－３２－６,,80134,14,14133,木月１,,2022/01/28,2022/01/28,,,,前澤　紀美子,,,,,,,,,2110520,,飲食店営業,（大衆酒場）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,大衆酒場亀勢044-422-29298013414133,c3cd8f82-ab18-4f13-9e0d-5280d278c894,,personal,06d9f67d-b05c-40fc-99ec-27805f3edb7c,2022/01/28,大衆酒場　亀勢,大衆酒場亀勢,
博多ラーメン長浜ヤ,神奈川県川崎市,中原区木月２－２－３８ ,中原区木月２－２－３８,,863-8889,①飲食店（中華料理店）,旭升株式会社,,2022/1/17,,2022/1/17,2110479,,142,博多ラーメン長浜ヤ,044,044-863-8889,,,,神奈川県川崎市　中原区木月２－２－３８,神奈川県川崎市中原区木月２－２－３８,,80135,14,14133,木月２,,2022/01/17,2022/01/17,,,旭升株式会社,,,,,,,,,,2110479,,飲食店営業,（中華料理店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,博多ラメン長浜ヤ044-863-88898013514133,c0d30a8c-b92a-481e-9a7e-78d88452ca40,旭升株式会社,38c3459d-a3a4-4099-8a57-36a4c4da02e0,26b3ef3a-1ea2-4e94-8e78-b53e6b33973b,2022/01/17,博多ラーメン長浜ヤ,博多ラメン長浜ヤ,旭升株式会社
豚星。,神奈川県川崎市,中原区木月４－５－２０シティーコート田辺１０２ ,中原区木月４－５－２０,シティーコート田辺１０２,,㉔麺類製造業（生麺）,株式会社貴之食品,,2022/1/18,,2022/1/18,2110473,,142,豚星。,044,,,,,神奈川県川崎市　中原区木月４－５－２０,神奈川県川崎市中原区木月４－５－２０,シティーコート田辺１０２,80137,14,14133,木月４,,2022/01/18,2022/01/18,,,株式会社貴之食品,,,,,,,,,,2110473,,麺類製造業,（生麺）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,,,豚星8013714133,df6765eb-6910-463e-9ab1-151a4fb0fef6,株式会社貴之食品,0d4f8bd6-0a79-4bc7-8eac-b56bfe0c0363,3113f4a5-9731-4b73-a2ae-b9f9db8999fd,2022/01/18,豚星。,豚星,株式会社貴之食品
豚星。,神奈川県川崎市,中原区木月４－５－２０シティーコート田辺１０２ ,中原区木月４－５－２０,シティーコート田辺１０２,,㉕そうざい製造業（そうざい）,株式会社貴之食品,,2022/1/18,,2022/1/18,2110474,,142,豚星。,044,,,,,神奈川県川崎市　中原区木月４－５－２０,神奈川県川崎市中原区木月４－５－２０,シティーコート田辺１０２,80137,14,14133,木月４,,2022/01/18,2022/01/18,,,株式会社貴之食品,,,,,,,,,,2110474,,そうざい製造業,（そうざい）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,,,豚星8013714133,df6765eb-6910-463e-9ab1-151a4fb0fef6,株式会社貴之食品,0d4f8bd6-0a79-4bc7-8eac-b56bfe0c0363,9fd1b370-fb37-48d1-913f-c3e5dee71bab,2022/01/18,豚星。,豚星,株式会社貴之食品
アジアン料理　ニューサハラ,神奈川県川崎市,高津区久本２－５－３ ,高津区久本２－５－３,,872-8887,①飲食店（一般食堂）,株式会社ＳＨＲＥＥ　ＧＡＮＥＳＨ,03-5760-6644,2022/1/5,,2022/1/5,2110246,,142,アジアン料理　ニューサハラ,044,044-872-8887,,,,神奈川県川崎市　高津区久本２－５－３,神奈川県川崎市高津区久本２－５－３,,80237,14,14134,久本２,,2022/01/05,2022/01/05,,,株式会社ＳＨＲＥＥ　ＧＡＮＥＳＨ,,03-5760-6644,,,,,,,,2110246,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,アジアン料理ニュサハラ044-872-88878023714134,ccadeaa0-c1dd-459b-9af1-4f13d9abe435,株式会社ＳＨＲＥＥ　ＧＡＮＥＳＨ,5244ced8-7049-417d-a5e5-fa59d1c96fa3,259ec34d-be97-4c85-8ca7-585c1071c77c,2022/01/05,アジアン料理　ニューサハラ,アジアン料理ニュサハラ,株式会社ＳＨＲＥＥ　ＧＡＮＥＳＨ
カラオケバー　アモーレ,神奈川県川崎市,高津区二子２－１－４ ＦＳビル１ＦＢ,高津区二子２－１－４,ＦＳビル１ＦＢ,,①飲食店（バー）,株式会社アージョ,814-1203,2022/1/18,,2022/1/18,2110253,,142,カラオケバー　アモーレ,044,,,,,神奈川県川崎市　高津区二子２－１－４,神奈川県川崎市高津区二子２－１－４,ＦＳビル１ＦＢ,80240,14,14134,二子２,,2022/01/18,2022/01/18,,,株式会社アージョ,,044-814-1203,,,,,,,,2110253,,飲食店営業,（バー）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,カラオケバアモレ8024014134,1b6595d1-0089-44a3-8f3b-394310fdaac4,株式会社アージョ,e2c31937-1c20-49a5-b4e0-1fce429b1a95,7e553c80-ddef-4072-b975-b2bbe7784f17,2022/01/18,カラオケバー　アモーレ,カラオケバアモレ,株式会社アージョ
巴屋,神奈川県川崎市,高津区溝口１－６－５ ,高津区溝口１－６－５,,822-8737,①飲食店（そば店）,大川内　利幸,,2022/1/27,,2022/1/27,2110256,,142,巴屋,044,044-822-8737,,,,神奈川県川崎市　高津区溝口１－６－５,神奈川県川崎市高津区溝口１－６－５,,80246,14,14134,溝口１,,2022/01/27,2022/01/27,,,,大川内　利幸,,,,,,,,,2110256,,飲食店営業,（そば店）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,巴屋044-822-87378024614134,5f409451-8cb2-40ec-a344-4f4b6a039208,,personal,c8a41a00-28ad-4d13-a114-a22af7bd9a83,2022/01/27,巴屋,巴屋,
カラオケ　まねきねこ　溝の口店,神奈川県川崎市,高津区溝口１－９－６ 丸屋ビル４・５・６階,高津区溝口１－９－６,丸屋ビル４・５・６階,455-4510,①飲食店（一般食堂）,株式会社コシダカ,027-280-3381,2022/1/27,,2022/1/27,2110252,,142,カラオケ　まねきねこ　溝の口店,044,044-455-4510,,,,神奈川県川崎市　高津区溝口１－９－６,神奈川県川崎市高津区溝口１－９－６,丸屋ビル４・５・６階,80246,14,14134,溝口１,,2022/01/27,2022/01/27,,,株式会社コシダカ,,027-280-3381,,,,,,,,2110252,,飲食店営業,（一般食堂）,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,76,,,カラオケまねきねこ溝の口店044-455-45108024614134,83a2c949-4d7b-4e86-99a9-9ce3e310622e,株式会社コシダカ,45ae7430-4d74-406b-af66-c1324fa2536f,8958ab6d-e5c5-428b-80f7-d5b504c7ce7c,2022/01/27,カラオケ　まねきねこ　溝の口店,カラオケまねきねこ溝の口店,株式会社コシダカ
