https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
株式会社Deco-J 代表取締役　安島淳司,0561-59-5577,五感の丸,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,,飲食店営業,2021/10/6,3西保健第1-315号,2021/10/6,2028/3/20,,245,五感の丸,052,,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社Deco-J ,代表取締役　安島淳司,0561-59-5577,,,,,,,,3西保健第1-315号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,五感の丸11436223104,97eebb53-9a86-4f21-862b-17565658cb82,株式会社Ｄｅｃｏ－Ｊ　,f59944aa-6e49-4b20-a1b9-fd46cb802334,4b1a579d-b32e-4112-8263-9b785f635d57,2021/10/06,五感の丸,五感の丸,株式会社Ｄｅｃｏ－Ｊ　
株式会社　シャチホウ 代表取締役　間瀬　豊,052-561-7737,コリアンダイニング李朝園　名古屋則武新町店,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,485-6566,飲食店営業,2021/10/6,3西保健第1-317号,2021/10/6,2028/3/20,,245,コリアンダイニング李朝園　名古屋則武新町店,052,052-485-6566,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社　シャチホウ ,代表取締役　間瀬　豊,052-561-7737,,,,,,,,3西保健第1-317号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,コリアンダイニング李朝園名古屋則武新町店052-485-656611436223104,38f04d5a-cf1d-47ce-b99d-ec9f4dc1968f,株式会社シャチホウ　,05006ff2-1f73-4d3a-9b6d-aecab60f08fa,ea6e49cd-5a8c-486b-81ff-50f643319c62,2021/10/06,コリアンダイニング李朝園　名古屋則武新町店,コリアンダイニング李朝園名古屋則武新町店,株式会社シャチホウ　
株式会社ブルームダイニングサービス 代表取締役社長　杉村明紀,052-462-1616,からあげ、定食、丼　がブリチキン。 則武新町店,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,052-433-8739,飲食店営業,2021/10/6,3西保健第1-282号,2021/10/6,2028/3/20,,245,からあげ、定食、丼　がブリチキン。 則武新町店,052,052-433-8739,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社ブルームダイニングサービス ,代表取締役社長　杉村明紀,052-462-1616,,,,,,,,3西保健第1-282号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,からあげ定食丼がブリチキン則武新町店052-433-873911436223104,f91403f8-f27d-4ba5-81cd-189107e62001,株式会社ブルームダイニングサービス　,e8e23761-ffb3-4ffd-bf8f-4436ca18cac7,fe4f80ef-5dd0-4794-9409-6ac12388991a,2021/10/06,からあげ、定食、丼　がブリチキン。　則武新町店,からあげ定食丼がブリチキン則武新町店,株式会社ブルームダイニングサービス　
有限会社　どてや 代表取締役　伊藤　勝彦,0566-23-9995,北海道カルビ丼　北の浪漫亭,名古屋市西区則武新町三丁目１番１７号　３５２区画,名古屋市西区則武新町３丁目１番１７号,３５２区画,526-6603,飲食店営業,2021/10/6,3西保健第1-165号,2021/10/6,2028/3/20,,245,北海道カルビ丼　北の浪漫亭,052,052-526-6603,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号,３５２区画,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,有限会社　どてや ,代表取締役　伊藤　勝彦,0566-23-9995,,,,,,,,3西保健第1-165号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,北海道カルビ丼北の浪漫亭052-526-660311436223104,2efe9794-7146-435e-8927-9e4f47e0aaf3,有限会社どてや　,0f164471-37e0-4351-8e71-1e704d02c221,38c5a0f0-3122-4ec2-8706-94f1ca407a5c,2021/10/06,北海道カルビ丼　北の浪漫亭,北海道カルビ丼北の浪漫亭,有限会社どてや　
株式会社青木商店 代表取締役　青木　大輔,0243-36-1877,果汁工房果琳　則武新町店,名古屋市西区則武新町三丁目１番１７号　イオンモール名古屋ノリタケガーデン　３階,名古屋市西区則武新町３丁目１番１７号 ,イオンモール名古屋ノリタケガーデン ３階,052-526-3750,飲食店営業,2021/10/6,3西保健第1-313号,2021/10/6,2028/3/20,,245,果汁工房果琳　則武新町店,052,052-526-3750,,,,名古屋市西区則武新町３丁目１番１７号 ,愛知県名古屋市西区則武新町３丁目１番１７号,イオンモール名古屋ノリタケガーデン ３階,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社青木商店 ,代表取締役　青木　大輔,0243-36-1877,,,,,,,,3西保健第1-313号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,果汁工房果琳則武新町店052-526-375011436223104,847d92c4-ded6-4019-bf00-a12d6a79acf5,株式会社青木商店　,1c088716-cf9a-4875-a383-7d5ba755b794,4b17c7c1-2a75-48b1-9fc0-32167160581b,2021/10/06,果汁工房果琳　則武新町店,果汁工房果琳則武新町店,株式会社青木商店　
スターバックス　コーヒー　ジャパン　株式会社 代表取締役　水口　貴文,03-5745-5510,スターバックス コーヒー 名古屋則武新町２階店,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,526-2881,飲食店営業,2021/10/6,3西保健第1-280号,2021/10/6,2028/3/20,,245,スターバックス コーヒー 名古屋則武新町２階店,052,052-526-2881,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,スターバックス　コーヒー　ジャパン　株式会社 ,代表取締役　水口　貴文,03-5745-5510,,,,,,,,3西保健第1-280号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,スタバックスコヒ名古屋則武新町２階店052-526-288111436223104,8164a8e8-9230-4b94-8092-11a36a7aca57,スターバックス　コーヒー　ジャパン　株式会社,1a0aab2e-e859-49c0-8d9d-9dca1dab9699,63522f40-9671-4e5f-ae44-06fe5fe49dd2,2021/10/06,スターバックス　コーヒー　名古屋則武新町２階店,スタバックスコヒ名古屋則武新町２階店,スターバックス　コーヒー　ジャパン　株式会社
スターバックス　コーヒー　ジャパン　株式会社 代表取締役　水口　貴文,03-5745-5510,スターバックスコーヒー  名古屋則武新町１階店,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,526-1075,飲食店営業,2021/10/6,3西保健第1-279号,2021/10/6,2028/3/20,,245,スターバックスコーヒー  名古屋則武新町１階店,052,052-526-1075,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,スターバックス　コーヒー　ジャパン　株式会社 ,代表取締役　水口　貴文,03-5745-5510,,,,,,,,3西保健第1-279号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,スタバックスコヒ名古屋則武新町１階店052-526-107511436223104,72065f63-a15b-4a99-acb8-a3d7283c4f7c,スターバックス　コーヒー　ジャパン　株式会社,1a0aab2e-e859-49c0-8d9d-9dca1dab9699,d520f0af-be84-48b1-8e2e-1a2ee673fb3d,2021/10/06,スターバックスコーヒー　名古屋則武新町１階店,スタバックスコヒ名古屋則武新町１階店,スターバックス　コーヒー　ジャパン　株式会社
株式会社CLEMOR 代表取締役　伊藤　智博,,cafe ACE,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,990-9902,飲食店営業,2021/10/6,3西保健第1-316号,2021/10/6,2028/3/20,,245,cafe ACE,052,052-990-9902,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社CLEMOR ,代表取締役　伊藤　智博,,,,,,,,,3西保健第1-316号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ｃａｆｅＡＣＥ052-990-990211436223104,a801cd6f-0689-4ae0-9682-24f7bbac6da8,株式会社ＣＬＥＭＯＲ　,8de79f42-b96f-4ba0-95a6-8e35553764c2,2c655776-733a-4cc0-b9bb-556d4cca3bc8,2021/10/06,ｃａｆｅ　ＡＣＥ,ｃａｆｅＡＣＥ,株式会社ＣＬＥＭＯＲ　
株式会社　イデックス 代表取締役　八木　和典,052-251-3290,Buffet Paradise OTTO,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,052-526-7717,飲食店営業,2021/10/6,3西保健第1-259号,2021/10/6,2028/3/20,,245,Buffet Paradise OTTO,052,052-526-7717,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社　イデックス ,代表取締役　八木　和典,052-251-3290,,,,,,,,3西保健第1-259号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＢｕｆｆｅｔＰａｒａｄｉｓｅＯＴＴＯ052-526-771711436223104,8fafa5b1-18aa-4d5d-b5ba-f640cc33bbf5,株式会社イデックス　,514e7b6b-f837-4cff-844c-38a9847da9c3,1357cccf-5173-42d2-aac1-8f0115c3565c,2021/10/06,Ｂｕｆｆｅｔ　Ｐａｒａｄｉｓｅ　ＯＴＴＯ,ＢｕｆｆｅｔＰａｒａｄｉｓｅＯＴＴＯ,株式会社イデックス　
株式会社フォンス 代表取締役　小山正,0267-41-2929,THE CITY BAKERY 名古屋 則武新町,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,526-2890,飲食店営業,2021/10/6,3西保健第1-309号,2021/10/6,2028/3/20,,245,THE CITY BAKERY 名古屋 則武新町,052,052-526-2890,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社フォンス ,代表取締役　小山正,0267-41-2929,,,,,,,,3西保健第1-309号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＴＨＥＣＩＴＹＢＡＫＥＲＹ名古屋則武新町052-526-289011436223104,8baadcae-38cd-4fa5-bc0e-d05a6fde40db,株式会社フォンス　,646b9cc5-b03f-4d11-ad07-8787e358036a,e762bc6d-3dd7-4418-98c1-ffe145362a78,2021/10/06,ＴＨＥ　ＣＩＴＹ　ＢＡＫＥＲＹ　名古屋　則武新町,ＴＨＥＣＩＴＹＢＡＫＥＲＹ名古屋則武新町,株式会社フォンス　
株式会社フォンス 代表取締役　小山正,0267-41-2929,THE CITY BAKERY 名古屋 則武新町,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,526-2890,菓子製造業,2021/10/6,3西保健第1-310号,2021/10/6,2028/3/20,,245,THE CITY BAKERY 名古屋 則武新町,052,052-526-2890,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社フォンス ,代表取締役　小山正,0267-41-2929,,,,,,,,3西保健第1-310号,,菓子製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,ＴＨＥＣＩＴＹＢＡＫＥＲＹ名古屋則武新町052-526-289011436223104,8baadcae-38cd-4fa5-bc0e-d05a6fde40db,株式会社フォンス　,646b9cc5-b03f-4d11-ad07-8787e358036a,73e129e0-e7c4-45ce-8ede-5d4f05dbeb65,2021/10/06,ＴＨＥ　ＣＩＴＹ　ＢＡＫＥＲＹ　名古屋　則武新町,ＴＨＥＣＩＴＹＢＡＫＥＲＹ名古屋則武新町,株式会社フォンス　
株式会社 Les Deux 代表取締役社長　星野　正則,03-5459-9025,AUX BACCHANALES la Soeur 名古屋,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,414-6027,飲食店営業,2021/10/6,3西保健第1-298号,2021/10/6,2028/3/20,,245,AUX BACCHANALES la Soeur 名古屋,052,052-414-6027,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社 Les Deux ,代表取締役社長　星野　正則,03-5459-9025,,,,,,,,3西保健第1-298号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＡＵＸＢＡＣＣＨＡＮＡＬＥＳｌａＳｏｅｕｒ名古屋052-414-602711436223104,5df56ce5-da01-462c-89cd-c3480dfa52a1,株式会社Ｌｅｓ　Ｄｅｕｘ　,2cff7af6-3e01-4a24-b5db-807e09d7b91d,8036d4ab-9ab0-4b1d-9fc2-cdf8d0ef162c,2021/10/06,ＡＵＸ　ＢＡＣＣＨＡＮＡＬＥＳ　ｌａ　Ｓｏｅｕｒ　名古屋,ＡＵＸＢＡＣＣＨＡＮＡＬＥＳｌａＳｏｅｕｒ名古屋,株式会社Ｌｅｓ　Ｄｅｕｘ　
株式会社 Les Deux 代表取締役社長　星野　正則,03-5459-9025,AUX BACCHANALES la Soeur 名古屋,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,414-6027,菓子製造業,2021/10/6,3西保健第1-299号,2021/10/6,2028/3/20,,245,AUX BACCHANALES la Soeur 名古屋,052,052-414-6027,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社 Les Deux ,代表取締役社長　星野　正則,03-5459-9025,,,,,,,,3西保健第1-299号,,菓子製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,ＡＵＸＢＡＣＣＨＡＮＡＬＥＳｌａＳｏｅｕｒ名古屋052-414-602711436223104,5df56ce5-da01-462c-89cd-c3480dfa52a1,株式会社Ｌｅｓ　Ｄｅｕｘ　,2cff7af6-3e01-4a24-b5db-807e09d7b91d,79803ad6-2a67-47b1-8193-b19f2e44c6fb,2021/10/06,ＡＵＸ　ＢＡＣＣＨＡＮＡＬＥＳ　ｌａ　Ｓｏｅｕｒ　名古屋,ＡＵＸＢＡＣＣＨＡＮＡＬＥＳｌａＳｏｅｕｒ名古屋,株式会社Ｌｅｓ　Ｄｅｕｘ　
株式会社ソウルフラワー 代表取締役　川端　昌志,011-824-3671,Rojiura Curry SAMURAI. 則武新町店,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,052-526-7747,飲食店営業,2021/10/6,3西保健第1-289号,2021/10/6,2028/3/20,,245,Rojiura Curry SAMURAI. 則武新町店,052,052-526-7747,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社ソウルフラワー ,代表取締役　川端　昌志,011-824-3671,,,,,,,,3西保健第1-289号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＲｏｊｉｕｒａＣｕｒｒｙＳＡＭＵＲＡＩ則武新町店052-526-774711436223104,93ff7663-6f05-4bc3-995d-70544655dd9f,株式会社ソウルフラワー　,8f1b2cf1-1af3-4914-bbb2-8f7d81a181fe,f56e28c4-d6da-4dbc-973a-e89360937641,2021/10/06,Ｒｏｊｉｕｒａ　Ｃｕｒｒｙ　ＳＡＭＵＲＡＩ．　則武新町店,ＲｏｊｉｕｒａＣｕｒｒｙＳＡＭＵＲＡＩ則武新町店,株式会社ソウルフラワー　
株式会社　オフィスツーワン 代表取締役　加藤　君代,052-211-2021,コメダ珈琲　則武新町店,名古屋市西区則武新町三丁目１番１７号　,名古屋市西区則武新町３丁目１番１７号, ,052-526-7721,飲食店営業,2021/10/6,3西保健第1-288号,2021/10/6,2028/3/20,,245,コメダ珈琲　則武新町店,052,052-526-7721,,,,名古屋市西区則武新町３丁目１番１７号,愛知県名古屋市西区則武新町３丁目１番１７号, ,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社　オフィスツーワン ,代表取締役　加藤　君代,052-211-2021,,,,,,,,3西保健第1-288号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,コメダ珈琲則武新町店052-526-772111436223104,3d37ef2b-3085-498f-b883-8712da09fbcc,株式会社オフィスツーワン　,a0402d6e-5e52-4633-9511-e39448a83f61,e24017ac-b321-46cd-8d9d-0748e8c2325c,2021/10/06,コメダ珈琲　則武新町店,コメダ珈琲則武新町店,株式会社オフィスツーワン　
株式会社　モンテローザ 代表取締役　大神　輝博,0422-36-8888,しゃぶ食べ,名古屋市西区則武新町三丁目１番１７号　イオンモール名古屋ノリタケガーデン　2階,名古屋市西区則武新町３丁目１番１７号 ,イオンモール名古屋ノリタケガーデン ２階,589-4188,飲食店営業,2021/10/6,3西保健第1-257号,2021/10/6,2028/3/20,,245,しゃぶ食べ,052,052-589-4188,,,,名古屋市西区則武新町３丁目１番１７号 ,愛知県名古屋市西区則武新町３丁目１番１７号,イオンモール名古屋ノリタケガーデン ２階,114362,23,23104,則武新町３,,,2021/10/06,2021/10/06,2028/03/20,株式会社　モンテローザ ,代表取締役　大神　輝博,0422-36-8888,,,,,,,,3西保健第1-257号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,しゃぶ食べ052-589-418811436223104,9a5a7a41-f861-4758-a2bc-d96c6cd3bbb5,株式会社モンテローザ　,3b4d9d23-8f8c-4ea8-8c35-7faec6280ad0,cb371e9b-3268-4478-a062-886753dee1db,2021/10/06,しゃぶ食べ,しゃぶ食べ,株式会社モンテローザ　
