,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ネネチキン＆ジョンノハットグ　トナリエキュートつくば店,茨城県つくば市吾妻1-6-1　トナリエキュート1F,茨城県つくば市吾妻１－６－１,トナリエキュート１F,,飲食店営業,その他,株式会社Sun Kiss,代表取締役　金澤　允雅,茨城県つくば市研究学園4-33-10,茨城県つくば市研究学園４－３３－１０,,029-846-2113,2022/07/19,2022/07/19,つ保指令法第220456号,,つくば保健所,ネネチキン＆ジョンノハットグ　トナリエキュートつくば店,029,,,,,茨城県つくば市吾妻１－６－１,茨城県つくば市吾妻１－６－１,トナリエキュート１F,55294,茨城県,つくば市,吾妻１,,2022/07/19,2022/07/19,,,株式会社Sun Kiss,代表取締役　金澤　允雅,029-846-2113,茨城県つくば市研究学園４－３３－１０,茨城県つくば市研究学園４－３３－１０,,55586,茨城県,つくば市,研究学園４,つ保指令法第220456号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ネネチキン＆ジョンノハットグ　トナリエキュートつくば店,ネネチキンジョンノハットグトナリエキュトつくば店,株式会社Ｓｕｎ　Ｋｉｓｓ,,1,,,,,
トレビアン洋菓子店,茨城県稲敷郡阿見町中央1-6-3,茨城県稲敷郡阿見町中央１－６－３,,029-887-1725,菓子製造業,菓子製造業,㈲トレビアン洋菓子店,丹波　和夫,茨城県稲敷郡阿見町中央1-6-3,茨城県稲敷郡阿見町中央１－６－３,,029-887-1725,2022/07/20,2022/07/20,竜保指令法第220428号,,竜ケ崎保健所,トレビアン洋菓子店,029,029-887-1725,,,,茨城県稲敷郡阿見町中央１－６－３,茨城県稲敷郡阿見町中央１－６－３,,57156,茨城県,稲敷郡阿見町,中央１,,2022/07/20,2022/07/20,,,㈲トレビアン洋菓子店,丹波　和夫,029-887-1725,茨城県稲敷郡阿見町中央１－６－３,茨城県稲敷郡阿見町中央１－６－３,,57156,茨城県,稲敷郡阿見町,中央１,竜保指令法第220428号,,菓子製造業, 菓子製造業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,,,,,,,,,トレビアン洋菓子店,トレビアン洋菓子店,有限会社トレビアン洋菓子店,,1,,,,,
職員食堂,茨城県稲敷郡阿見町中央3-20-1,茨城県稲敷郡阿見町中央３－２０－１,,029-887-2805,飲食店営業,その他,㈱文教,代表取締役　出森　慎一,東京都千代田区神田神保町一丁目13番地,東京都千代田区神田神保町１丁目１３番地,,03-5280-9581,2022/07/20,2022/07/20,竜保指令法第220434号,,竜ケ崎保健所,職員食堂,029,029-887-2805,,,,茨城県稲敷郡阿見町中央３－２０－１,茨城県稲敷郡阿見町中央３－２０－１,,57158,茨城県,稲敷郡阿見町,中央３,,2022/07/20,2022/07/20,,,㈱文教,代表取締役　出森　慎一,03-5280-9581,東京都千代田区神田神保町１丁目１３番地,東京都千代田区神田神保町１丁目１３番地,,72861,東京都,千代田区,神田神保町１,竜保指令法第220434号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,職員食堂,職員食堂,株式会社文教,,1,,,,,
２７２３４事業所,茨城県稲敷郡阿見町青宿16-2,茨城県稲敷郡阿見町青宿１６－２,,029-891-3566,飲食店営業,その他,一冨士フードサービス株式会社,大西　博史,大阪府大阪市北区梅田三丁目3番20号,大阪府大阪市北区梅田３丁目３番２０号,,06-6458-8801,2022/07/20,2022/07/20,竜保指令法第220435号,,竜ケ崎保健所,２７２３４事業所,029,029-891-3566,,,,茨城県稲敷郡阿見町青宿１６－２,茨城県稲敷郡阿見町青宿１６－２,,57132,茨城県,稲敷郡阿見町,青宿,,2022/07/20,2022/07/20,,,一冨士フードサービス株式会社,大西　博史,06-6458-8801,大阪府大阪市北区梅田３丁目３番２０号,大阪府大阪市北区梅田３丁目３番２０号,,155830,大阪府,大阪市北区,梅田３,竜保指令法第220435号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,２７２３４事業所,２７２３４事業所,一冨士フードサービス株式会社,,1,,,,,
ハートソング,茨城県稲敷郡阿見町小池10-10,茨城県稲敷郡阿見町小池１０－１０,,080-5179-9891,飲食店営業,その他,宮本　栄子,,,,,,2022/07/20,2022/07/20,竜保指令法第220436号,,竜ケ崎保健所,ハートソング,029,080-5179-9891,,,,茨城県稲敷郡阿見町小池１０－１０,茨城県稲敷郡阿見町小池１０－１０,,57144,茨城県,稲敷郡阿見町,小池,,2022/07/20,2022/07/20,,,,,,,,,,,,,竜保指令法第220436号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ハートソング,ハトソング,,,1,,,,,
茨城　丼丸　あみ店,茨城県稲敷郡阿見町荒川本郷字池向1334-24,茨城県稲敷郡阿見町荒川本郷字池向１３３４－２４,,029-846-2200,飲食店営業,仕出し屋・弁当屋,西　智子,,,,,,2022/07/20,2022/07/20,竜保指令法第220437号,,竜ケ崎保健所,茨城　丼丸　あみ店,029,029-846-2200,,,,茨城県稲敷郡阿見町荒川本郷字池向１３３４－２４,茨城県稲敷郡阿見町荒川本郷字池向１３３４－２４,,57135,茨城県,稲敷郡阿見町,荒川本郷,,2022/07/20,2022/07/20,,,,,,,,,,,,,竜保指令法第220437号,,飲食店営業, 仕出し屋・弁当屋,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,茨城　丼丸　あみ店,茨城丼丸あみ店,,,1,,,,,
居酒屋　陽なた家,茨城県稲敷郡阿見町青宿661-7　吉田テナント1Ｆ,茨城県稲敷郡阿見町青宿６６１－７,吉田テナント１Ｆ,090-2537-2256,飲食店営業,その他,二戸　勇,,,,,,2022/07/20,2022/07/20,竜保指令法第220429号,,竜ケ崎保健所,居酒屋　陽なた家,029,090-2537-2256,,,,茨城県稲敷郡阿見町青宿６６１－７,茨城県稲敷郡阿見町青宿６６１－７,吉田テナント１Ｆ,57132,茨城県,稲敷郡阿見町,青宿,,2022/07/20,2022/07/20,,,,,,,,,,,,,竜保指令法第220429号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,居酒屋　陽なた家,居酒屋陽なた家,,,1,,,,,
ベトナム料理専門店　ＨＡ　ＮＯＩ　ＰＨＯ　大ちゃん,茨城県土浦市神立中央3-24-19,茨城県土浦市神立中央３－２４－１９,,,飲食店営業,一般食堂・レストラン,ＮＧＵＹＥＮ　ＴＨＩ　ＬＡＮ,,,,,,2022/07/20,2022/07/20,土保指令法第220393号,,土浦保健所,ベトナム料理専門店　ＨＡ　ＮＯＩ　ＰＨＯ　大ちゃん,029,,,,,茨城県土浦市神立中央３－２４－１９,茨城県土浦市神立中央３－２４－１９,,54132,茨城県,土浦市,神立中央３,,2022/07/20,2022/07/20,,,,,,,,,,,,,土保指令法第220393号,,飲食店営業, 一般食堂・レストラン,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ベトナム料理専門店　ＨＡ　ＮＯＩ　ＰＨＯ　大ちゃん,ベトナム料理専門店ＨＡＮＯＩＰＨＯ大ちゃん,,,1,,,,,
刺身海鮮 いっぴん亭,茨城県結城郡八千代町中央地区53街区4-1画地,茨城県結城郡八千代町中央地区５３街区４－１,画地,0296-48-3979,飲食店営業,その他,有限会社なかやま,中山　浩,茨城県結城郡八千代町東大山641,茨城県結城郡八千代町東大山６４１,,0296-49-2919,2022/07/20,2022/07/20,筑保指令法第220328号,,筑西保健所,刺身海鮮 いっぴん亭,0296,0296-48-3979,,,,茨城県結城郡八千代町中央地区５３街区４－１,茨城県結城郡八千代町中央地区５３街区４－１,画地,57253,茨城県,結城郡八千代町,,,2022/07/20,2022/07/20,,,有限会社なかやま,中山　浩,0296-49-2919,茨城県結城郡八千代町東大山６４１,茨城県結城郡八千代町東大山６４１,,57289,茨城県,結城郡八千代町,東大山,筑保指令法第220328号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,刺身海鮮　いっぴん亭,刺身海鮮いっぴん亭,有限会社なかやま,,1,,,,,
Ｃｒｏｉｘ,茨城県筑西市下中山1139-1 ソシアルビル1Ｆ,茨城県筑西市下中山１１３９－１,ソシアルビル１Ｆ,0296-21-0085,飲食店営業,その他,合同会社 Ｃｒｏｉｘ,福田　茂典,茨城県筑西市甲261-3,茨城県筑西市甲２６１－３,,0296-21-0085,2022/07/20,2022/07/20,筑保指令法第220329号,,筑西保健所,Ｃｒｏｉｘ,0296,0296-21-0085,,,,茨城県筑西市下中山１１３９－１,茨城県筑西市下中山１１３９－１,ソシアルビル１Ｆ,56187,茨城県,筑西市,下中山,,2022/07/20,2022/07/20,,,合同会社 Ｃｒｏｉｘ,福田　茂典,0296-21-0085,茨城県筑西市甲２６１－３,茨城県筑西市甲２６１－３,,56163,茨城県,筑西市,甲,筑保指令法第220329号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ｃｒｏｉｘ,Ｃｒｏｉｘ,合同会社Ｃｒｏｉｘ,,1,,,,,
コーヒーショップ　笠,茨城県潮来市あやめ2-18-5,茨城県潮来市あやめ２－１８－５,,0299-63-0515,飲食店営業,その他,鈴木　美佐子,,,,,,2022/07/20,2022/07/20,潮保指令法第220481号,,潮来保健所,コーヒーショップ　笠,0299,0299-63-0515,,,,茨城県潮来市あやめ２－１８－５,茨城県潮来市あやめ２－１８－５,,55847,茨城県,潮来市,あやめ２,,2022/07/20,2022/07/20,,,,,,,,,,,,,潮保指令法第220481号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,コーヒーショップ　笠,コヒショップ笠,,,1,,,,,
とんかつ　とん平,茨城県潮来市あやめ1-7-18,茨城県潮来市あやめ１－７－１８,,0299-63-1129,飲食店営業,その他,中野　好美,,,,,,2022/07/20,2022/07/20,潮保指令法第220484号,,潮来保健所,とんかつ　とん平,0299,0299-63-1129,,,,茨城県潮来市あやめ１－７－１８,茨城県潮来市あやめ１－７－１８,,55846,茨城県,潮来市,あやめ１,,2022/07/20,2022/07/20,,,,,,,,,,,,,潮保指令法第220484号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,とんかつ　とん平,とんかつとん平,,,1,,,,,
やきとり よいよい,茨城県稲敷郡阿見町曙372-2,茨城県稲敷郡阿見町曙３７２－２,,090-7815-7591,飲食店営業,その他,佐々木 みつい,,,,,,2022/07/20,2022/07/20,竜保指令法第220430号,,竜ケ崎保健所,やきとり よいよい,029,090-7815-7591,,,,茨城県稲敷郡阿見町曙３７２－２,茨城県稲敷郡阿見町曙３７２－２,,57133,茨城県,稲敷郡阿見町,曙,,2022/07/20,2022/07/20,,,,,,,,,,,,,竜保指令法第220430号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,やきとり　よいよい,やきとりよいよい,,,1,,,,,
土浦冷蔵㈱,茨城県稲敷郡阿見町住吉2-2-1,茨城県稲敷郡阿見町住吉２－２－１,,029-841-0025,氷雪製造業,氷雪製造業,土浦冷蔵㈱,長谷川　達,茨城県稲敷郡阿見町住吉2-2-1,茨城県稲敷郡阿見町住吉２－２－１,,029-841-0025,2022/07/20,2022/07/20,竜保指令法第220431号,,竜ケ崎保健所,土浦冷蔵㈱,029,029-841-0025,,,,茨城県稲敷郡阿見町住吉２－２－１,茨城県稲敷郡阿見町住吉２－２－１,,57171,茨城県,稲敷郡阿見町,住吉２,,2022/07/20,2022/07/20,,,土浦冷蔵㈱,長谷川　達,029-841-0025,茨城県稲敷郡阿見町住吉２－２－１,茨城県稲敷郡阿見町住吉２－２－１,,57171,茨城県,稲敷郡阿見町,住吉２,竜保指令法第220431号,,氷雪製造業, 氷雪製造業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,,,,,,,,,土浦冷蔵株式会社,土浦冷蔵株式会社,土浦冷蔵株式会社,,1,,,,,
無幻,茨城県ひたちなか市東石川2-14-1,茨城県ひたちなか市東石川２－１４－１,,080-4866-0500,飲食店営業,その他,飯田　馨,,,,,,2022/07/21,2022/07/21,ひ保指令法第220540号,,ひたちなか保健所,無幻,029,080-4866-0500,,,,茨城県ひたちなか市東石川２－１４－１,茨城県ひたちなか市東石川２－１４－１,,55702,茨城県,ひたちなか市,東石川２,,2022/07/21,2022/07/21,,,,,,,,,,,,,ひ保指令法第220540号,,飲食店営業, その他,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,無幻,無幻,,,1,,,,,
みなとや,茨城県日立市みなと町５７７９－２５,茨城県日立市みなと町５７７９－２５,,0294-51-3746,飲食店営業,一般食堂・レストラン,有限会社いわき,園部　典男,東京都江戸川区南小岩８－１５－３,東京都江戸川区南小岩８－１５－３,,03-3672-9234,2022/07/21,2022/07/21,日保指令法第220298号,,日立保健所,みなとや,0294,0294-51-3746,,,,茨城県日立市みなと町５７７９－２５,茨城県日立市みなと町５７７９－２５,,53978,茨城県,日立市,みなと町,,2022/07/21,2022/07/21,,,有限会社いわき,園部　典男,03-3672-9234,東京都江戸川区南小岩８－１５－３,東京都江戸川区南小岩８－１５－３,,75923,東京都,江戸川区,南小岩８,日保指令法第220298号,,飲食店営業, 一般食堂・レストラン,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,みなとや,みなとや,有限会社いわき,,1,,,,,
潮来食品　三杉,茨城県潮来市須賀2858-1,茨城県潮来市須賀２８５８－１,,0299-66-0741,飲食店営業,仕出し屋・弁当屋,杉本　俊一,,,,,,2022/07/21,2022/07/21,潮保指令法第220486号,,潮来保健所,潮来食品　三杉,0299,0299-66-0741,,,,茨城県潮来市須賀２８５８－１,茨城県潮来市須賀２８５８－１,,55884,茨城県,潮来市,須賀,,2022/07/21,2022/07/21,,,,,,,,,,,,,潮保指令法第220486号,,飲食店営業, 仕出し屋・弁当屋,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,潮来食品　三杉,潮来食品三杉,,,1,,,,,
株式会社　大和屋商店,茨城県潮来市水原100,茨城県潮来市水原１００,,0299-67-5023,そうざい製造業,そうざい製造業,株式会社　大和屋商店,小沼　由男,茨城県潮来市水原100,茨城県潮来市水原１００,,0299-67-5023,2022/07/21,2022/07/21,潮保指令法第220498号,,潮来保健所,株式会社　大和屋商店,0299,0299-67-5023,,,,茨城県潮来市水原１００,茨城県潮来市水原１００,,55873,茨城県,潮来市,水原,,2022/07/21,2022/07/21,,,株式会社　大和屋商店,小沼　由男,0299-67-5023,茨城県潮来市水原１００,茨城県潮来市水原１００,,55873,茨城県,潮来市,水原,潮保指令法第220498号,,そうざい製造業, そうざい製造業,,,081-089_茨城県_茨城県一括_食品衛生(許可・届出)_2022年07月_末日,製造業,食料品製造業,,,,,,,,,株式会社大和屋商店,株式会社大和屋商店,株式会社大和屋商店,,1,,,,,
