https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請年月日,申請者1,申請者2,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,その他,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,令4年01月22日,㈱コスモス薬品,横山英昭,092-433-0660,ドラッグコスモス植木店,熊本市北区植木町舞尾545-1,熊本市北区植木町舞尾５４５－１,,273-3376,百貨店、総合スーパー,,指令（食保）第51248号,,423,ドラッグコスモス植木店,096,096-273-3376,,,,熊本市北区植木町舞尾５４５－１,熊本県熊本市北区植木町舞尾５４５－１,,208584,43,43105,植木町舞尾,2022/01/22,,,,,㈱コスモス薬品,横山英昭,092-433-0660,,,,,,,,指令（食保）第51248号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ドラッグコスモス植木店096-273-337620858443105,2801e5de-1646-4639-ae71-6a270fb43385,株式会社コスモス薬品,d283edd9-5669-4618-9e0c-37b4bbaf3809,6b3b9c2c-60d0-480e-834b-c75abe93b739,2022/01/22,ドラッグコスモス植木店,ドラッグコスモス植木店,株式会社コスモス薬品
105,令3年09月15日,イオン九州㈱,柴田  祐司,092-441-0611,マックスバリュ内坪井店,熊本市中央区内坪井町1-83,熊本市中央区内坪井町１－８３,,356-2331,百貨店、総合スーパー,,指令（食保）第5316号,,423,マックスバリュ内坪井店,096,096-356-2331,,,,熊本市中央区内坪井町１－８３,熊本県熊本市中央区内坪井町１－８３,,207812,43,43101,内坪井町,2021/09/15,,,,,イオン九州㈱,柴田  祐司,092-441-0611,,,,,,,,指令（食保）第5316号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,マックスバリュ内坪井店096-356-233120781243101,ad1f6e59-0e11-4a4f-8c6e-da9fbf264ddd,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,9ce3c2cd-aa53-4091-ad6a-6396cbf4099a,2021/09/15,マックスバリュ内坪井店,マックスバリュ内坪井店,イオン九州株式会社
338,令3年10月16日,イオン九州㈱,柴田祐司,092-441-0611,マックスバリュサンロードシティ熊本店,熊本市東区東町3-3-3,熊本市東区東町３－３－３,,331-5422,百貨店、総合スーパー,,指令（食保）第50691号,,423,マックスバリュサンロードシティ熊本店,096,096-331-5422,,,,熊本市東区東町３－３－３,熊本県熊本市東区東町３－３－３,,208183,43,43102,東町３,2021/10/16,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50691号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,マックスバリュサンロドシティ熊本店096-331-542220818343102,d496a9e7-ef7f-4e80-b243-82bc861ce089,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,2879feef-1474-4aeb-80a6-a118f280e4a7,2021/10/16,マックスバリュサンロードシティ熊本店,マックスバリュサンロドシティ熊本店,イオン九州株式会社
354,令3年10月18日,イオン九州㈱,柴田祐司,092-441-0611,ザ・ビッグエクスプレス新土河原店,熊本市西区新土河原1丁目2-20,熊本市西区新土河原１丁目２－２０,,322-0600,乳類販売業,,指令（食保）第50674号,,423,ザ・ビッグエクスプレス新土河原店,096,096-322-0600,,,,熊本市西区新土河原１丁目２－２０,熊本県熊本市西区新土河原１丁目２－２０,,208264,43,43103,新土河原１,2021/10/18,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50674号,,乳類販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,,,ザビッグエクスプレス新土河原店096-322-060020826443103,864edcb7-bc69-449f-b9ac-1c13256761c8,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,439ab762-5038-4e9f-8eda-674b3a6de8d7,2021/10/18,ザ・ビッグエクスプレス新土河原店,ザビッグエクスプレス新土河原店,イオン九州株式会社
355,令3年10月18日,イオン九州㈱,柴田祐司,092-441-0611,ザ・ビッグエクスプレス新土河原店,熊本市西区新土河原1丁目2-20,熊本市西区新土河原１丁目２－２０,,322-0600,百貨店、総合スーパー,,指令（食保）第50675号,,423,ザ・ビッグエクスプレス新土河原店,096,096-322-0600,,,,熊本市西区新土河原１丁目２－２０,熊本県熊本市西区新土河原１丁目２－２０,,208264,43,43103,新土河原１,2021/10/18,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50675号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ザビッグエクスプレス新土河原店096-322-060020826443103,864edcb7-bc69-449f-b9ac-1c13256761c8,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,87d116da-799d-4254-94d5-859284038365,2021/10/18,ザ・ビッグエクスプレス新土河原店,ザビッグエクスプレス新土河原店,イオン九州株式会社
360,令3年10月19日,イオン九州㈱,柴田祐司,092-441-0611,マックスバリュ新託麻店,熊本市東区小山2丁目13－60,熊本市東区小山２丁目１３－６０,,292-7742,百貨店、総合スーパー,,指令（食保）第50712号,,423,マックスバリュ新託麻店,096,096-292-7742,,,,熊本市東区小山２丁目１３－６０,熊本県熊本市東区小山２丁目１３－６０,,208039,43,43102,小山２,2021/10/19,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50712号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,マックスバリュ新託麻店096-292-774220803943102,0e4c9ce8-93c5-475d-b5b3-ca8fe2fd8a31,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,f95df9cb-d270-432d-9574-1eab70c57ce9,2021/10/19,マックスバリュ新託麻店,マックスバリュ新託麻店,イオン九州株式会社
361,令3年10月19日,イオン九州㈱,柴田祐司,092-441-0611,COCOSA  B1店,熊本市中央区下通1丁目3-8,熊本市中央区下通１丁目３－８,,,百貨店、総合スーパー,,指令（食保）第50694号,,423,COCOSA  B1店,096,,,,,熊本市中央区下通１丁目３－８,熊本県熊本市中央区下通１丁目３－８,,207897,43,43101,下通１,2021/10/19,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50694号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ＣＯＣＯＳＡＢ１店20789743101,3607af0f-7b88-4427-824a-c8f26179653d,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,b9b8b964-4523-40b2-ac5e-9d1f65871810,2021/10/19,ＣＯＣＯＳＡ　Ｂ１店,ＣＯＣＯＳＡＢ１店,イオン九州株式会社
415,令3年10月22日,イオン九州㈱,柴田祐司,092-441-0611,ザ・ビッグ桜木店,熊本市東区花立3丁目4番1号,熊本市東区花立３丁目４番１号,,214-0517,百貨店、総合スーパー,,指令（食保）第50711号,,423,ザ・ビッグ桜木店,096,096-214-0517,,,,熊本市東区花立３丁目４番１号,熊本県熊本市東区花立３丁目４番１号,,208171,43,43102,花立３,2021/10/22,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50711号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ザビッグ桜木店096-214-051720817143102,99579709-3be3-4c31-8990-b405832cb4fb,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,394580d4-0aac-4fdf-b633-20612499c7f5,2021/10/22,ザ・ビッグ桜木店,ザビッグ桜木店,イオン九州株式会社
479,令3年10月30日,イオン九州㈱,柴田祐司,092-441-0611,ザ・ビッグ熊本南店,熊本市南区十禅寺3丁目4番11号,熊本市南区十禅寺３丁目４番１１号,,,百貨店、総合スーパー,,指令（食保）第50766号,,423,ザ・ビッグ熊本南店,096,,,,,熊本市南区十禅寺３丁目４番１１号,熊本県熊本市南区十禅寺３丁目４番１１号,,208387,43,43104,十禅寺３,2021/10/30,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50766号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ザビッグ熊本南店20838743104,b65999b3-761d-4955-ba80-985b7cce8fd7,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,b29804a6-0243-4a8f-b053-8ae59baa28cb,2021/10/30,ザ・ビッグ熊本南店,ザビッグ熊本南店,イオン九州株式会社
510,令3年11月02日,イオン九州㈱,柴田祐司,092-441-0611,マックスバリュ新戸島店,熊本市東区戸島西5丁目1-16,熊本市東区戸島西５丁目１－１６,,368-1108,百貨店、総合スーパー,,指令（食保）第50779号,,423,マックスバリュ新戸島店,096,096-368-1108,,,,熊本市東区戸島西５丁目１－１６,熊本県熊本市東区戸島西５丁目１－１６,,208130,43,43102,戸島西５,2021/11/02,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50779号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,マックスバリュ新戸島店096-368-110820813043102,73fa316a-9217-4681-af5f-b7f463152339,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,4b74ddc2-475f-41d4-9388-90757387546c,2021/11/02,マックスバリュ新戸島店,マックスバリュ新戸島店,イオン九州株式会社
513,令3年11月03日,イオン九州㈱,柴田祐司,092-441-0611,マックスバリュ長嶺店,熊本市東区長嶺南3丁目1-25,熊本市東区長嶺南３丁目１－２５,,,百貨店、総合スーパー,,指令（食保）第50762号,,423,マックスバリュ長嶺店,096,,,,,熊本市東区長嶺南３丁目１－２５,熊本県熊本市東区長嶺南３丁目１－２５,,208152,43,43102,長嶺南３,2021/11/03,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50762号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,マックスバリュ長嶺店20815243102,d2b00174-2ebf-473a-9cb4-258d35d2c44c,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,f67cc474-7957-4b70-9b8a-fe3588b74327,2021/11/03,マックスバリュ長嶺店,マックスバリュ長嶺店,イオン九州株式会社
525,令3年11月04日,イオン九州㈱,柴田祐司,092-441-0611,イオン九州マックスバリュ神水,熊本市中央区神水2丁目11番16号,熊本市中央区神水２丁目１１番１６号,,273-8252,百貨店、総合スーパー,,指令（食保）第50773号,,423,イオン九州マックスバリュ神水,096,096-273-8252,,,,熊本市中央区神水２丁目１１番１６号,熊本県熊本市中央区神水２丁目１１番１６号,,207861,43,43101,神水２,2021/11/04,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50773号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,イオン九州マックスバリュ神水096-273-825220786143101,bff7a7db-676b-4494-8781-d6fa0f1342e2,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,68dd40d8-177c-492a-8bfe-fca5e158bc9d,2021/11/04,イオン九州マックスバリュ神水,イオン九州マックスバリュ神水,イオン九州株式会社
576,令3年11月08日,イオン九州㈱,柴田祐司,092-441-0611,ザ・ビッグ  エクスプレス川尻店,熊本市南区八幡7丁目5-1,熊本市南区八幡７丁目５－１,,357-2611,百貨店、総合スーパー,,指令（食保）第50777号,,423,ザ・ビッグ  エクスプレス川尻店,096,096-357-2611,,,,熊本市南区八幡７丁目５－１,熊本県熊本市南区八幡７丁目５－１,,208521,43,43104,八幡７,2021/11/08,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50777号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,ザビッグエクスプレス川尻店096-357-261120852143104,de9ef86a-7c3a-4c92-a84c-098d2dce7f72,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,147d23d2-301f-43b4-aed8-0272a49e1295,2021/11/08,ザ・ビッグ　エクスプレス川尻店,ザビッグエクスプレス川尻店,イオン九州株式会社
612,令3年11月11日,イオン九州㈱,柴田祐司,092-441-0611,マックスバリュ御幸笛田,熊本市南区御幸笛田4丁目4-10,熊本市南区御幸笛田４丁目４－１０,,370-3011,百貨店、総合スーパー,,指令（食保）第50852号,,423,マックスバリュ御幸笛田,096,096-370-3011,,,,熊本市南区御幸笛田４丁目４－１０,熊本県熊本市南区御幸笛田４丁目４－１０,,208502,43,43104,御幸笛田４,2021/11/11,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50852号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,マックスバリュ御幸笛田096-370-301120850243104,c82be12f-3607-4b23-9dba-c05ab40e9337,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,34501ff1-e59b-4c13-ac65-e46e7cbca72c,2021/11/11,マックスバリュ御幸笛田,マックスバリュ御幸笛田,イオン九州株式会社
619,令3年11月11日,イオン九州㈱,柴田祐司,092-441-0611,イオン九州株式会社  イオン熊本中央店,熊本市中央区大江4丁目2番1号,熊本市中央区大江４丁目２番１号,,366-2121,百貨店、総合スーパー,,指令（食保）第50853号,,423,イオン九州株式会社  イオン熊本中央店,096,096-366-2121,,,,熊本市中央区大江４丁目２番１号,熊本県熊本市中央区大江４丁目２番１号,,207817,43,43101,大江４,2021/11/11,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50853号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,イオン九州株式会社イオン熊本中央店096-366-212120781743101,390b8dab-ea4a-4da0-aad2-b353103119b2,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,a56f3e52-e0fc-4492-a3c4-931df2ae88da,2021/11/11,イオン九州株式会社イオン熊本中央店,イオン九州株式会社イオン熊本中央店,イオン九州株式会社
631,令3年11月13日,イオン九州㈱,柴田祐司,092-441-0611,マックスバリュくらし館国府店,熊本市中央区国府3丁目28-32,熊本市中央区国府３丁目２８－３２,,375-7380,百貨店、総合スーパー,,指令（食保）第50807号,,423,マックスバリュくらし館国府店,096,096-375-7380,,,,熊本市中央区国府３丁目２８－３２,熊本県熊本市中央区国府３丁目２８－３２,,207872,43,43101,国府３,2021/11/13,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50807号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,マックスバリュくらし館国府店096-375-738020787243101,957f0317-7e3c-434f-aa91-f328422d79e3,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,9ad27f31-0b97-4b8d-83f7-ae2934e462fa,2021/11/13,マックスバリュくらし館国府店,マックスバリュくらし館国府店,イオン九州株式会社
633,令3年11月15日,イオン九州㈱,柴田祐司,092-441-0611,マックスバリュ帯山店,熊本市中央区帯山4丁目２－85,熊本市中央区帯山４丁目２－８５,,273-8263,百貨店、総合スーパー,,指令（食保）第50943号,,423,マックスバリュ帯山店,096,096-273-8263,,,,熊本市中央区帯山４丁目２－８５,熊本県熊本市中央区帯山４丁目２－８５,,207825,43,43101,帯山４,2021/11/15,,,,,イオン九州㈱,柴田祐司,092-441-0611,,,,,,,,指令（食保）第50943号,,百貨店、総合スーパー,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,56,561,5611,マックスバリュ帯山店096-273-826320782543101,fa84304f-e0a3-4322-af86-288d1470bb9c,イオン九州株式会社,aa9b1c74-024f-40fd-98ec-e9581ae79ac7,44d04714-df4a-4aaf-83f1-0aec1b31368b,2021/11/15,マックスバリュ帯山店,マックスバリュ帯山店,イオン九州株式会社
