https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,申請者1,申請-住所1,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設＿名称（屋号・商号）,所在地,,,施設＿電話番号（所在地）,業種,申請者＿申請者名,申請者＿住所,申請者＿電話番号,初回許可年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
株式会社   宝屋本店,葛城市當麻   ８９－３,葛城市當麻,８９－３,0745-48-1135,麺類製造業,株式会社宝屋本店,葛城市當麻   ８９－３,0745-48-1135,R03.09.22,R03.09.22,第821461号,,322,株式会社   宝屋本店,0745,0745-48-1135,,,,葛城市當麻,奈良県葛城市当麻,８９－３,173697,29,29211,当麻,,2021/09/22,2021/09/22,,,株式会社宝屋本店,,0745-48-1135,葛城市當麻   ８９－３,奈良県葛城市当麻８９－３,,173697,奈良県,葛城市,当麻,第821461号,,麺類製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,株式会社宝屋本店0745-48-113517369729211,ec2c6cae-d2c4-4b37-8011-8896d3edc2ef,株式会社宝屋本店173697,7d6258a1-4c91-4457-b44e-fdd520516c6e,8d88ad83-d1cc-48d8-989e-0ced44a6f6b2,2021/09/22,株式会社　宝屋本店,株式会社宝屋本店,株式会社宝屋本店
にくのまつばら,葛城市北花内   ５２２－７,葛城市北花内 ５２２－７,,0745-69-5129,飲食店営業,松原   正茂,,,R03.09.22,R03.09.22,第821462号,,322,にくのまつばら,0745,0745-69-5129,,,,葛城市北花内 ５２２－７,奈良県葛城市北花内５２２－７,,173688,29,29211,北花内,,2021/09/22,2021/09/22,,,,松原   正茂,,,,,,,,,第821462号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,にくのまつばら0745-69-512917368829211,c402366e-0abf-42ba-8c6e-51bff7877651,,personal,e5ced97a-4693-4933-9e10-3ffb9a040c06,2021/09/22,にくのまつばら,にくのまつばら,
にくのまつばら,葛城市北花内   ５２２－７,葛城市北花内 ５２２－７,,0745-69-5129,食肉販売業,松原   正茂,,,R03.09.22,R03.09.22,第821463号,,322,にくのまつばら,0745,0745-69-5129,,,,葛城市北花内 ５２２－７,奈良県葛城市北花内５２２－７,,173688,29,29211,北花内,,2021/09/22,2021/09/22,,,,松原   正茂,,,,,,,,,第821463号,,食肉販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,583,,にくのまつばら0745-69-512917368829211,c402366e-0abf-42ba-8c6e-51bff7877651,,personal,94f1be10-0499-4e9f-b8af-200d68a5cd52,2021/09/22,にくのまつばら,にくのまつばら,
マハール,生駒市北田原町   ６８７,生駒市北田原町,６８７,0743-87-9250,そうざい製造業,田中   真一,,,R03.09.21,R03.09.21,第421278号,,321,マハール,0743,0743-87-9250,,,,生駒市北田原町,奈良県生駒市北田原町,６８７,173485,29,29209,北田原町,,2021/09/21,2021/09/21,,,,田中   真一,,,,,,,,,第421278号,,そうざい製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,マハル0743-87-925017348529209,c9719725-928a-41fd-ba7d-4c4a29236a9c,,personal,fb124611-4371-4c90-b06c-1b98a43c3bd6,2021/09/21,マハール,マハル,
春日台カントリークラブ内レストラン,天理市福住町   ７４５３,天理市福住町,７４５３,0743-68-6010,飲食店営業,株式会社ダイナックパートナーズ,港区台場   ２－３－３,,R03.09.21,R03.09.21,第421281号,,321,春日台カントリークラブ内レストラン,0743,0743-68-6010,,,,天理市福住町,奈良県天理市福住町,７４５３,173000,29,29204,福住町,,2021/09/21,2021/09/21,,,株式会社ダイナックパートナーズ,,,港区台場   ２－３－３,東京都港区台場２－３－３,,73162,東京都,港区,台場２,第421281号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,春日台カントリクラブ内レストラン0743-68-601017300029204,051ad3ea-6794-4dd4-9386-c0442db573dc,株式会社ダイナックパートナーズ73162,9b370871-29c1-4e22-868f-eab2ffae9d31,c109cec5-dad0-4575-8a51-124f66d26b93,2021/09/21,春日台カントリークラブ内レストラン,春日台カントリクラブ内レストラン,株式会社ダイナックパートナーズ
Ｄｉａｎａ（ディアーナ）,大和郡山市筒井町   ５７１－１１,大和郡山市筒井町,５７１－１１,,飲食店営業,柴田   満子,,,R03.09.21,R03.09.21,第421279号,,321,Ｄｉａｎａ（ディアーナ）,0743,,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,５７１－１１,172877,29,29203,筒井町,,2021/09/21,2021/09/21,,,,柴田   満子,,,,,,,,,第421279号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,Ｄｉａｎａディアナ17287729203,78559fb5-4af9-4c3b-b3c6-9e3ae2ffb0e9,,personal,526546e8-e95f-4010-b127-332fa455654a,2021/09/21,Ｄｉａｎａ（ディアーナ）,Ｄｉａｎａディアナ,
まる平食堂,大和郡山市横田町   １１００－６,大和郡山市横田町,１１００－６,0743-59-1236,飲食店営業,出原   三郎,,,R03.09.21,R03.09.21,第421280号,,321,まる平食堂,0743,0743-59-1236,,,,大和郡山市横田町,奈良県大和郡山市横田町,１１００－６,172928,29,29203,横田町,,2021/09/21,2021/09/21,,,,出原   三郎,,,,,,,,,第421280号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,まる平食堂0743-59-123617292829203,fe539549-9a85-4042-b257-9c98994017ab,,personal,5a7029e0-cba8-46b9-88c7-af0bf1fe1208,2021/09/21,まる平食堂,まる平食堂,
焼肉筒井,大和郡山市筒井町   ７２７,大和郡山市筒井町,７２７,0743-56-2260,飲食店営業,竹原   太一,,,R03.09.21,R03.09.21,第421282号,,321,焼肉筒井,0743,0743-56-2260,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,７２７,172877,29,29203,筒井町,,2021/09/21,2021/09/21,,,,竹原   太一,,,,,,,,,第421282号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,焼肉筒井0743-56-226017287729203,ca2e6188-845e-4365-9d44-3ec2ed12ecd5,,personal,a111721e-68f2-4763-a312-7dc26b919fc9,2021/09/21,焼肉筒井,焼肉筒井,
焼肉筒井,大和郡山市筒井町   ７２７,大和郡山市筒井町,７２７,0743-56-2260,食肉販売業,竹原   太一,,,R03.09.21,R03.09.21,第421283号,,321,焼肉筒井,0743,0743-56-2260,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,７２７,172877,29,29203,筒井町,,2021/09/21,2021/09/21,,,,竹原   太一,,,,,,,,,第421283号,,食肉販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,583,,焼肉筒井0743-56-226017287729203,ca2e6188-845e-4365-9d44-3ec2ed12ecd5,,personal,0ad2a0f3-30e7-4145-88f4-c82618260403,2021/09/21,焼肉筒井,焼肉筒井,
ＢＡＲ   ＴｉＡｍｏ,大和郡山市筒井町   ７２８－１,大和郡山市筒井町,７２８－１,0743-25-5372,飲食店営業,山口   弥生,,,R03.09.21,R03.09.21,第421284号,,321,ＢＡＲ   ＴｉＡｍｏ,0743,0743-25-5372,,,,大和郡山市筒井町,奈良県大和郡山市筒井町,７２８－１,172877,29,29203,筒井町,,2021/09/21,2021/09/21,,,,山口   弥生,,,,,,,,,第421284号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ＢＡＲＴｉＡｍｏ0743-25-537217287729203,9506b3eb-96cc-447e-8885-e603887557e0,,personal,9e846b28-1d9f-4e2f-9790-e87b1673fb61,2021/09/21,ＢＡＲ　ＴｉＡｍｏ,ＢＡＲＴｉＡｍｏ,
大阪自動機株式会社,生駒市谷田町   １２５８－３,生駒市谷田町,１２５８－３,0743-74-3418,菓子製造業,大阪自動機株式会社,生駒市谷田町   １２５８－３,0743-74-3418,R03.09.21,R03.09.21,第421285号,,321,大阪自動機株式会社,0743,0743-74-3418,,,,生駒市谷田町,奈良県生駒市谷田町,１２５８－３,173505,29,29209,谷田町,,2021/09/21,2021/09/21,,,大阪自動機株式会社,,0743-74-3418,生駒市谷田町   １２５８－３,奈良県生駒市谷田町１２５８－３,,173505,奈良県,生駒市,谷田町,第421285号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,大阪自動機株式会社0743-74-341817350529209,9aa60015-aaa7-4fea-95e8-f03dd0010ef1,大阪自動機株式会社173505,f0122c12-2fe7-44df-8fac-39e040979401,98a40639-d0f9-4186-b213-4091eeadcbb1,2021/09/21,大阪自動機株式会社,大阪自動機株式会社,大阪自動機株式会社
大阪自動機株式会社,生駒市谷田町   １２５８－３,生駒市谷田町,１２５８－３,0743-74-3418,そうざい製造業,大阪自動機株式会社,生駒市谷田町   １２５８－３,0743-74-3418,R03.09.21,R03.09.21,第421286号,,321,大阪自動機株式会社,0743,0743-74-3418,,,,生駒市谷田町,奈良県生駒市谷田町,１２５８－３,173505,29,29209,谷田町,,2021/09/21,2021/09/21,,,大阪自動機株式会社,,0743-74-3418,生駒市谷田町   １２５８－３,奈良県生駒市谷田町１２５８－３,,173505,奈良県,生駒市,谷田町,第421286号,,そうざい製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,大阪自動機株式会社0743-74-341817350529209,9aa60015-aaa7-4fea-95e8-f03dd0010ef1,大阪自動機株式会社173505,f0122c12-2fe7-44df-8fac-39e040979401,3411c949-9bf6-40a0-85ac-af2d859f9148,2021/09/21,大阪自動機株式会社,大阪自動機株式会社,大阪自動機株式会社
奈良県総合リハビリテーションセンター,磯城郡田原本町多   ７２２,磯城郡田原本町多,７２２,0744-32-0200,飲食店営業,奈良マルタマフーズ株式会社,桜井市桜井大字大泉２番地,0744-32-0200,R03.09.21,R03.09.21,第821476号,,322,奈良県総合リハビリテーションセンター,0744,0744-32-0200,,,,磯城郡田原本町多,奈良県磯城郡田原本町多,７２２,174125,29,29363,多,,2021/09/21,2021/09/21,,,奈良マルタマフーズ株式会社,,0744-32-0200,桜井市桜井大字大泉２番地,奈良県桜井市桜井大泉２番地,,173168,奈良県,桜井市,桜井,第821476号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,奈良県総合リハビリテションセンタ0744-32-020017412529363,9bc7cfca-8693-47dd-9323-0546803781ba,奈良マルタマフーズ株式会社173168,95a31c6b-3c3b-427a-982d-1b530b9d57a0,ba965c5b-6a6c-44a4-8c05-52a7ec6911e3,2021/09/21,奈良県総合リハビリテーションセンター,奈良県総合リハビリテションセンタ,奈良マルタマフーズ株式会社
オクト生鮮市場,葛城市南花内   ８７－２,葛城市南花内 ８７－２,,0745-69-6771,食肉販売業,株式会社オクト,葛城市南花内   ８７－２,0745-82-0906,R03.09.21,R03.09.21,第821458号,,322,オクト生鮮市場,0745,0745-69-6771,,,,葛城市南花内 ８７－２,奈良県葛城市南花内８７－２,,173715,29,29211,南花内,,2021/09/21,2021/09/21,,,株式会社オクト,,0745-82-0906,葛城市南花内   ８７－２,奈良県葛城市南花内８７－２,,173715,奈良県,葛城市,南花内,第821458号,,食肉販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,583,,オクト生鮮市場0745-69-677117371529211,7ff5d417-d05f-4f89-ab86-4910eaaeb799,株式会社オクト173715,27ef6718-9438-444c-8fc7-c7dc2aa29554,64f8a771-754e-4108-975b-fe49033c37e3,2021/09/21,オクト生鮮市場,オクト生鮮市場,株式会社オクト
日本ゼネラルフード（１０２８）事業所,葛城市北花内   ２９２－１   ニチイケアセンター奈良葛城   給食室,葛城市北花内 ２９２－１   ,ニチイケアセンター奈良葛城 給食室,0745-69-2137,飲食店営業,日本ゼネラルフード株式会社,名古屋市中区千代田   ５－７－５,052-243-6111,R03.09.21,R03.09.21,第821459号,,322,日本ゼネラルフード（１０２８）事業所,0745,0745-69-2137,,,,葛城市北花内 ２９２－１   ,奈良県葛城市北花内２９２－１,ニチイケアセンター奈良葛城 給食室,173688,29,29211,北花内,,2021/09/21,2021/09/21,,,日本ゼネラルフード株式会社,,052-243-6111,名古屋市中区千代田   ５－７－５,愛知県名古屋市中区千代田５－７－５,,114877,愛知県,名古屋市中区,千代田５,第821459号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,日本ゼネラルフド１０２８事業所0745-69-213717368829211,a9f25061-e06c-4c41-ad2b-378cb01ce263,日本ゼネラルフード株式会社114877,fb9be81a-677f-40ad-bf21-d3e80c11cfe4,0e13984e-206e-40d4-bac2-0b600ca6429b,2021/09/21,日本ゼネラルフード（１０２８）事業所,日本ゼネラルフド１０２８事業所,日本ゼネラルフード株式会社
どうだん,生駒市谷田町   １６００   アントレ１Ｆ   １０５,生駒市谷田町 １６００   ,アントレ１Ｆ １０５,0743-74-2637,飲食店営業,田中   真一,,,R03.09.17,R03.09.17,第421276号,,321,どうだん,0743,0743-74-2637,,,,生駒市谷田町 １６００   ,奈良県生駒市谷田町１６００,アントレ１Ｆ １０５,173505,29,29209,谷田町,,2021/09/17,2021/09/17,,,,田中   真一,,,,,,,,,第421276号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,どうだん0743-74-263717350529209,878740a9-92a6-489c-8d81-c18f25d80ab1,,personal,6839c313-66e6-4588-aaa3-30c5ef4a15fb,2021/09/17,どうだん,どうだん,
ガスト東生駒店,生駒市小明町   ５５８－１,生駒市小明町,５５８－１,0743-70-8271,飲食店営業,株式会社すかいらーくレストランツ,武蔵野市西久保   １－２５－８,0422-37-5218,R03.09.17,R03.09.17,第421277号,,321,ガスト東生駒店,0743,0743-70-8271,,,,生駒市小明町,奈良県生駒市小明町,５５８－１,173486,29,29209,小明町,,2021/09/17,2021/09/17,,,株式会社すかいらーくレストランツ,,0422-37-5218,武蔵野市西久保   １－２５－８,東京都武蔵野市西久保１－２５－８,,76312,東京都,武蔵野市,西久保１,第421277号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ガスト東生駒店0743-70-827117348629209,a7a55c07-4310-483b-9b32-9c514903d2ba,株式会社すかいらーくレストランツ76312,096e5a40-3c9c-4cb8-82a7-75204bdd2395,6dc29014-9666-49fc-a9e9-e0af988d7f6a,2021/09/17,ガスト東生駒店,ガスト東生駒店,株式会社すかいらーくレストランツ
鳳龍,大和高田市田井新町   ６－６,大和高田市田井新町,６－６,,飲食店営業,原田   哲也,,,R03.09.17,R03.09.17,第821453号,,322,鳳龍,0745,,,,,大和高田市田井新町,奈良県大和高田市田井新町,６－６,172804,29,29202,田井新町,,2021/09/17,2021/09/17,,,,原田   哲也,,,,,,,,,第821453号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,鳳龍17280429202,cd1c698c-d4f7-4211-ade0-ff13cb83b0d8,,personal,7bf651c6-5a86-4e96-86a9-b837600dc456,2021/09/17,鳳龍,鳳龍,
レストランバージロッコ,五條市本町２丁目２－２,五條市本町２丁目２－２,,0747-23-2605,菓子製造業,山田   健二,,,R03.09.17,R03.09.17,第621037号,,323,レストランバージロッコ,0747,0747-23-2605,,,,五條市本町２丁目２－２,奈良県五条市本町２丁目２－２,,173298,29,29207,本町２,,2021/09/17,2021/09/17,,,,山田   健二,,,,,,,,,第621037号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,レストランバジロッコ0747-23-260517329829207,d28b5e87-4453-418e-b7fe-2922a873ecc8,,personal,990b19f3-ebfb-4467-9e93-585986c784b3,2021/09/17,レストランバージロッコ,レストランバジロッコ,
,天理市三島町   １００－５,天理市三島町,１００－５,,菓子製造業,中森   里美,,,R03.09.16,R03.09.16,第421271号,,321,,0743,,,,,天理市三島町,奈良県天理市三島町,１００－５,173006,29,29204,三島町,,2021/09/16,2021/09/16,,,,中森   里美,,,,,,,,,第421271号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,17300629204,bab5d4b6-ca3d-4367-aa94-cee53eb4437b,,personal,c8e14ca4-f244-448a-92de-54c2ca3849ae,2021/09/16,,,
カサ・デル・ソル   ２Ｆ北,天理市川原城町   ８３５,天理市川原城町,８３５,,飲食店営業,江口   時矢,,,R03.09.15,R03.09.15,第421272号,,321,カサ・デル・ソル   ２Ｆ北,0743,,,,,天理市川原城町,奈良県天理市川原城町,８３５,172952,29,29204,川原城町,,2021/09/15,2021/09/15,,,,江口   時矢,,,,,,,,,第421272号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,カサデルソル２Ｆ北17295229204,e5580374-a268-409e-a7cf-8826cfb60abc,,personal,1ca63694-b124-429e-9c1a-383e6fd078d9,2021/09/15,カサ・デル・ソル　２Ｆ北,カサデルソル２Ｆ北,
ｃａｆｅ   ＆   ｂａｒ   ＨＯＭＥＹＳ,天理市川原城町   １１３,天理市川原城町,１１３,,飲食店営業,椎野   瑠偉,,,R03.09.15,R03.09.15,第421273号,,321,ｃａｆｅ   ＆   ｂａｒ   ＨＯＭＥＹＳ,0743,,,,,天理市川原城町,奈良県天理市川原城町,１１３,172952,29,29204,川原城町,,2021/09/15,2021/09/15,,,,椎野   瑠偉,,,,,,,,,第421273号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ｃａｆｅｂａｒＨＯＭＥＹＳ17295229204,3ca9c286-864c-4d0c-82e1-fd6c5822346b,,personal,e8bbab15-a1f7-4dab-ae17-30f25723efd1,2021/09/15,ｃａｆｅ　＆　ｂａｒ　ＨＯＭＥＹＳ,ｃａｆｅｂａｒＨＯＭＥＹＳ,
ＫＡ－５０６１８０,天理市田井庄町   ７１５,天理市田井庄町,７１５,,飲食店営業,フジ産業株式会社,港区虎ノ門   ３－２２－１   虎ノ門桜ビル,03-3434-8901,R03.09.15,R03.09.15,第421274号,,321,ＫＡ－５０６１８０,0743,,,,,天理市田井庄町,奈良県天理市田井庄町,７１５,172972,29,29204,田井庄町,,2021/09/15,2021/09/15,,,フジ産業株式会社,,03-3434-8901,港区虎ノ門   ３－２２－１   虎ノ門桜ビル,東京都港区虎ノ門３－２２－１,虎ノ門桜ビル,73115,東京都,港区,虎ノ門３,第421274号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ＫＡ５０６１８０17297229204,b96df840-b552-407c-9bc6-1159a814d9a5,フジ産業株式会社73115,af1d7b06-39b3-4ad3-89d6-05e9242ce87a,26882a06-4980-4f4d-bd16-33752467988d,2021/09/15,ＫＡ－５０６１８０,ＫＡ５０６１８０,フジ産業株式会社
