https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,その他,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
個人,継続,10578,,ローソン糸魚川中宿店,糸魚川市大字中宿５１９－１,糸魚川市大字中宿５１９－１,,025-555-3071,寺﨑　典行,,,,,,,,,菓子製造業,揚げる行為に限る,,1 - 122,0,0,2007年04月26日,2018年03月05日,2018年03月08日,2018年03月09日,2023年03月31日,,,,,,160,ローソン糸魚川中宿店,025,025-555-3071,,,,糸魚川市大字中宿５１９－１,新潟県糸魚川市中宿５１９－１,,87995,15,15216,中宿,2018/03/05,2007/04/26,2018/03/09,,2023/03/31,,寺﨑　典行 ,,,,,,,,,1 - 122,継続,菓子製造業,,揚げる行為に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,ロソン糸魚川中宿店025-555-30718799515216,f281bc04-9618-47e9-aab4-a6a0fe80e696,,personal,fbea9a69-acbc-43e6-8bed-04c9d6f2709f,2018/03/09,ローソン糸魚川中宿店,ロソン糸魚川中宿店,
個人,継続,10578,,ローソン糸魚川中宿店,糸魚川市大字中宿５１９－１,糸魚川市大字中宿５１９－１,,025-555-3071,寺﨑　典行,,,,,,,,,魚介類販売業,包装魚介類の販売に限る,,1 - 122,0,0,2007年04月26日,2018年03月05日,2018年03月08日,2018年03月09日,2023年03月31日,,,,2021年12月05日,,160,ローソン糸魚川中宿店,025,025-555-3071,,,,糸魚川市大字中宿５１９－１,新潟県糸魚川市中宿５１９－１,,87995,15,15216,中宿,2018/03/05,2007/04/26,2018/03/09,,2023/03/31,,寺﨑　典行 ,,,,,,,,,1 - 122,継続,魚介類販売業,,包装魚介類の販売に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,ロソン糸魚川中宿店025-555-30718799515216,f281bc04-9618-47e9-aab4-a6a0fe80e696,,personal,59eab788-a872-4470-9c95-c4b9029dcb8e,2018/03/09,ローソン糸魚川中宿店,ロソン糸魚川中宿店,
個人,継続,10578,,ローソン糸魚川中宿店,糸魚川市大字中宿５１９－１,糸魚川市大字中宿５１９－１,,025-555-3071,寺﨑　典行,,,,,,,,,食肉販売業,包装食肉の販売に限る,,1 - 122,0,0,2007年04月26日,2018年03月05日,2018年03月08日,2018年03月09日,2023年03月31日,,,,2021年12月05日,,160,ローソン糸魚川中宿店,025,025-555-3071,,,,糸魚川市大字中宿５１９－１,新潟県糸魚川市中宿５１９－１,,87995,15,15216,中宿,2018/03/05,2007/04/26,2018/03/09,,2023/03/31,,寺﨑　典行 ,,,,,,,,,1 - 122,継続,食肉販売業,,包装食肉の販売に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,ロソン糸魚川中宿店025-555-30718799515216,f281bc04-9618-47e9-aab4-a6a0fe80e696,,personal,47b00677-a53c-429e-b753-54e6be1a30e0,2018/03/09,ローソン糸魚川中宿店,ロソン糸魚川中宿店,
個人,継続,10578,,ローソン糸魚川中宿店,糸魚川市大字中宿５１９－１,糸魚川市大字中宿５１９－１,,025-555-3071,寺﨑　典行,,,,,,,,,乳類販売業,,,1 - 122,0,0,2007年04月26日,2018年03月05日,2018年03月08日,2018年03月09日,2023年03月31日,,,,2021年12月05日,,160,ローソン糸魚川中宿店,025,025-555-3071,,,,糸魚川市大字中宿５１９－１,新潟県糸魚川市中宿５１９－１,,87995,15,15216,中宿,2018/03/05,2007/04/26,2018/03/09,,2023/03/31,,寺﨑　典行 ,,,,,,,,,1 - 122,継続,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,ロソン糸魚川中宿店025-555-30718799515216,f281bc04-9618-47e9-aab4-a6a0fe80e696,,personal,d0fdd649-e393-4245-91c6-32393d242f19,2018/03/09,ローソン糸魚川中宿店,ロソン糸魚川中宿店,
個人,新規,11239,,スナック　マロン,糸魚川市本町６－１千国ビル２Ｆ　Ｄ号,糸魚川市本町６－１,千国ビル２Ｆ Ｄ号,025-555-7506,持田　由美,,,,,,,,,飲食店営業（その他）,,,1 - 89,0,0,2020年11月06日,2020年10月27日,2020年11月05日,2020年11月06日,2026年07月31日,,,,,,160,スナック　マロン,025,025-555-7506,,,,糸魚川市本町６－１,新潟県糸魚川市本町６－１,千国ビル２Ｆ Ｄ号,88052,15,15216,本町,2020/10/27,2020/11/06,2020/11/06,,2026/07/31,,持田　由美 ,,,,,,,,,1 - 89,新規,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,スナックマロン025-555-75068805215216,e12e4417-907b-4f1f-9f1b-c0ca243ccb37,,personal,7a4a24d1-1613-434b-ad51-b1b1482c852b,2020/11/06,スナック　マロン,スナックマロン,
個人,継続,10246,,お食事処　常,糸魚川市大字桂字細田４６９－３,糸魚川市大字桂字細田４６９－３,,025-566-5517,室橋　建次郎,,,,,,,,,飲食店営業（一般食堂）,,,1 - 8,0,0,2001年07月12日,2017年04月25日,2017年05月11日,2017年05月12日,2022年05月31日,,,,,,160,お食事処　常,025,025-566-5517,,,,糸魚川市大字桂字細田４６９－３,新潟県糸魚川市桂字細田４６９－３,,88068,15,15216,桂,2017/04/25,2001/07/12,2017/05/12,,2022/05/31,,室橋　建次郎 ,,,,,,,,,1 - 8,継続,飲食店営業,（一般食堂）,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,お食事処常025-566-55178806815216,ee9c4015-9f8e-45bd-ab3e-812e7de93c27,,personal,daa0eb80-8d00-40eb-99a3-baf768734eb7,2017/05/12,お食事処　常,お食事処常,
個人,新規,708,スナック,ふたご座,糸魚川市本町１番５０号,糸魚川市本町１番５０号,,025-552-7730,室川  悦子,,,,,,,,,① 飲食店営業,簡易な調理に限る,,1 - 32,0,0,2021年07月02日,2021年06月24日,2021年07月01日,2021年07月02日,2026年07月31日,,,,,,160,ふたご座,025,025-552-7730,,,,糸魚川市本町１番５０号,新潟県糸魚川市本町１番５０号,,88052,15,15216,本町,2021/06/24,2021/07/02,2021/07/02,,2026/07/31,,室川  悦子 ,,,,,,,,,1 - 32,新規,飲食店営業,,簡易な調理に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,ふたご座025-552-77308805215216,0bddb87e-7df0-4385-b89c-3b70ff62a649,,personal,02602892-56fc-4954-8057-bc08ee700e6d,2021/07/02,ふたご座,ふたご座,
個人,新規,11193,,Snack cheers,糸魚川市本町６－１　千国ビル３F,糸魚川市本町６－１,千国ビル３F,025-556-6788,柴田　ネニタ,,,,,,,,,飲食店営業（その他）,,,1 - 79,0,0,2019年10月11日,2019年10月03日,2019年10月10日,2019年10月11日,2025年07月31日,,,,,,160,Snack cheers,025,025-556-6788,,,,糸魚川市本町６－１,新潟県糸魚川市本町６－１,千国ビル３F,88052,15,15216,本町,2019/10/03,2019/10/11,2019/10/11,,2025/07/31,,柴田　ネニタ ,,,,,,,,,1 - 79,新規,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,Ｓｎａｃｋｃｈｅｅｒｓ025-556-67888805215216,81176187-e37c-4846-a673-38d13e2b5bea,,personal,9813e4da-30d6-48cb-b820-a1d8ca3188a3,2019/10/11,Ｓｎａｃｋ　ｃｈｅｅｒｓ,Ｓｎａｃｋｃｈｅｅｒｓ,
個人,新規,11086,,スナック　メロディー,糸魚川市本町１－３９,糸魚川市本町１－３９,,025-552-7328,若原　マリテス,,,,,,,,,飲食店営業（その他）,,,1 - 60,0,0,2017年07月28日,2017年07月25日,2017年07月27日,2017年07月28日,2022年07月31日,,,,,,160,スナック　メロディー,025,025-552-7328,,,,糸魚川市本町１－３９,新潟県糸魚川市本町１－３９,,88052,15,15216,本町,2017/07/25,2017/07/28,2017/07/28,,2022/07/31,,若原　マリテス ,,,,,,,,,1 - 60,新規,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,スナックメロディ025-552-73288805215216,196c07d4-66d4-4f4e-bace-c6ca86c1bbce,,personal,594692cf-353e-405a-9d48-2c69e6713dde,2017/07/28,スナック　メロディー,スナックメロディ,
個人,新規,10997,,ナイト　ビュー,糸魚川市大町１丁目２－２,糸魚川市大町１丁目２－２,,025-552-7662,舟見　彰,,,,,,,,,① 飲食店営業,簡易な調理に限る,,1 - 56,0,0,2021年07月16日,2021年07月13日,2021年07月15日,2021年07月16日,2026年07月31日,,,,,,160,ナイト　ビュー,025,025-552-7662,,,,糸魚川市大町１丁目２－２,新潟県糸魚川市大町１丁目２－２,,87946,15,15216,大町１,2021/07/13,2021/07/16,2021/07/16,,2026/07/31,,舟見　彰 ,,,,,,,,,1 - 56,新規,飲食店営業,,簡易な調理に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,ナイトビュ025-552-76628794615216,d729fbed-6bbd-4c5f-8823-c86f548e1b7a,,personal,532ee65d-30ed-438e-ac94-0efa4e1f6e11,2021/07/16,ナイト　ビュー,ナイトビュ,
個人,新規,11059,,スナック　アイ,糸魚川市本町１－５８,糸魚川市本町１－５８,,025-552-8027,小坂　喜美枝,,,,,,,,,飲食店営業（その他）,,,1 - 138,0,0,2017年03月03日,2017年01月31日,2017年03月02日,2017年03月03日,2022年07月31日,,,,,,160,スナック　アイ,025,025-552-8027,,,,糸魚川市本町１－５８,新潟県糸魚川市本町１－５８,,88052,15,15216,本町,2017/01/31,2017/03/03,2017/03/03,,2022/07/31,,小坂　喜美枝 ,,,,,,,,,1 - 138,新規,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,スナックアイ025-552-80278805215216,ce352103-3511-44d8-bbac-3f6d06b321a2,,personal,934e2bb8-bd52-4bae-8879-11ff5b56b435,2017/03/03,スナック　アイ,スナックアイ,
個人,継続,10318,,スナック　ルージュ,糸魚川市大町1-1-20,糸魚川市大町１－１－２０,,025-553-0077,小山　悦子,,,,,,,,,飲食店営業（その他）,,,1 - 43,0,0,2002年09月26日,2018年07月18日,2018年07月19日,2018年07月20日,2023年07月31日,,,,,,160,スナック　ルージュ,025,025-553-0077,,,,糸魚川市大町１－１－２０,新潟県糸魚川市大町１－１－２０,,87946,15,15216,大町１,2018/07/18,2002/09/26,2018/07/20,,2023/07/31,,小山　悦子 ,,,,,,,,,1 - 43,継続,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,スナックルジュ025-553-00778794615216,01d64541-b0bf-4594-bab4-fc717f702e5d,,personal,28a8247d-e142-4302-ab5a-34bfae6e3aa8,2018/07/20,スナック　ルージュ,スナックルジュ,
個人,新規,11253,,JAひすい能生谷支店旧店舗,糸魚川市大字大沢579-4,糸魚川市大字大沢５７９－４,,,小松千秋,,,,,,,,,㉔ その他の食料品製造・加工業,,こんにゃく,3     ‐1   ,0,0,,令和 3年 6月 1日,,,,,,,,,160,JAひすい能生谷支店旧店舗,025,,,,,糸魚川市大字大沢５７９－４,新潟県糸魚川市大沢５７９－４,,88064,15,15216,大沢,2021/06/01,,,,,,小松千秋 ,,,,,,,,,3     ‐1   ,新規,その他の食料品製造・加工業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,99,,ＪＡひすい能生谷支店旧店舗8806415216,54533674-50ba-4975-bd34-a4450dcef0e8,,personal,1fe1c488-16d3-456c-b4fe-aa1f0f80611a,2021/06/01,ＪＡひすい能生谷支店旧店舗,ＪＡひすい能生谷支店旧店舗,
個人,新規,11081,,安あん,糸魚川市大町２－１－１,糸魚川市大町２－１－１,,553-0011,小森　英治,,,,,,,,,飲食店営業（一般食堂）,,,1 - 37,0,0,2017年06月16日,2017年06月12日,2017年06月15日,2017年06月16日,2022年07月31日,,,,,,160,安あん,025,025-553-0011,,,,糸魚川市大町２－１－１,新潟県糸魚川市大町２－１－１,,87947,15,15216,大町２,2017/06/12,2017/06/16,2017/06/16,,2022/07/31,,小森　英治 ,,,,,,,,,1 - 37,新規,飲食店営業,（一般食堂）,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,安あん025-553-00118794715216,db0905ec-5cc1-493f-a89f-cf2681bc3d04,,personal,4603606f-cfcf-4d09-b8a4-1a3c534ddd34,2017/06/16,安あん,安あん,
個人,新規,11353,,小田島　やす子,糸魚川市大字東中３３７２,糸魚川市大字東中３３７２,,025-558-2374,小田島　やす子,,,,,,,,,㉔ その他の食料品製造・加工業,,,3     ‐179 ,0,0,,令和 3年 12月 16日,,,,,,,,,160,小田島　やす子,025,025-558-2374,,,,糸魚川市大字東中３３７２,新潟県糸魚川市東中３３７２,,88012,15,15216,東中,2021/12/16,,,,,,小田島　やす子 ,,,,,,,,,3     ‐179 ,新規,その他の食料品製造・加工業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,99,,小田島やす子025-558-23748801215216,6e00f24c-3426-4012-8aee-436cb5e4d7d1,,personal,e5d6bbcc-7542-4bf6-8565-48ae9e431d18,2021/12/16,小田島　やす子,小田島やす子,
個人,新規,11236,,そば処　おだじま,糸魚川市大字大野１４６０－１,糸魚川市大字大野１４６０－１,,025-552-7801,小田島　弘,,,,,,,,,飲食店営業（一般食堂）,,,1 - 86,0,0,2020年10月30日,2020年10月21日,2020年10月29日,2020年10月30日,2025年11月30日,,,,,,160,そば処　おだじま,025,025-552-7801,,,,糸魚川市大字大野１４６０－１,新潟県糸魚川市大野１４６０－１,,87945,15,15216,大野,2020/10/21,2020/10/30,2020/10/30,,2025/11/30,,小田島　弘 ,,,,,,,,,1 - 86,新規,飲食店営業,（一般食堂）,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,そば処おだじま025-552-78018794515216,0b4ef910-c8bc-4c16-a962-68797fd3eee3,,personal,73a4f217-f389-4618-b003-5a260d9fb6f5,2020/10/30,そば処　おだじま,そば処おだじま,
個人,継続,1156,,小島精肉店,糸魚川市大字能生７０１０,糸魚川市大字能生７０１０,,025-566-2162,小島  一雄,,,,,,,,,食肉処理業,,,1 - 23,0,0,1988年04月19日,2020年05月13日,2020年05月21日,2020年05月22日,2025年05月31日,,,,,,160,小島精肉店,025,025-566-2162,,,,糸魚川市大字能生７０１０,新潟県糸魚川市能生７０１０,,88098,15,15216,能生,2020/05/13,1988/04/19,2020/05/22,,2025/05/31,,小島  一雄 ,,,,,,,,,1 - 23,継続,食肉販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,小島精肉店025-566-21628809815216,973c4439-eb49-4223-9458-9eb035094dc2,,personal,cce65fde-85fe-495e-b4d6-22808b90ff8c,2020/05/22,小島精肉店,小島精肉店,
個人,継続,1156,,小島精肉店,糸魚川市大字能生７０１０,糸魚川市大字能生７０１０,,025-566-2162,小島  一雄,,,,,,,,,惣菜製造業,,,1 - 23,0,0,1988年04月19日,2020年05月13日,2020年05月21日,2020年05月22日,2025年05月31日,,,,,,160,小島精肉店,025,025-566-2162,,,,糸魚川市大字能生７０１０,新潟県糸魚川市能生７０１０,,88098,15,15216,能生,2020/05/13,1988/04/19,2020/05/22,,2025/05/31,,小島  一雄 ,,,,,,,,,1 - 23,継続,そうざい製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,小島精肉店025-566-21628809815216,973c4439-eb49-4223-9458-9eb035094dc2,,personal,6f10879f-d219-4e3b-be3e-9ad2049f3f54,2020/05/22,小島精肉店,小島精肉店,
個人,新規,11221,,cafe ONE-TIME（ワンタイム）,糸魚川市大字東海８６９番地,糸魚川市大字東海８６９番地,,025-555-3884,小島　良夫,,,,,,,,,飲食店営業（一般食堂）,,,1 - 30,0,0,2020年05月22日,2020年05月18日,2020年05月21日,2020年05月22日,2026年03月31日,,,,,,160,cafe ONE-TIME（ワンタイム）,025,025-555-3884,,,,糸魚川市大字東海８６９番地,新潟県糸魚川市東海８６９番地,,88009,15,15216,東海,2020/05/18,2020/05/22,2020/05/22,,2026/03/31,,小島　良夫 ,,,,,,,,,1 - 30,新規,飲食店営業,（一般食堂）,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,ｃａｆｅＯＮＥＴＩＭＥワンタイム025-555-38848800915216,ef09393c-9760-4171-b3c2-c8f196a1a694,,personal,cb3b11b9-80f1-434f-a88b-24af27af3754,2020/05/22,ｃａｆｅ　ＯＮＥ－ＴＩＭＥ（ワンタイム）,ｃａｆｅＯＮＥＴＩＭＥワンタイム,
個人,新規,11241,,グラン　イヴ,糸魚川市大町１丁目１－３４,糸魚川市大町１丁目１－３４,,025-556-6178,小野　嘉代子,,,,,,,,,飲食店営業（その他）,,,1 - 98,0,0,2020年11月27日,2020年11月12日,2020年11月26日,2020年11月27日,2026年07月31日,,,,,,160,グラン　イヴ,025,025-556-6178,,,,糸魚川市大町１丁目１－３４,新潟県糸魚川市大町１丁目１－３４,,87946,15,15216,大町１,2020/11/12,2020/11/27,2020/11/27,,2026/07/31,,小野　嘉代子 ,,,,,,,,,1 - 98,新規,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,グランイヴ025-556-61788794615216,4c5db550-df32-4363-8b96-b5eff53fdc04,,personal,f3a7d4e2-8707-4eaa-b5c8-629231d2202a,2020/11/27,グラン　イヴ,グランイヴ,
個人,新規,11370,,ニューヤマザキデイリーストア　糸魚川ラベンダー店,糸魚川市大字田海１２－１,糸魚川市大字田海１２－１,,025-562-1030,小野萬蔵商店　小野　憲一,,,,,,,,,① 飲食店営業,,,1 - 113,0,0,2022年01月07日,2021年12月17日,2022年01月06日,2022年01月07日,2027年09月30日,,,,,,160,ニューヤマザキデイリーストア　糸魚川ラベンダー店,025,025-562-1030,,,,糸魚川市大字田海１２－１,新潟県糸魚川市田海１２－１,,88093,15,15216,田海,2021/12/17,2022/01/07,2022/01/07,,2027/09/30,小野萬蔵商店,　小野　憲一 ,,,,,,,,,1 - 113,新規,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,ニュヤマザキデイリストア糸魚川ラベンダ店025-562-10308809315216,6472297e-3a51-4170-bd14-3997d5837c75,小野萬蔵商店,58f78db6-f4ce-485e-b3fa-3ce40b5efa37,b064bb64-5594-4ff2-b679-f34766bc1882,2022/01/07,ニューヤマザキデイリーストア　糸魚川ラベンダー店,ニュヤマザキデイリストア糸魚川ラベンダ店,小野萬蔵商店
個人,新規,11370,,ニューヤマザキデイリーストア　糸魚川ラベンダー店,糸魚川市大字田海１２－１,糸魚川市大字田海１２－１,,025-562-1030,小野萬蔵商店　小野　憲一,,,,,,,,,③ 乳類販売業,,,3     ‐183 ,0,0,,令和 3年 12月 17日,,,,,,,,,160,ニューヤマザキデイリーストア　糸魚川ラベンダー店,025,025-562-1030,,,,糸魚川市大字田海１２－１,新潟県糸魚川市田海１２－１,,88093,15,15216,田海,2021/12/17,,,,,小野萬蔵商店,　小野　憲一 ,,,,,,,,,3     ‐183 ,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,ニュヤマザキデイリストア糸魚川ラベンダ店025-562-10308809315216,6472297e-3a51-4170-bd14-3997d5837c75,小野萬蔵商店,58f78db6-f4ce-485e-b3fa-3ce40b5efa37,d8b44620-f792-4c45-9015-3cbb6172f9af,2021/12/17,ニューヤマザキデイリーストア　糸魚川ラベンダー店,ニュヤマザキデイリストア糸魚川ラベンダ店,小野萬蔵商店
個人,新規,11370,,ニューヤマザキデイリーストア　糸魚川ラベンダー店,糸魚川市大字田海１２－１,糸魚川市大字田海１２－１,,025-562-1030,小野萬蔵商店　小野　憲一,,,,,,,,,⑩ コンビニエンスストア,,,3     ‐183 ,0,0,,令和 3年 12月 17日,,,,,,,,,160,ニューヤマザキデイリーストア　糸魚川ラベンダー店,025,025-562-1030,,,,糸魚川市大字田海１２－１,新潟県糸魚川市田海１２－１,,88093,15,15216,田海,2021/12/17,,,,,小野萬蔵商店,　小野　憲一 ,,,,,,,,,3     ‐183 ,新規,コンビニエンスストア,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,589,5891,ニュヤマザキデイリストア糸魚川ラベンダ店025-562-10308809315216,6472297e-3a51-4170-bd14-3997d5837c75,小野萬蔵商店,58f78db6-f4ce-485e-b3fa-3ce40b5efa37,5821158e-549f-4d5e-945b-4e1cd5eea2f5,2021/12/17,ニューヤマザキデイリーストア　糸魚川ラベンダー店,ニュヤマザキデイリストア糸魚川ラベンダ店,小野萬蔵商店
