https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沖逸子,,,,,一富士食堂,福岡県,北九州市若松区二島六丁目４－３７,北九州市若松区二島６丁目４－３７,,093-791-0353,① 飲食店営業,食堂,2021-40096,2021/11/29,2021/11/29,2021/12/1,2027/11/30,,390,一富士食堂,093,093-791-0353,,,,福岡県　北九州市若松区二島６丁目４－３７,福岡県北九州市若松区二島６丁目４－３７,,198503,40,40103,二島６,,2021/11/29,2021/11/29,2021/12/01,2027/11/30,,沖逸子 ,,,,,,,,,2021-40096,,飲食店営業, 食堂,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,一富士食堂093-791-035319850340103,cd9b0afb-63f6-46dc-a46c-a3d322fef770,,personal,d517d671-89fe-4b7e-9529-cbb948c941cb,2021/11/29,一富士食堂,一富士食堂,
岡本敏孝,,,,,お好み焼　もりしん,福岡県,北九州市小倉北区井堀三丁目９－１５,北九州市小倉北区井堀３丁目９－１５,,093-591-3038,① 飲食店営業,,2021-20815,2021/11/11,2021/11/11,2021/12/1,2027/11/30,,390,お好み焼　もりしん,093,093-591-3038,,,,福岡県　北九州市小倉北区井堀３丁目９－１５,福岡県北九州市小倉北区井堀３丁目９－１５,,198673,40,40106,井堀３,,2021/11/11,2021/11/11,2021/12/01,2027/11/30,,岡本敏孝 ,,,,,,,,,2021-20815,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,お好み焼もりしん093-591-303819867340106,00a4baff-2d7a-4b76-959b-73ff5381a2e7,,personal,8174ca3d-478b-4249-8795-1f4c0a2b14b5,2021/11/11,お好み焼　もりしん,お好み焼もりしん,
濱野園美,,,,,ｍｕｓｉｃ ｆｏｏｄ＆ｃａｆｅ 五番街,福岡県,北九州市八幡西区光明二丁目１２－９折尾サンハイツ２F,北九州市八幡西区光明２丁目１２－９,折尾サンハイツ２F,,① 飲食店営業,カフェ,2021-60430,2021/11/12,2021/11/12,2022/1/1,2027/12/31,,390,ｍｕｓｉｃ ｆｏｏｄ＆ｃａｆｅ 五番街,093,,,,,福岡県　北九州市八幡西区光明２丁目１２－９,福岡県北九州市八幡西区光明２丁目１２－９,折尾サンハイツ２F,199440,40,40109,光明２,,2021/11/12,2021/11/12,2022/01/01,2027/12/31,,濱野園美 ,,,,,,,,,2021-60430,,飲食店営業, カフェ,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ｍｕｓｉｃｆｏｏｄｃａｆｅ五番街19944040109,3f85d22b-b798-4ffd-a586-0c255cb65074,,personal,57a28dc1-6d55-4826-878c-70790d857506,2021/11/12,ｍｕｓｉｃ　ｆｏｏｄ＆ｃａｆｅ　五番街,ｍｕｓｉｃｆｏｏｄｃａｆｅ五番街,
特定非営利活動法人アジア低炭素デザインセンター,黒木荘一郎,北九州市若松区ひびきの１－１,北九州市若松区ひびきの１－１,,MOIMOI　SALON,福岡県,北九州市若松区ひびきの１－７,北九州市若松区ひびきの１－７,,,① 飲食店営業,,2021-60431,2021/11/19,2021/11/19,2021/11/19,2027/11/30,,390,MOIMOI　SALON,093,,,,,福岡県　北九州市若松区ひびきの１－７,福岡県北九州市若松区ひびきの１－７,,198547,40,40103,ひびきの,,2021/11/19,2021/11/19,2021/11/19,2027/11/30,特定非営利活動法人アジア低炭素デザインセンター,黒木荘一郎,,北九州市若松区ひびきの１－１,福岡県北九州市若松区ひびきの１－１,,198547,福岡県,北九州市若松区,ひびきの,2021-60431,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ＭＯＩＭＯＩＳＡＬＯＮ19854740103,fa340d71-3466-488a-ab52-6f427cd5220d,特定非営利活動法人アジア低炭素デザインセンター198547,0b98bb0e-d3cb-481b-aacb-52eca2b16a69,97c66e03-bea3-4d86-8433-8fc782edd1c9,2021/11/19,ＭＯＩＭＯＩ　ＳＡＬＯＮ,ＭＯＩＭＯＩＳＡＬＯＮ,特定非営利活動法人アジア低炭素デザインセンター
江田範子,,,,,ペルソナ,福岡県,北九州市小倉南区下曽根三丁目４－９,北九州市小倉南区下曽根３丁目４－９,,093-473-3072,① 飲食店営業,,2021-30084,2021/11/25,2021/11/25,2022/1/1,2027/12/31,,390,ペルソナ,093,093-473-3072,,,,福岡県　北九州市小倉南区下曽根３丁目４－９,福岡県北九州市小倉南区下曽根３丁目４－９,,198934,40,40107,下曽根３,,2021/11/25,2021/11/25,2022/01/01,2027/12/31,,江田範子 ,,,,,,,,,2021-30084,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ペルソナ093-473-307219893440107,dca5bd0e-25ee-4de6-9d7c-bd13d4f500eb,,personal,37736d77-d122-46e9-8aaa-8c9eb5de4761,2021/11/25,ペルソナ,ペルソナ,
株式会社　ROUTE,樫山翔太,北九州市門司区大里東４丁目１－２９,北九州市門司区大里東４丁目１－２９,,Member's Googu,福岡県,北九州市小倉北区堺町一丁目５－１６仏蘭西館　２F,北九州市小倉北区堺町１丁目５－１６,仏蘭西館　２F,,① 飲食店営業,,2021-20814,2021/11/11,2021/11/11,2021/11/11,2027/11/30,,390,Member's Googu,093,,,,,福岡県　北九州市小倉北区堺町１丁目５－１６,福岡県北九州市小倉北区堺町１丁目５－１６,仏蘭西館　２F,198760,40,40106,堺町１,,2021/11/11,2021/11/11,2021/11/11,2027/11/30,株式会社　ROUTE,樫山翔太,,北九州市門司区大里東４丁目１－２９,福岡県北九州市門司区大里東４丁目１－２９,,198308,福岡県,北九州市門司区,大里東４,2021-20814,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ＭｅｍｂｅｒｓＧｏｏｇｕ19876040106,e2334d18-2ec7-4196-857b-887da4d89ac6,株式会社ＲＯＵＴＥ198308,8c9dd79f-c175-4227-94df-a5bdf6cca3b0,7a2893a2-1187-4eea-973a-90b3afc9cc08,2021/11/11,Ｍｅｍｂｅｒ＇ｓ　Ｇｏｏｇｕ,ＭｅｍｂｅｒｓＧｏｏｇｕ,株式会社ＲＯＵＴＥ
赤川昇平,,,,,ジューシールーシー,福岡県,北九州市小倉南区朽網西一丁目７－１,北九州市小倉南区朽網西１丁目７－１,,,① 飲食店営業,自動車営業,2021-20825,2021/11/15,2021/11/15,2021/11/15,2026/11/30,,390,ジューシールーシー,093,,,,,福岡県　北九州市小倉南区朽網西１丁目７－１,福岡県北九州市小倉南区朽網西１丁目７－１,,199172,40,40107,朽網西１,,2021/11/15,2021/11/15,2021/11/15,2026/11/30,,赤川昇平 ,,,,,,,,,2021-20825,,飲食店営業, 自動車営業,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ジュシルシ19917240107,c67c786e-13c4-4644-8786-fe8c27af836a,,personal,e7619a73-0398-4fe2-beba-e9750f4655d8,2021/11/15,ジューシールーシー,ジュシルシ,
角喜代子,,,,,門司郵便局食堂,福岡県,北九州市門司区中町２－２,北九州市門司区中町２－２,,093-381-7226,① 飲食店営業,一般食堂,2021-20821,2021/11/11,2021/11/11,2021/12/1,2027/11/30,,390,門司郵便局食堂,093,093-381-7226,,,,福岡県　北九州市門司区中町２－２,福岡県北九州市門司区中町２－２,,198318,40,40101,中町,,2021/11/11,2021/11/11,2021/12/01,2027/11/30,,角喜代子 ,,,,,,,,,2021-20821,,飲食店営業, 一般食堂,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,門司郵便局食堂093-381-722619831840101,e040064b-1ab9-4d64-b4bf-2ee0e920efa7,,personal,fcaf6200-7705-47eb-a137-9d9b79b89d62,2021/11/11,門司郵便局食堂,門司郵便局食堂,
村上演啓,,,,,鮨・海鮮酒場・涼,福岡県,北九州市小倉北区堺町一丁目５－１５中道ビル１０３,北九州市小倉北区堺町１丁目５－１５,中道ビル１０３,,① 飲食店営業,,2021-20745,2021/11/11,2021/11/11,2021/11/11,2027/11/30,,390,鮨・海鮮酒場・涼,093,,,,,福岡県　北九州市小倉北区堺町１丁目５－１５,福岡県北九州市小倉北区堺町１丁目５－１５,中道ビル１０３,198760,40,40106,堺町１,,2021/11/11,2021/11/11,2021/11/11,2027/11/30,,村上演啓 ,,,,,,,,,2021-20745,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,鮨海鮮酒場涼19876040106,1c4f78fe-8a90-42de-9dcb-8abb4dd0af2a,,personal,2dfd082d-978d-459a-bef0-f3f899b7e531,2021/11/11,鮨・海鮮酒場・涼,鮨海鮮酒場涼,
吉原トシエ,,,,,オアシス,福岡県,北九州市門司区柳町一丁目２－２１,北九州市門司区柳町１丁目２－２１,,093-371-3488,① 飲食店営業,一般食堂,2021-10100,2021/11/19,2021/11/19,2021/12/1,2027/11/30,,390,オアシス,093,093-371-3488,,,,福岡県　北九州市門司区柳町１丁目２－２１,福岡県北九州市門司区柳町１丁目２－２１,,198376,40,40101,柳町１,,2021/11/19,2021/11/19,2021/12/01,2027/11/30,,吉原トシエ ,,,,,,,,,2021-10100,,飲食店営業, 一般食堂,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,オアシス093-371-348819837640101,e2620102-379f-49ad-a7f7-d4f0d32cd950,,personal,f3a7e893-aa04-4d3a-9975-83e2c379412f,2021/11/19,オアシス,オアシス,
脇坂準治,,,,,青松丸,福岡県,北九州市若松区大字安屋１７６８－１,北九州市若松区大字安屋１７６８－１,,,⑯ 水産製品製造業,,2021-60433,2021/11/19,2021/11/19,2021/11/19,2027/11/30,,390,青松丸,093,,,,,福岡県　北九州市若松区大字安屋１７６８－１,福岡県北九州市若松区安屋１７６８－１,,198404,40,40103,安屋,,2021/11/19,2021/11/19,2021/11/19,2027/11/30,,脇坂準治 ,,,,,,,,,2021-60433,,水産製品製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,92,,青松丸19840440103,95eb9985-eee5-4634-b884-288a5ee84ea4,,personal,fa92f8ce-864f-44dd-a402-789792c7c15b,2021/11/19,青松丸,青松丸,
江藤樹梨,,,,,博多水炊もも焼　藤,福岡県,北九州市小倉北区紺屋町３－５,北九州市小倉北区紺屋町３－５,,,③ 食肉販売業,,2021-20816,2021/11/12,2021/11/12,2021/11/12,2027/11/30,,390,博多水炊もも焼　藤,093,,,,,福岡県　北九州市小倉北区紺屋町３－５,福岡県北九州市小倉北区紺屋町３－５,,198757,40,40106,紺屋町,,2021/11/12,2021/11/12,2021/11/12,2027/11/30,,江藤樹梨 ,,,,,,,,,2021-20816,,食肉販売業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,I,58,583,,博多水炊もも焼藤19875740106,2c299c26-048b-4c11-b9d2-d9c505988195,,personal,417f5d21-ab6f-429d-bca4-5f97af0081a7,2021/11/12,博多水炊もも焼　藤,博多水炊もも焼藤,
西元亘平,,,,,てきさすほーるでむ。,福岡県,北九州市小倉南区北方二丁目２４‐１　　グランベール北九大前１Ｆ‐１０Ｃ,北九州市小倉南区北方２丁目２４－１,グランベール北九大前１Ｆ－１０Ｃ,,① 飲食店営業,,2021-20724,2021/11/15,2021/11/15,2021/12/1,2027/11/30,,390,てきさすほーるでむ。,093,,,,,福岡県　北九州市小倉南区北方２丁目２４－１,福岡県北九州市小倉南区北方２丁目２４－１,グランベール北九大前１Ｆ－１０Ｃ,198893,40,40107,北方２,,2021/11/15,2021/11/15,2021/12/01,2027/11/30,,西元亘平 ,,,,,,,,,2021-20724,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,てきさすほるでむ19889340107,244e2af3-607d-434f-afff-50836cc3b5b0,,personal,fd60621a-b797-448f-9020-8d98d1dc2563,2021/11/15,てきさすほーるでむ。,てきさすほるでむ,
草場公子,,,,,ミニ　サントス,福岡県,北九州市戸畑区浅生二丁目９－６,北九州市戸畑区浅生２丁目９－６,,,① 飲食店営業,,2021-70056,2021/11/29,2021/11/29,2022/1/1,2027/12/31,,390,ミニ　サントス,093,,,,,福岡県　北九州市戸畑区浅生２丁目９－６,福岡県北九州市戸畑区浅生２丁目９－６,,198558,40,40105,浅生２,,2021/11/29,2021/11/29,2022/01/01,2027/12/31,,草場公子 ,,,,,,,,,2021-70056,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ミニサントス19855840105,414315d2-6566-43a6-8ae9-7856d18253d3,,personal,30d06e17-cfa9-405b-9e27-03e279b5e586,2021/11/29,ミニ　サントス,ミニサントス,
松本篤子,,,,,スナック蓮菜,福岡県,北九州市八幡西区熊手一丁目１－３６　松井ビル１F,北九州市八幡西区熊手１丁目１－３６,松井ビル１F,093-645-1020,① 飲食店営業,スナック,2021-60434,2021/11/16,2021/11/16,2021/12/1,2027/11/30,,390,スナック蓮菜,093,093-645-1020,,,,福岡県　北九州市八幡西区熊手１丁目１－３６,福岡県北九州市八幡西区熊手１丁目１－３６,松井ビル１F,199424,40,40109,熊手１,,2021/11/16,2021/11/16,2021/12/01,2027/11/30,,松本篤子 ,,,,,,,,,2021-60434,,飲食店営業, スナック,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,スナック蓮菜093-645-102019942440109,76ae8432-ae68-4a1d-b951-68a017181f94,,personal,2fea794a-32a6-4123-9a43-81f212a91dd2,2021/11/16,スナック蓮菜,スナック蓮菜,
野村利明,,,,,ニコニコ鮮魚,福岡県,北九州市小倉北区黄金一丁目１‐１９,北九州市小倉北区黄金１丁目１－１９,,,① 飲食店営業,,2021-20809,2021/11/12,2021/11/12,2021/12/1,2026/11/30,,390,ニコニコ鮮魚,093,,,,,福岡県　北九州市小倉北区黄金１丁目１－１９,福岡県北九州市小倉北区黄金１丁目１－１９,,198750,40,40106,黄金１,,2021/11/12,2021/11/12,2021/12/01,2026/11/30,,野村利明 ,,,,,,,,,2021-20809,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ニコニコ鮮魚19875040106,6c159cf6-e39b-4bc3-9dff-15daa5e4f033,,personal,76239b61-d8b6-41c8-990b-e372d504a2eb,2021/11/12,ニコニコ鮮魚,ニコニコ鮮魚,
鳥越康秀,,,,,鳥越商店支店,福岡県,北九州市小倉北区黄金一丁目１ー３１黄金市場,北九州市小倉北区黄金１丁目１ー３１,黄金市場,093-921-7543,① 飲食店営業,,2021-20819,2021/11/12,2021/11/12,2021/12/1,2026/11/30,,390,鳥越商店支店,093,093-921-7543,,,,福岡県　北九州市小倉北区黄金１丁目１ー３１,福岡県北九州市小倉北区黄金１丁目１－３１,黄金市場,198750,40,40106,黄金１,,2021/11/12,2021/11/12,2021/12/01,2026/11/30,,鳥越康秀 ,,,,,,,,,2021-20819,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,鳥越商店支店093-921-754319875040106,2cb5816a-f8bd-4a4d-a650-d6c186646082,,personal,4bf163d9-950f-4b39-9952-3e90ebd682c1,2021/11/12,鳥越商店支店,鳥越商店支店,
株式会社膳の匠,松本里枝,北九州市門司区高砂町６－１０,北九州市門司区高砂町６－１０,,株式会社膳の匠,福岡県,北九州市門司区高砂町６－１０,北九州市門司区高砂町６－１０,,093-342-8360,⑯ 水産製品製造業,,2021-10102,2021/11/18,2021/11/18,2021/11/18,2027/10/31,,390,株式会社膳の匠,093,093-342-8360,,,,福岡県　北九州市門司区高砂町６－１０,福岡県北九州市門司区高砂町６－１０,,198287,40,40101,高砂町,,2021/11/18,2021/11/18,2021/11/18,2027/10/31,株式会社膳の匠,松本里枝,,北九州市門司区高砂町６－１０,福岡県北九州市門司区高砂町６－１０,,198287,福岡県,北九州市門司区,高砂町,2021-10102,,水産製品製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,92,,株式会社膳の匠093-342-836019828740101,de87ffde-ea8b-4765-a4e5-dbfd7e823562,株式会社膳の匠198287,c9db050d-7664-45a8-a81f-52f27cadf246,1979a250-218c-4132-95d4-19677a8027d6,2021/11/18,株式会社膳の匠,株式会社膳の匠,株式会社膳の匠
江見智子,,,,,キッチンきまま,福岡県,北九州市小倉北区鍛冶町一丁目７－１８堺町銀座名店街１F,北九州市小倉北区鍛冶町１丁目７－１８,堺町銀座名店街１F,,① 飲食店営業,,2021-20824,2021/11/16,2021/11/16,2021/11/16,2027/11/30,,390,キッチンきまま,093,,,,,福岡県　北九州市小倉北区鍛冶町１丁目７－１８,福岡県北九州市小倉北区鍛冶町１丁目７－１８,堺町銀座名店街１F,198693,40,40106,鍛冶町１,,2021/11/16,2021/11/16,2021/11/16,2027/11/30,,江見智子 ,,,,,,,,,2021-20824,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,キッチンきまま19869340106,767fb1f7-4e3b-42c7-a6c7-b17958c35cb9,,personal,dcc13a5a-0293-4c3f-bf8b-99e0650b1dbd,2021/11/16,キッチンきまま,キッチンきまま,
株式会社キューブ,近藤悦子,北九州市小倉北区江南町１０－２５,北九州市小倉北区江南町１０－２５,,HOTEL GRANDE,福岡県,北九州市小倉北区江南町10-25,北九州市小倉北区江南町１０－２５,,093-951-0077,① 飲食店営業,,2021-20830,2021/11/16,2021/11/16,2021/12/1,2027/11/30,,390,HOTEL GRANDE,093,093-951-0077,,,,福岡県　北九州市小倉北区江南町１０－２５,福岡県北九州市小倉北区江南町１０－２５,,198687,40,40106,江南町,,2021/11/16,2021/11/16,2021/12/01,2027/11/30,株式会社キューブ,近藤悦子,,北九州市小倉北区江南町１０－２５,福岡県北九州市小倉北区江南町１０－２５,,198687,福岡県,北九州市小倉北区,江南町,2021-20830,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ＨＯＴＥＬＧＲＡＮＤＥ093-951-007719868740106,3a3492ac-84d1-4703-9da0-4d160a61c14d,株式会社キューブ198687,0dbe82e3-052c-48a9-8754-0fd52f9043d0,4b5368ee-be8c-4fdf-b431-7d5e6e4ae045,2021/11/16,ＨＯＴＥＬ　ＧＲＡＮＤＥ,ＨＯＴＥＬＧＲＡＮＤＥ,株式会社キューブ
竹本順一,,,,,海鮮居酒屋　旭水産,福岡県,北九州市戸畑区旭町５－８キャナリータワー１０１,北九州市戸畑区旭町５－８,キャナリータワー１０１,,① 飲食店営業,居酒屋,2021-70057,2021/11/17,2021/11/17,2021/11/17,2027/11/30,,390,海鮮居酒屋　旭水産,093,,,,,福岡県　北九州市戸畑区旭町５－８,福岡県北九州市戸畑区旭町５－８,キャナリータワー１０１,198556,40,40105,旭町,,2021/11/17,2021/11/17,2021/11/17,2027/11/30,,竹本順一 ,,,,,,,,,2021-70057,,飲食店営業, 居酒屋,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,海鮮居酒屋旭水産19855640105,2854d6dc-f5e7-4ff8-b3e7-3b794b5efecc,,personal,e830e39e-de7b-45cd-b44e-3ae058570db2,2021/11/17,海鮮居酒屋　旭水産,海鮮居酒屋旭水産,
